Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Canal lining and renovation of canal sections including repair to structure and other protection works from RD 00 to 2.5km of Girigaon Distributary.,Canal lining and renovation of canal sections including repair to structure and other protection works from RD 00 to 2.5km of Girigaon Distributary.,AS PER DTCN. ,NA ,"2,30,35,488",Civil Works - Others,NA ,Tender,90.0,180.0,Jeypore town in Koraput district.,764001.0,NA ,NA ,NA ,"HEAD OFFICE, OCCL",No ,No,1.0,Fee/PreQual/Technical,.pdf,"GST,PAN,EPF registration certificate,Valid OCC Ltd enlistment certificate and EMD (Mandatory) etc.",ODISHA CONSTRUCTION CORPORATION LTD,E-procurement Notice No.40/OCCL/2025-26(on-line),2025_OCCL_117451_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"2,30,000",Yes,fixed,,Nil,Nil,29-Aug-2025 03:30 PM,19-Sep-2025 12:00 PM,29-Aug-2025 03:30 PM,18-Sep-2025 05:30 PM,29-Aug-2025 03:30 PM ,05-Sep-2025 03:30 PM ,29-Aug-2025 03:30 PM,18-Sep-2025 05:30 PM,20-Nov-2025 04:30 PM,MANAGING DIRECTOR OF OCC LTD.,"ODISHA CONSTRUCTION CORPORATION Ltd.,UNIT - VIII, GOPABANDHUNAGAR,BBSR-751012","11,800",Nil,Nil,No,1.0,ICICI BANK,AOC,MANAGING DIRECTOR OF OCC LTD.,Internal,,Sarat Chandra Ghadei,09-Jan-2026 12:35 PM,finsummary_550644.pdf (2242.71 KB),16-Jan-2026,"INR 19,582,468",180.0,Sarat Chandra Ghadei,17-Feb-2026 12:51 PM,TSP_02.pdf (699.00 KB),AOC,Technical,Opened Successfully.,Pratap Chandra Chaudhury,19-Sep-2025 12:46 PM,,1,3085657,ANUP BUILDERS,18-Sep-2025 11:00 AM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTERRY.,09-Jan-2026 12:35 PM,Finance,Opened Successfully.,Pratap Chandra Chaudhury,20-Nov-2025 06:17 PM,,BOQ Comparative Chart,1.0,3086342.0,M/s Tara Tarini Constructions Pvt. Ltd.,INR,"19,582,468",ODISHA CONSTRUCTION CORPORATION LTD,2025_OCCL_117451_1,E-procurement Notice No.40/OCCL/2025-26(on-line),Canal lining and renovation of canal sections including repair to structure and other protection works from RD 00 to 2.5km of Girigaon Distributary.,MANAGING DIRECTOR OF OCC LTD.,Internal,,Pratap Chandra Chaudhury,20-Nov-2025 12:51 PM,20-Nov-2025 04:30 PM,techsummary_550644.pdf (1470.83 KB),AOC
,,,,,,,,,,,,,,,,,,,,.pdf,"Other documents as per DTCN. EMD is in BG Shape, Provide Original BG during technical bid opening.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,2,3074013,HARA PRASAD NAYAK,12-Sep-2025 06:21 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTERRY.,09-Jan-2026 12:35 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3086415,JMBG CONSTRUCTION,18-Sep-2025 04:57 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTERRY.,09-Jan-2026 12:35 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3079373,KAILASH PANDA,18-Sep-2025 12:05 AM,Rejected-Technical,Non-Responsive.,20-Nov-2025 12:51 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3086342,M/s Tara Tarini Constructions Pvt. Ltd.,18-Sep-2025 03:26 PM,Accepted-AOC,L1 SUCCESSFUL BIDDER.,17-Feb-2026 12:51 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
