Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
Finance,All 13nos.,Ashirbad Panda,03-Dec-2025 06:20 PM,finance_564441.pdf,BOQ Comparative Chart,13-Feb-2026,"INR 214,481",60.0,Ashirbad Panda,13-Feb-2026 02:00 PM,111.pdf (193.00 KB),aoc,1,3270803,DEBASHISH KUMAR PATRO,01-Dec-2025 08:18 PM,Rejected-Technical,ok,13-Feb-2026 01:46 PM,1.0,3267368.0,SRIKANTA PATRA (S.C),INR,"214,481",CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-SAMBALPUR,2025_CERWI_121270_18,Tenderonline SBPR-09 of 25-26,Repair to Collection Mohari Qtrs at Jujumura for the year 25-26,SE,Internal,,Ashirbad Panda,13-Feb-2026 01:46 PM,techsummary_564441.pdf (193.30 KB),SE,Internal,,Ashirbad Panda,13-Feb-2026 01:55 PM,finsummary_564441.pdf (193.30 KB),AOC,1.0,ICICI BANK,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-SAMBALPUR,Tenderonline SBPR-09 of 25-26,2025_CERWI_121270_18,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,15-Nov-2025 11:00 AM,03-Dec-2025 10:00 AM,15-Nov-2025 11:00 AM,02-Dec-2025 05:00 PM,NA ,NA ,15-Nov-2025 11:00 AM,02-Dec-2025 05:00 PM,"SE RW Division, Sambalpur","SE RW Division, Sambalpur",Repair to Collection Mohari Qtrs at Jujumura for the year 25-26,Repair to Collection Mohari Qtrs at Jujumura for the year 25-26,Please refer Tender documents. ,NA ,"2,52,000",Civil Works - Buildings,NA ,Tender,90.0,60.0,Sambalpur,768001.0,NA ,NA ,NA ,"SE RW Division, Sambalpur",No ,No,"2,520",Yes,percentage,1.0%,Nil,Nil,"2,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Online proof copy of Tender cost, EMD, GSTIN, PAN, RC, Affidavit",AOC
,,,,,,,,,,,,,2,3261372,KISHOR KUMAR SARANGI,28-Nov-2025 09:50 AM,Rejected-Technical,ok,13-Feb-2026 01:46 PM,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
,,,,,,,,,,,,,3,3267654,MADHAB PRADHAN,30-Nov-2025 12:37 PM,Rejected-Technical,ok,13-Feb-2026 01:46 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3265191,MAMATA PRADHAN,28-Nov-2025 08:27 PM,Rejected-Technical,ok,13-Feb-2026 01:46 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3271317,Nalini Meher,02-Dec-2025 01:34 PM,Rejected-Technical,ok,13-Feb-2026 01:46 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3270773,PADMINI SINGH,02-Dec-2025 09:51 AM,Rejected-Technical,ok,13-Feb-2026 01:46 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3271761,PRADEEP KUMAR PARIDA,02-Dec-2025 12:29 PM,Rejected-Technical,ok,13-Feb-2026 01:46 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3268597,PUJARANI SAMAL,01-Dec-2025 01:15 AM,Rejected-Technical,ok,13-Feb-2026 01:46 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3255995,PUSPANJALI DEHURI,26-Nov-2025 06:16 AM,Rejected-Technical,ok,13-Feb-2026 01:46 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3262830,SARAT KUMAR PRADHAN,28-Nov-2025 11:53 AM,Rejected-Technical,ok,13-Feb-2026 01:46 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,11,3265607,SAROJ SARANGI,29-Nov-2025 08:12 PM,Rejected-Technical,ok,13-Feb-2026 01:46 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,12,3267368,SRIKANTA PATRA (S.C),29-Nov-2025 09:36 PM,Accepted-AOC,Selected through transparent lottery,13-Feb-2026 02:00 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,13,3267618,SRI SAMARENDRA MISHRA,30-Nov-2025 11:46 AM,Rejected-Technical,ok,13-Feb-2026 01:46 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,14,3258193,TARUN BHOI (S.T),29-Nov-2025 07:47 PM,Rejected-Technical,ok,13-Feb-2026 01:46 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
