Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
EE,Internal,"EE, DAO AND ESTIMATOR",Chittaranjan Mishra,02-Feb-2026 04:45 PM,techsummary_565120.pdf (3883.35 KB),02-Feb-2026,"INR 359,717",60.0,Chittaranjan Mishra,02-Feb-2026 04:59 PM,692.pdf (467.00 KB),162P1 OF 2025-26,1,3261189,AKSHAY KUMAR MANGARAJ,27-Nov-2025 08:59 PM,Rejected-AOC,L1,02-Feb-2026 04:59 PM,Finance,Technical Evaluation Committee,Chittaranjan Mishra,02-Feb-2026 04:32 PM,finance_565120.pdf,BOQ Comparative Chart,1.0,3253217.0,JHUNUBALA SAHOO,INR,"359,717",CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,2025_CERWI_121470_1,TENDERONLINEDNAYAGARH52526,S/R to R.I. office-cum-residence buildingat Panchirida for the year 2025-26,EE,Internal,"EE, DAO AND ESTIMATOR",Chittaranjan Mishra,02-Feb-2026 04:51 PM,finsummary_565120.pdf (3883.35 KB),AOC,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,TENDERONLINEDNAYAGARH52526,2025_CERWI_121470_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN.pdfBOQ.xlsvalidPANGSTContractorlicenceetcasDTCN,1.0,ICICI BANK,"4,231",Yes,percentage,1.0%,Nil,Nil,S/R to R.I. office-cum-residence buildingat Panchirida for the year 2025-26,S/R to R.I. office-cum-residence buildingat Panchirida for the year 2025-26,NA ,NA ,"4,23,146",Civil Works - Buildings,NA ,Tender,90.0,60.0,Nayagarh,752070.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, NAYAGARH",No ,No,Executive Engineer,"RURAL WORKS DIVISION, NAYAGARH",17-Nov-2025 04:30 PM,29-Nov-2025 11:00 AM,17-Nov-2025 04:30 PM,28-Nov-2025 05:30 PM,17-Nov-2025 04:30 PM ,28-Nov-2025 05:30 PM ,17-Nov-2025 04:30 PM,28-Nov-2025 05:30 PM,"2,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,2,3263358,AMRUT CONSTRUCTION & ENGINEERING SERVICES,28-Nov-2025 01:54 PM,Rejected-AOC,L1,02-Feb-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.xls,Boq,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3264155,AMRUT CONSTRUCTION & ENGINEERING SERVICES PRIVATE LIMITED,28-Nov-2025 03:52 PM,Rejected-AOC,L1,02-Feb-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3258377,ASHOK KUMAR ROUT,27-Nov-2025 12:46 PM,Rejected-AOC,L1,02-Feb-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3258939,BASANTI SWAIN,27-Nov-2025 07:02 PM,Rejected-AOC,L1,02-Feb-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3258835,BHAGIRATHI PRADHAN,28-Nov-2025 12:11 AM,Rejected-AOC,L1,02-Feb-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3250516,BINODA KUMAR SWAIN,25-Nov-2025 06:07 PM,Rejected-AOC,L1,02-Feb-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3259901,DHRUBA CHARANA PARIDA,27-Nov-2025 01:22 PM,Rejected-AOC,L1,02-Feb-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3258014,GOUTAM PARIDA,26-Nov-2025 09:23 PM,Rejected-AOC,L1,02-Feb-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3253217,JHUNUBALA SAHOO,26-Nov-2025 01:49 PM,Accepted-AOC,AOC,02-Feb-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,11,3247285,MANORANJAN JENA,23-Nov-2025 07:16 PM,Rejected-AOC,L1,02-Feb-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,12,3246692,MISIRA KUMAR DHAR,22-Nov-2025 05:15 PM,Rejected-AOC,L1,02-Feb-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,13,3255181,M/S N.B. ENTERPRISES,25-Nov-2025 07:15 PM,Rejected-AOC,L1,02-Feb-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,14,3255832,NARENDRA KUMAR CHOUDHURY,26-Nov-2025 07:31 PM,Rejected-AOC,L1,02-Feb-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,15,3263915,PRADYUMNA KUMAR SAHU,28-Nov-2025 03:13 PM,Rejected-AOC,L1,02-Feb-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,16,3256146,PRAVATI SAHOO,26-Nov-2025 06:31 PM,Rejected-AOC,L1,02-Feb-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,17,3258499,PRITAM PATRA,27-Nov-2025 07:34 AM,Rejected-AOC,L1,02-Feb-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,18,3261030,PRIYARANJAN BHATTA,28-Nov-2025 08:41 AM,Rejected-AOC,L1,02-Feb-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,19,3249762,RANJAN KUMAR HARICHANDAN,25-Nov-2025 12:34 PM,Rejected-AOC,L1,02-Feb-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,20,3252740,ROJALIN SAHOO,24-Nov-2025 11:48 PM,Rejected-AOC,L1,02-Feb-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,21,3242779,SANTOSH KUMAR BEHERA,20-Nov-2025 08:06 PM,Rejected-AOC,L1,02-Feb-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,22,3253957,SISIR KUMAR PRADHAN,28-Nov-2025 01:48 PM,Rejected-AOC,L1,02-Feb-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,23,3250113,SUBASH CHANDRA BEHERA,25-Nov-2025 11:34 AM,Rejected-AOC,L1,02-Feb-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,24,3249276,SUCHITRA NAYAK,24-Nov-2025 12:05 PM,Rejected-AOC,L1,02-Feb-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,25,3258197,SURESH KUMAR BHUJABAL,27-Nov-2025 08:12 PM,Rejected-AOC,L1,02-Feb-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,26,3253715,SURESH SAHOO,26-Nov-2025 02:04 PM,Rejected-AOC,L1,02-Feb-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,27,3264464,sushama pradhan,28-Nov-2025 04:42 PM,Rejected-AOC,L1,02-Feb-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,28,3262190,SUSHANTA KUMAR KHATEI,28-Nov-2025 08:22 AM,Rejected-AOC,L1,02-Feb-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
