S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,"Executive Engineer, R.W.Division,Patnagarh","O/o the Superintending Engineer, R.W.D, Patnagarh","11,690",Yes,fixed,,Nil,Nil,Periodical Maintenance to RD Road to Brahmani road for the year 2025-26,Periodical Maintenance to RD Road to Brahmani road for the year 2025-26,Please refer Tender documents. ,NA ,"11,69,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Patnagarh,767025.0,NA ,NA ,NA ,"O/o the Superintending Engineer, R.W.D, Patnagarh",No ,No,05-Dec-2025 11:00 AM,12-Dec-2025 11:00 AM,05-Dec-2025 11:00 AM,11-Dec-2025 05:00 PM,05-Dec-2025 11:00 AM ,10-Dec-2025 05:00 PM ,05-Dec-2025 11:00 AM,11-Dec-2025 05:00 PM,CE RW I||RWCIRCLE-BALANGIR||RW Division Patnagarh,EEPTNG-online-16/2025-26,2025_CERWI_122581_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"DD, EMD, R.C, PAN, GSTIN, AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN","6,000",0.0,Nil,Nil,No,AOC,24-Feb-2026,"INR 993,591",60.0,Bebisuta Sahu,24-Feb-2026 06:43 PM,6556.pdf (1058.00 KB),1,3292106,AKASH KUMAR JAIN,09-Dec-2025 05:16 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,24-Feb-2026 12:35 PM,Executive Engineer,Internal,"Executive Engineer, D.A.O, Estimator",Bebisuta Sahu,24-Feb-2026 12:20 PM,techsummary_569433.pdf (874.66 KB),Executive Engineer,Internal,"Executive Engineer, D.A.O, Estimator",Bebisuta Sahu,24-Feb-2026 12:35 PM,finsummary_569433.pdf (874.66 KB),CE RW I||RWCIRCLE-BALANGIR||RW Division Patnagarh,2025_CERWI_122581_2,EEPTNG-online-16/2025-26,Periodical Maintenance to RD Road to Brahmani road for the year 2025-26,1.0,3294987.0,PADMANAVA NAIK,INR,"993,591",Finance,7 Nos bid opened,Manik Kumbhar,15-Dec-2025 11:03 AM,finance_569433.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,AOC,,,,,,,2,3292076,ANJALI MISHRA,10-Dec-2025 03:50 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,24-Feb-2026 12:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3292724,JINENDRA RAM JAIN,11-Dec-2025 03:13 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,24-Feb-2026 12:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3294987,PADMANAVA NAIK,11-Dec-2025 12:54 PM,Accepted-AOC,Successful bidder,24-Feb-2026 06:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3295259,RAJENDRA CHINDA,11-Dec-2025 01:50 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,24-Feb-2026 12:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3295556,RAJESH RANJAN PATRA,11-Dec-2025 03:00 PM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,24-Feb-2026 12:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3292639,SUBASH CHANDRA AGRAWAL,10-Dec-2025 08:17 AM,Rejected-Finance,Unsuccessful bidder in transparent lottery system,24-Feb-2026 12:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
