Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Documents as per DTCN,"2,500",Nil,Nil,Yes,"1,20,000",Yes,fixed,,Nil,Nil,DCP LO cum Ic Provisioning,CP HQRS BBSR,PROCUREMENT OF TYRE TUBE AND FLAPS FOR COMMISSIONERATE POLICE BHUBANESWAR CUTTACK,PROCUREMENT OF TYRE TUBE AND FLAPS FOR COMMISSIONERATE POLICE BHUBANESWAR CUTTACK,Please refer Tender documents. ,NA ,,Miscellaneous Goods,NA ,Tender,90.0,NA ,Bhubaneswar,751001.0,NA ,NA ,NA ,Bhubaneswar,No ,No,12-Nov-2025 04:30 PM,30-Dec-2025 04:30 PM,12-Nov-2025 04:30 PM,29-Dec-2025 05:00 PM,NA ,NA ,12-Nov-2025 04:30 PM,29-Dec-2025 05:00 PM,06-Feb-2026 12:00 PM,1.0,Corrigendum2,Date,,DG Odisha Police Cuttack||Commissionerate Police Bhubaneswar Cuttack,CP-10/2025-26,2025_CMPBC_121166_1,Yes,Open Tender,EOI,Goods,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC,1,3315028,GUGNANI TYRES,21-Dec-2025 11:54 AM,Rejected-Finance,Disqualified,17-Feb-2026 11:55 AM,17-Feb-2026,"INR 3,986,060",30.0,PRAKASH CHANDRA PAL,17-Feb-2026 12:11 PM,AOC.pdf (2713.00 KB),Approved Ms Poddar Tyres as L1 firm L1 price ie Rs 3986060 Rupees Thirty Nine Lakh Eighty six thousand sixty rupees only inclusive all taxes,Finance,Financial bid opened,Suresh Chandra Patra,06-Feb-2026 01:31 PM,,Addl_CP_BBSR_CTC,Internal,P Ch Pal DCP LO S K Mohapatra SP Security R Roul Finance Officer C R Sahoo MVI B P Pattnaik Inspector PMT,PRAKASH CHANDRA PAL,05-Feb-2026 10:51 AM,06-Feb-2026 12:00 PM,techsummary_563706.pdf (455.55 KB),S Dev Datta Singh IPS CP BBSR CTC,Internal,Prakash Ch Pal OPS S DCP LO SC Marandi Joint Secretary to Govt Rashmita Roul OFS Finance Officer Chittaranjan Sahoo MVI Samira Ku Satapathy Inpsector PMT,PRAKASH CHANDRA PAL,17-Feb-2026 11:55 AM,finsummary_563706.pdf (155.43 KB),Technical,Technical Bid opened,PRAKASH CHANDRA PAL,05-Feb-2026 10:44 AM,,DG Odisha Police Cuttack||Commissionerate Police Bhubaneswar Cuttack,2025_CMPBC_121166_1,CP-10/2025-26,PROCUREMENT OF TYRE TUBE AND FLAPS FOR COMMISSIONERATE POLICE BHUBANESWAR CUTTACK,1.0,3330518.0,Poddar tyres,INR,"3,986,060",AOC
2.0,Finance,.pdf,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2,3337633,MARUTI CONSTRUCTIONS,29-Dec-2025 04:03 PM,Rejected-Technical,Disqualified,05-Feb-2026 10:51 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3330518,Poddar tyres,29-Dec-2025 12:24 PM,Accepted-AOC,Approved Ms Poddar Tyres as L1 firm L1 price ie Rs 3986060 Rupees Thirty Nine Lakh Eighty six thousand sixty rupees only inclusive all taxes,17-Feb-2026 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
