Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
Finance,k,Debaprasad Bal,24-Nov-2025 03:29 PM,,BOQ Comparative Chart,1,3222016,ABINASHA DEO,13-Nov-2025 04:25 PM,Rejected-Finance,k,18-Feb-2026 06:34 PM,Municipal Bodies||Anandapur Municipal Council,2025_ORULB_119926_10,AM-ANDP-03/2025-26,Construction of road and 3 nos of culvert from Dharani Behera house towards BG Motor Chhak in ward no-15,1.0,3204545.0,TSR CONSTRUCTION,INR,"1,700,054",18-Feb-2026,"INR 1,700,054",60.0,Debaprasad Bal,18-Feb-2026 06:36 PM,commite.pdf (56.00 KB),cp,Internal,,Chittaranjan Sethy,12-Jan-2026 07:12 PM,techsummary_557992.pdf (167.78 KB),cp,Internal,,Debaprasad Bal,18-Feb-2026 06:34 PM,finsummary_557992.pdf (56.14 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.xls,boq,"6,000",0.0,Nil,Nil,No,30-Oct-2025 12:00 PM,14-Nov-2025 11:00 AM,30-Oct-2025 12:00 PM,13-Nov-2025 05:00 PM,NA ,NA ,30-Oct-2025 12:00 PM,13-Nov-2025 05:00 PM,"16,948",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,Construction of road and 3 nos of culvert from Dharani Behera house towards BG Motor Chhak in ward no-15,Construction of road and 3 nos of culvert from Dharani Behera house towards BG Motor Chhak in ward no-15,Please refer Tender documents. ,NA ,"16,94,770",Civil Works - Others,NA ,Tender,180.0,60.0,ANANDAPUR MUNICIPALITY,758021.0,NA ,NA ,NA ,ANANDAPUR MUNICIPALITY,No ,No,Municipal Bodies||Anandapur Municipal Council,AM-ANDP-03/2025-26,2025_ORULB_119926_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,EXECUTIVE OFFICER,ANANDAPUR MUNICIPALITY,AOC
,,,,,,2,3221829,ASHIS KUMAR BEHERA,13-Nov-2025 03:43 PM,Rejected-Finance,k,18-Feb-2026 06:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,refer dtcn,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3218371,BAILOCHANA BEHERA,12-Nov-2025 05:32 PM,Rejected-Finance,k,18-Feb-2026 06:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3214487,BUDDHADEVA SAHU,11-Nov-2025 05:55 PM,Rejected-Finance,k,18-Feb-2026 06:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3202632,CHAMPABATI TARAI,10-Nov-2025 07:18 PM,Rejected-Finance,k,18-Feb-2026 06:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3210577,LIMA MANGAL,11-Nov-2025 08:52 AM,Rejected-Finance,k,18-Feb-2026 06:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3203192,M/s. Shantiram Agency,09-Nov-2025 07:27 PM,Rejected-Finance,k,18-Feb-2026 06:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3218567,NILAMANI SAHOO,12-Nov-2025 06:12 PM,Rejected-Finance,k,18-Feb-2026 06:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3222047,PRABHANJAN SAHOO,13-Nov-2025 04:37 PM,Rejected-Finance,k,18-Feb-2026 06:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3221564,PRAVATI SAHOO,13-Nov-2025 02:41 PM,Rejected-Finance,k,18-Feb-2026 06:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
