Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
HEMANT KUMAR SAHOO,Internal,,Ranjan Kumar Das,13-Feb-2026 12:22 PM,techsummary_561791.pdf (350.00 KB),13-Feb-2026,"INR 1,988,088",120.0,Ranjan Kumar Das,13-Feb-2026 12:32 PM,AOC.pdf (851.00 KB),1,3216177,DILLIP KUMAR BARIK,12-Nov-2025 10:53 AM,Accepted-AOC,The Bidder Was Selected As L1 Bidder Because The Bidder Was Quoted Lowest Rate Than Another Competitor Bidder.,13-Feb-2026 12:33 PM,Finance,Ok,Ranjan Kumar Das,20-Nov-2025 02:59 PM,,BOQ Comparative Chart,1.0,3216177.0,DILLIP KUMAR BARIK,INR,"1,988,088",Municipal Bodies||Pattamundai Municipality,2025_ORULB_120762_9,PM_03/2025-26,Construction of RCC drain With Cover Slab from Trilochan Mahakuda to Nabakishore Das house in Ward No-8,HEMANT KUMAR SAHOO,Internal,,Ranjan Kumar Das,13-Feb-2026 12:28 PM,finsummary_561791.pdf (466.52 KB),AOC,"16,848",Yes,percentage,1.0%,Nil,Nil,Construction of RCC drain With Cover Slab from Trilochan Mahakuda to Nabakishore Das house in Ward No-8,Construction of RCC drain With Cover Slab from Trilochan Mahakuda to Nabakishore Das house in Ward No-8,Please refer Tender documents. ,NA ,"16,84,837",Civil Works - Others,NA ,Tender,90.0,120.0,Executive Officer Pattamundai Municipality,754215.0,NA ,NA ,NA ,Executive Officer Pattamundai Municipality,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Documents as per DTCN,"6,000",0.0,Nil,Nil,No,04-Nov-2025 05:00 PM,15-Nov-2025 11:00 AM,04-Nov-2025 05:00 PM,13-Nov-2025 05:00 PM,04-Nov-2025 05:00 PM ,12-Nov-2025 05:00 PM ,04-Nov-2025 05:00 PM,13-Nov-2025 05:00 PM,Executive Officer Pattamundai Municipality,Executive Officer Pattamundai Municipality Pattamundai Kendrapara,1,ICICI BANK,Municipal Bodies||Pattamundai Municipality,PM_03/2025-26,2025_ORULB_120762_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,2,3216245,SUJATA PRUSTY,12-Nov-2025 11:09 AM,Rejected-AOC,L2,13-Feb-2026 12:33 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC
