Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
"4,000",0.0,Nil,Nil,No,"6,313",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.xls,boq,Municipal Bodies||Anandapur Municipal Council,AM-ANDP-03/2025-26,2025_ORULB_119926_90,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,30-Oct-2025 12:00 PM,14-Nov-2025 11:00 AM,30-Oct-2025 12:00 PM,13-Nov-2025 05:00 PM,NA ,NA ,30-Oct-2025 12:00 PM,13-Nov-2025 05:00 PM,1.0,ICICI BANK,EXECUTIVE OFFICER,ANANDAPUR MUNICIPALITY,Construction of Paver block road near Badal House in Ward-11,Construction of Paver block road near Badal House in Ward-11,Please refer Tender documents. ,NA ,"6,31,333",Civil Works - Others,NA ,Tender,180.0,60.0,ANANDAPUR MUNICIPALITY,758021.0,NA ,NA ,NA ,ANANDAPUR MUNICIPALITY,No ,No,AOC,cp,Internal,,Debaprasad Bal,05-Feb-2026 07:38 PM,techsummary_558976.pdf (168.07 KB),cp,Internal,,Debaprasad Bal,11-Feb-2026 01:04 PM,finsummary_558976.pdf (168.07 KB),Finance,k,Debaprasad Bal,18-Nov-2025 11:24 AM,finance_558976.pdf,BOQ Comparative Chart,1.0,3203955.0,CHAMPABATI TARAI,INR,"633,302",Municipal Bodies||Anandapur Municipal Council,2025_ORULB_119926_90,AM-ANDP-03/2025-26,Construction of Paver block road near Badal House in Ward-11,1,3203955,CHAMPABATI TARAI,11-Nov-2025 08:28 PM,Accepted-AOC,k,11-Feb-2026 01:11 PM,11-Feb-2026,"INR 633,302",60.0,Debaprasad Bal,11-Feb-2026 01:11 PM,committe.pdf (168.00 KB),AOC
,,,,,,,,,,,,,.pdf,refer dtcn,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3185074,KAMALAKANTA BEHERA,05-Nov-2025 05:07 PM,Rejected-Finance,k,11-Feb-2026 01:04 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3210205,KAPILA CHARAN MALIK,10-Nov-2025 10:18 PM,Rejected-Finance,k,11-Feb-2026 01:04 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3221081,SRI HIMANSHU BHUSAN JENA,13-Nov-2025 01:25 PM,Rejected-Finance,k,11-Feb-2026 01:04 PM,,,,,,,AOC
