EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"8,200",Yes,fixed,,Nil,Nil,11-Jul-2025 10:00 AM,22-Jul-2025 11:00 AM,11-Jul-2025 10:00 AM,21-Jul-2025 05:00 PM,NA ,NA ,11-Jul-2025 10:00 AM,21-Jul-2025 05:00 PM,1.0,DTCN,Other,,Renovation of Lowerbega MIP in Odapada Block of Dhenkanal district under Critical Grant for the year 2025-26,Renovation of Lowerbega MIP in Odapada Block of Dhenkanal district under Critical Grant for the year 2025-26,Please refer Tender documents ,NA ,"8,19,583",Civil Works - Others,NA ,Tender,90.0,90.0,Dhenkanal,759001.0,NA ,NA ,NA ,"S.E, MI Division, Dhenkanal",No ,No,"S.E, MI Division, Dhenkanal","S.E, MI Division, Dhenkanal","4,000",0.0,Nil,Nil,No,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||MI Division Jajpur",DMID/01/2025-26,2025_CEMIB_115420_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender cost, EMD in online valid RC Valid GSTIN and PAN NRC Affidavit",1.0,ICICI BANK,AOC,Sanjay Kumar Behera,Internal,"Dristi Dutta Choudhary D.A.O, Ambika Prasad sethy A.E.E (Est.), Seema Mohanty, A.E Estr",Sanjay Kumar Behera,26-Sep-2025 01:08 PM,finsummary_545776.pdf (277.63 KB),Sanjay Kumar Behera,Internal,"Dristi Dutta Choudhary D.A.O, Ambika Prasad sethy A.E.E (Est.), Seema Mohanty, A.E Estr",Sanjay Kumar Behera,26-Sep-2025 12:59 PM,techsummary_545776.pdf (277.63 KB),"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||MI Division Jajpur",2025_CEMIB_115420_14,DMID/01/2025-26,Renovation of Lowerbega MIP in Odapada Block of Dhenkanal district under Critical Grant for the year 2025-26,1.0,3005941.0,DILLIP KUMAR JENA,INR,"696,727",1,3006777,Biswabashinee Mohanty,21-Jul-2025 01:48 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,26-Sep-2025 01:08 PM,09-Feb-2026,"INR 696,727",90.0,Sanjay Kumar Behera,09-Feb-2026 01:35 PM,Lowerbegamip.pdf (563.00 KB),Agreement done on dt.18.10.2025,Finance,Opened,Seema Mohanty,22-Jul-2025 03:45 PM,finance_545776.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other documents as per DTCN,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,2,3005675,Chadan Maharana,20-Jul-2025 09:25 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,26-Sep-2025 01:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3005941,DILLIP KUMAR JENA,21-Jul-2025 12:39 AM,Accepted-AOC,Successful through Transparent lottery system and work has been awarded,09-Feb-2026 01:35 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3007326,JYOTISMITA NAIK,21-Jul-2025 04:05 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,26-Sep-2025 01:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3007029,MITHUN KUMAR NAIK,21-Jul-2025 02:21 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,26-Sep-2025 01:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3005209,"M/S SAI SHREE CONSTRUCTIONS, PROP. SANGYASENI ROUT",20-Jul-2025 04:21 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,26-Sep-2025 01:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3006501,Santosh Kumar Pani,21-Jul-2025 12:16 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,26-Sep-2025 01:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3006234,SATYABHAMA BEHERA,21-Jul-2025 11:44 AM,Rejected-Finance,Unsuccessful through Transparent lottery system,26-Sep-2025 01:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3004233,SUNIL KUMAR PANDA,19-Jul-2025 05:16 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,26-Sep-2025 01:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3005687,SURESH CHANDRA DALANAYAK,21-Jul-2025 05:17 AM,Rejected-Finance,Unsuccessful through Transparent lottery system,26-Sep-2025 01:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,3000016,SURESH CHANDRA DAS,15-Jul-2025 03:33 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,26-Sep-2025 01:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,3006483,SUSHANT KUMAR BHUTIA,21-Jul-2025 12:09 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,26-Sep-2025 01:08 PM,,,,,,,,,,,,,,AOC
