Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Construction of Nuapada Check dam over Patuadhap nalla near village Meghdega in Tangarpali Block of Sundargarh District under MATY Scheme 2025-26.,Construction of Nuapada Check dam over Patuadhap nalla near village Meghdega in Tangarpali Block of Sundargarh District under MATY Scheme 2025-26.,B class contractor ,NA ,"43,12,410",Civil Works - Others,check dam ,Tender,90.0,120.0,Tangarpali Block,770011.0,NA ,NA ,NA ,"O/o the Superintending Engineer, MID, Sundargarh",No ,No,"43,124",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SUNDARGARH",SE MID SNG 07/2025-26,2025_CEMIB_118652_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,26-Sep-2025 10:00 AM,08-Oct-2025 11:00 AM,26-Sep-2025 10:00 AM,06-Oct-2025 05:30 PM,26-Sep-2025 10:00 AM ,06-Oct-2025 05:30 PM ,26-Sep-2025 10:00 AM,06-Oct-2025 05:30 PM,1.0,ICICI BANK,"S.E. M.I. Division, Sundargarh","O/o the Superintending Engineer, MI Division, Sundargarh, At/PO- Mahesdihi",1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit, PAN, GSTIN, CDMS License, No Relation Certificate",AOC,1,3111260,ALOK KUMAR NAIK,05-Oct-2025 06:41 PM,Rejected-AOC,Rejected,06-Feb-2026 12:25 PM,26-Nov-2025,"INR 3,665,979.91",120.0,DHIRENDRA KUMAR NAIK,06-Feb-2026 12:25 PM,nuapada.pdf (756.00 KB),The tender of Sri Binay Naik B class Engg. contractor decided in Transparent Lottery Amounting to Rs 3665979.91 being 14.99 percent less than the Tendered value is accepted.,"Er. Dhirendra Ku. Naik SE MI Division, Sundargarh",Internal,"Sri Raghvendra Singh DAO, Sri S. Lakra AEE(Estr), Smt N. Soreng AE(Estr),G.Bhitria JE (Estr)",DHIRENDRA KUMAR NAIK,01-Nov-2025 04:45 PM,techsummary_554026.pdf (914.35 KB),"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SUNDARGARH",2025_CEMIB_118652_2,SE MID SNG 07/2025-26,Construction of Nuapada Check dam over Patuadhap nalla near village Meghdega in Tangarpali Block of Sundargarh District under MATY Scheme 2025-26.,"Er. Dhirendra Ku. Naik SE MI Division, Sundargarh",Internal,"Sri Raghvendra Singh DAO, Sri S. Lakra AEE(Estr), Smt N. Soreng AE(Estr),G.Bhitria JE (Estr)",DHIRENDRA KUMAR NAIK,01-Nov-2025 04:55 PM,finsummary_554026.pdf (914.35 KB),Finance,All the 11 nos bidders have submitted the required bid cost and fulfilled the required criteria. Hence all the valid tenders have been taken into CS.,DHIRENDRA KUMAR NAIK,01-Nov-2025 04:42 PM,finance_554026.pdf,BOQ Comparative Chart,1.0,3111233.0,BINAY NAIK,INR,"3,665,979.91",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.xls,Bill of Quantity,AOC,2,3112455,BHARAT SETH,06-Oct-2025 03:35 PM,Rejected-AOC,Rejected,06-Feb-2026 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3111233,BINAY NAIK,05-Oct-2025 06:25 PM,Accepted-AOC,Accepted,06-Feb-2026 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3110970,JAJATI KESHARI NAIK,05-Oct-2025 03:07 PM,Rejected-AOC,Rejected,06-Feb-2026 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3112796,MANOJ KUMAR CHOUDHURY,06-Oct-2025 05:26 PM,Rejected-AOC,Rejected,06-Feb-2026 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3111993,MARIYAM KISPOTTA,06-Oct-2025 12:35 PM,Rejected-AOC,Rejected,06-Feb-2026 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3111873,PRIYADARSHI RANA,06-Oct-2025 11:34 AM,Rejected-AOC,Rejected,06-Feb-2026 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3111715,PRIYAM KUMAR NAIK,06-Oct-2025 09:02 AM,Rejected-AOC,Rejected,06-Feb-2026 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3110166,PRIYA RANJAN PATTNAIK,04-Oct-2025 08:17 PM,Rejected-AOC,Rejected,06-Feb-2026 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3111589,RAJ KUMAR PATEL,05-Oct-2025 10:44 PM,Rejected-AOC,Rejected,06-Feb-2026 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
