Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
S/R to Police Station Building at Mahanga For The Year 2025-26,S/R to Police Station Building at Mahanga For The Year 2025-26,Refer tender documents ,NA ,"5,87,848",Civil Works - Buildings,NA ,Tender,90.0,60.0,"S.E, R.W.Division, Cuttack",753004.0,NA ,NA ,NA ,"O/o the S.E, R.W.Division, Cuttack",No ,No,29-Oct-2025 09:00 AM,10-Nov-2025 11:00 AM,29-Oct-2025 09:00 AM,07-Nov-2025 05:00 PM,29-Oct-2025 09:00 AM ,06-Nov-2025 05:00 PM ,29-Oct-2025 09:00 AM,07-Nov-2025 05:00 PM,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,RWD CTC-09/2025-26,2025_CERWI_120207_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"S.E, R.W.Division, Cuttack","At-REO Colony, P.O.-Nayabazar, Dist.-Cuttack, Pin-753004",1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, GSTIN, EMD, PAN, Affidavit,correctness and No relation certificate","4,000",0.0,Nil,Nil,No,"5,878",Yes,percentage,1.0%,Nil,Nil,AOC,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,2025_CERWI_120207_9,RWD CTC-09/2025-26,S/R to Police Station Building at Mahanga For The Year 2025-26,"Superintending Engineer, R.W. Division, Cuttack",Internal,DAO and A.E (Estimators),Sudhakar Naik,09-Feb-2026 02:33 PM,finsummary_559443.pdf (2315.98 KB),Finance,All bidder are accepted,Sudhakar Naik,19-Nov-2025 11:27 AM,,BOQ Comparative Chart,1.0,3178418.0,MAHESWAR BEHURA,INR,"499,730",1,3185342,AMAR KUMAR MALLA,05-Nov-2025 06:06 PM,Rejected-Finance,Other than L1,09-Feb-2026 02:33 PM,09-Feb-2026,"INR 499,730",60.0,Sudhakar Naik,09-Feb-2026 02:36 PM,12490.pdf (2316.00 KB),Work awarded to Maheswar Behura vide Agreement No.233 P1 OF 2025-26,"Superintending Engineer, R.W. Division, Cuttack",Internal,DAO and A.E (Estimators),Sudhakar Naik,09-Feb-2026 02:29 PM,techsummary_559443.pdf (2315.98 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3190574,BHAKTA CHARAN SWAIN,06-Nov-2025 06:39 PM,Rejected-Finance,Other than L1,09-Feb-2026 02:33 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3177518,DILLIP KUMAR ROUT,03-Nov-2025 02:04 PM,Rejected-Finance,Other than L1,09-Feb-2026 02:33 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3193951,LISA MAJHI,07-Nov-2025 03:07 PM,Rejected-Finance,Other than L1,09-Feb-2026 02:33 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3178418,MAHESWAR BEHURA,03-Nov-2025 05:36 PM,Accepted-AOC,Work awarded to Maheswar Behura vide Agreement No.233 P1 OF 2025-26,09-Feb-2026 02:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3186740,NIBASH CHANDRA BEHERA (S.C),07-Nov-2025 09:55 AM,Rejected-Finance,Other than L1,09-Feb-2026 02:33 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3189261,RABINDRA CHHATOI,06-Nov-2025 03:19 PM,Rejected-Finance,Other than L1,09-Feb-2026 02:33 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3180614,RANJAN KUMAR SWAIN,04-Nov-2025 01:12 PM,Rejected-Finance,Other than L1,09-Feb-2026 02:33 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3191099,SAMARENDRA KUMAR SAMAL,07-Nov-2025 09:50 AM,Rejected-Finance,Other than L1,09-Feb-2026 02:33 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3191268,SARAT CHANDRA MOHARANA,07-Nov-2025 11:18 AM,Rejected-Finance,Other than L1,09-Feb-2026 02:33 PM,,,,,,,,,,,,,,AOC
