S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"53,720",Yes,percentage,1.0%,Nil,Nil,ST and SC Development Deptt||ITDA Rairangpur,TCN032025-26,2025_STSCD_121112_39,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,12-Nov-2025 02:00 PM,27-Nov-2025 11:00 AM,12-Nov-2025 02:00 PM,26-Nov-2025 05:30 PM,NA ,NA ,12-Nov-2025 02:00 PM,26-Nov-2025 05:30 PM,"PA, ITDA, Rairangpur","At-Ward No-03, Mandir Sahi, PO/PS-Rairangpur, Dist-Mayurbhanj",Upgradation of PSH Building at Kumbhirmundi Ashram School under Bahalda Block.,Upgradation of PSH Building at Kumbhirmundi Ashram School under Bahalda Block.,As per tender documents. ,NA ,"53,71,966",Civil Works - Buildings,NA ,Tender,90.0,180.0,Kumbhirmundi Ashram School under Bahalda Block,757042.0,NA ,NA ,NA ,"ITDA, Rairangpur",No ,No,AOC,JogaranjanNayak,Mixed,JogaranjanNayakPAITDAAmarNathSubudhiAEEstimatroGulsandevMarkamAEEJnanendraKumarSamalADWOManojkumarBindhaniJEPrakashRanjanDuttaSOKshirodChandraDhalSRA,GULSAN DEB MARKAM,26-Feb-2026 09:35 AM,finsummary_563685.pdf (589.59 KB),JogaranjanNayak,Mixed,JogaranjanNayakPAITDAAmarNathSubudhiAEEstimatroGulsandevMarkamAEEJnanendraKumarSamalADWOManojkumarBindhaniJEPrakashRanjanDuttaSOKshirodChandraDhalSRA,GULSAN DEB MARKAM,26-Feb-2026 09:31 AM,techsummary_563685.pdf (589.59 KB),26-Feb-2026,"INR 4,566,708.3",180.0,GULSAN DEB MARKAM,26-Feb-2026 09:46 AM,AOCDetails032526.pdf (3115.00 KB),Shritam Giri B Class Diploma Engineer Contractor selected as valid and L1 in transparent lottery system and he has been deposited APSD as per OPWD Code and work order has been issued accordingly,1,3257940,ABHISEK KUMAR MOHANTY,26-Nov-2025 05:11 PM,Rejected-AOC,L1,26-Feb-2026 09:46 AM,1.0,3247541.0,SHRITAM GIRI,INR,"4,566,708.3",ST and SC Development Deptt||ITDA Rairangpur,2025_STSCD_121112_39,TCN032025-26,Upgradation of PSH Building at Kumbhirmundi Ashram School under Bahalda Block.,Finance,Accepted this tender Work SI.No. 39 of Bid Identification No. 03/2025-26 due to more than one bidders are participating. Evaluation or scrutinization is to be taken up after opening of technical bid with all criteria.,GULSAN DEB MARKAM,26-Feb-2026 09:28 AM,finance_563685.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,3254925,HIMANSU NARAYAN BARIK,25-Nov-2025 05:09 PM,Rejected-AOC,L1,26-Feb-2026 09:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,3244331,Jujhar Murmu,21-Nov-2025 02:14 PM,Rejected-AOC,L1,26-Feb-2026 09:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,3256726,Jyoti Narayan Dalei,26-Nov-2025 12:26 PM,Rejected-AOC,L1,26-Feb-2026 09:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,3253026,JYOTI PRAKASH BARIK,26-Nov-2025 02:05 PM,Rejected-AOC,L1,26-Feb-2026 09:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,3244759,Nihar Ranjan Behera,24-Nov-2025 11:27 AM,Rejected-AOC,L1,26-Feb-2026 09:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,3257556,RATIKANTA BASA,26-Nov-2025 03:24 PM,Rejected-AOC,L1,26-Feb-2026 09:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,3257228,SAROJ KUMAR PARIDA,26-Nov-2025 01:52 PM,Rejected-AOC,L1,26-Feb-2026 09:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,3247541,SHRITAM GIRI,23-Nov-2025 11:23 AM,Accepted-AOC,Lottery Winner L1,26-Feb-2026 09:46 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,3257688,SMRUTI SOURABHA NAYAK,26-Nov-2025 04:03 PM,Rejected-AOC,L1,26-Feb-2026 09:46 AM,,,,,,,,,,,,,,,,AOC
