Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Improvement to Surangi Rajapur RD road to S.B.Jagadevpur via Khaira Satrumadanpur Biramekhapur road in the District of Ganjam under MMSY-Improvement to Existing RD Road for the year 2024-25,Improvement to Surangi Rajapur RD road to S.B.Jagadevpur via Khaira Satrumadanpur Biramekhapur road in the District of Ganjam under MMSY-Improvement to Existing RD Road for the year 2024-25,Please refer Tender documents. ,NA ,"13,66,86,000",Civil Works - Roads,NA ,Tender,90.0,330.0,Ganjam,760011.0,NA ,NA ,NA ,"O/O Chief Construction Engineer, R.W.Circle, BAM,",No ,No,"Chief Construction Engineer, R.W.Circle, BAM,","O/O Chief Construction Engineer, RWC, BAM Near Income Tax Office Ambapua-11","10,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BERHAMPUR,Online Tender/07-2025-26/BPR,2025_CERWI_115007_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,01-Jul-2025 06:00 PM,15-Jul-2025 11:00 AM,01-Jul-2025 06:00 PM,14-Jul-2025 05:30 PM,01-Jul-2025 06:00 PM ,11-Jul-2025 05:30 PM ,01-Jul-2025 06:00 PM,14-Jul-2025 05:30 PM,30-Aug-2025 11:00 AM,"13,66,900",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Affidavit,GSTIN,PAN,RC,Annual Turnover,experience,machinery and other papers as per DTCN",AOC,24-Feb-2026,"INR 116,195,629",330.0,Lopamudra Dalai,25-Feb-2026 12:28 PM,surangi.pdf (344.00 KB),1,2999007,BISWAJIT PANDA,14-Jul-2025 02:09 PM,Accepted-AOC,Successful bidders after lottery system,25-Feb-2026 12:28 PM,Finance,Documents to be verified,Swagatika Rauto,30-Aug-2025 06:25 PM,finance_544783.pdf,BOQ Comparative Chart,"Er. K.Ch.Khatua, CCE, RWC, BAM",Internal,"Asst Engineer, R.W.Circle,BAM P.A. to CCE, R.W.Circle, BAM SE, R.W.Divn-II, Gm, BAM",Lopamudra Dalai,21-Aug-2025 04:36 PM,30-Aug-2025 11:00 AM,techsummary_544783.pdf (288.31 KB),"Er. K.Ch.Khatua, CCE, RWC, BAM",Internal,,Lopamudra Dalai,07-Sep-2025 04:30 PM,finsummary_544783.pdf (1154.49 KB),Technical,Documents to be verified,Swagatika Rauto,15-Jul-2025 05:45 PM,technical_544783.pdf,CE RW I||RWCIRCLE-BERHAMPUR,2025_CERWI_115007_1,Online Tender/07-2025-26/BPR,Improvement to Surangi Rajapur RD road to S.B.Jagadevpur via Khaira Satrumadanpur Biramekhapur road in the District of Ganjam under MMSY-Improvement to Existing RD Road for the year 2024-25,1.0,2999007.0,BISWAJIT PANDA,INR,"116,195,629",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,AOC,,,,,,,2,2990334,B LAXMI NARYANA,05-Jul-2025 02:07 PM,Rejected-AOC,1st Lowest,25-Feb-2026 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,2999109,B Manoj Kumar Rao,14-Jul-2025 02:52 PM,Rejected-AOC,1st Lowest,25-Feb-2026 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,2994226,KAPILASH INFRASOL PROJECTS PRIVATE LIMITED,14-Jul-2025 11:48 AM,Rejected-AOC,1st Lowest,25-Feb-2026 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,2988881,lakhmi narayan panigrahi,04-Jul-2025 01:32 PM,Rejected-AOC,1st Lowest,25-Feb-2026 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,2996622,MANTU KUMAR PATTNAYAK,11-Jul-2025 06:55 PM,Rejected-AOC,1st Lowest,25-Feb-2026 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,2997945,M/S PANIGRAHI CONSTRUCTION,13-Jul-2025 01:50 PM,Rejected-AOC,1st Lowest,25-Feb-2026 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,2998837,Nilachala Sahu,14-Jul-2025 02:34 PM,Rejected-AOC,2nd Lowest,25-Feb-2026 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,2988480,PRASANTA KUMAR SAHU,04-Jul-2025 10:47 AM,Rejected-AOC,1st Lowest,25-Feb-2026 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,2996709,SAPNESWAR PROJECTS PRIVATE LIMITED,11-Jul-2025 07:17 PM,Rejected-AOC,1st Lowest,25-Feb-2026 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
