Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"Executive Engineer, Brutang Irrigation Division","O/o EE,BID,Dasapalla",1.0,"1st Corrigendum to E Procurement Notice No. EE-BID-07(01)/2025-26, Dt. 05.12.2025",Date,,"27,400",Yes,fixed,,Nil,Nil,Construction of Main Entrance Gate Security Room and Boundary Wall for Administrative Building of CCE BHIP at Dasapalla,Construction of Main Entrance Gate Security Room and Boundary Wall for Administrative Building of Chief Construction Engineer Brutang and Hadua Irrigation Project at Dasapalla,Please refer Tender documents. ,NA ,"27,39,405",Civil Works - Buildings,NA ,Tender,90.0,120.0,Daspalla,752084.0,NA ,NA ,NA ,"O/o E.E,Brutang Irrigation Division,Dasapalla",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Mou with electrical contractor,GSTIN,No Relation Certificate,Affidavit,other documents as per DTCN","6,000",Nil,Nil,No,CCE Brutang and Hadua Irrigation Project Dasapalla||Executive Engineer Brutang Irrigation Division Dasapalla,"Bid Identification No.EE-BID-BIP-07(01) of 2025-26, Dt.05.12.2025",2025_BIDVD_123203_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,15-Dec-2025 10:00 AM,03-Jan-2026 11:00 AM,15-Dec-2025 10:00 AM,02-Jan-2026 05:00 PM,NA ,NA ,15-Dec-2025 10:00 AM,02-Jan-2026 05:00 PM,1.0,ICICI BANK,AOC,1,3342644,ARUNI MISHRA,02-Jan-2026 04:37 PM,Rejected-Finance,Rejected in transparent lottery,19-Feb-2026 09:49 PM,19-Feb-2026,"INR 2,328,768",120.0,PRAKASH KUMAR PRADHAN,19-Feb-2026 09:58 PM,WorkOrderwall.pdf (711.00 KB),AOC,Executive Engineer Brutang Irrigation Division,Internal,Assistant Executive Engineer (Estimator) Brutang Irrigation Division and Divisional Account Officer Brutang Irrigation Division,PRAKASH KUMAR PRADHAN,04-Feb-2026 12:47 PM,techsummary_571661.pdf (1237.04 KB),Executive Engineer Brutang Irrigation Division,Internal,AEE (Estimator) DAO and Brutang Irrigation Division,PRAKASH KUMAR PRADHAN,19-Feb-2026 09:49 PM,finsummary_571661.pdf (1412.17 KB),CCE Brutang and Hadua Irrigation Project Dasapalla||Executive Engineer Brutang Irrigation Division Dasapalla,2025_BIDVD_123203_1,"Bid Identification No.EE-BID-BIP-07(01) of 2025-26, Dt.05.12.2025",Construction of Main Entrance Gate Security Room and Boundary Wall for Administrative Building of CCE BHIP at Dasapalla,1.0,3334302.0,GANGADHAR SATAPATHY,INR,"2,328,768",Finance,Bid Opening Summery,PRAKASH KUMAR PRADHAN,06-Jan-2026 08:07 PM,finance_571661.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"EMD,Valid Licence,GSTIN,PAN Other documents as per Bid Document (DTCN)",,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2,3342554,BANAMALI MISHRA,02-Jan-2026 04:39 PM,Rejected-Finance,Rejected in transparent lottery,19-Feb-2026 09:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3336324,BHAVYA ENTERPRISES,29-Dec-2025 12:52 PM,Rejected-Finance,Rejected in transparent lottery,19-Feb-2026 09:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3342195,BISWARANJAN PATTANAYAK,02-Jan-2026 11:02 AM,Rejected-Finance,Rejected in transparent lottery,19-Feb-2026 09:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3342591,BISWA RANJAN PRADHAN,02-Jan-2026 03:44 PM,Rejected-Finance,Rejected in transparent lottery,19-Feb-2026 09:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3334302,GANGADHAR SATAPATHY,28-Dec-2025 06:21 PM,Accepted-AOC,Award of Work as selected in transparent lottery,19-Feb-2026 09:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3342638,JITENDRA KUMAR DASH,02-Jan-2026 04:33 PM,Rejected-Finance,Rejected in transparent lottery,19-Feb-2026 09:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3342466,JYOTIRANJAN BEHERA,02-Jan-2026 01:59 PM,Rejected-Finance,Rejected in transparent lottery,19-Feb-2026 09:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3342027,RAKESH KUMAR SAHOO,01-Jan-2026 09:17 PM,Rejected-Finance,Rejected in transparent lottery,19-Feb-2026 09:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3334371,RASHMITA SAHOO,28-Dec-2025 06:16 PM,Rejected-Finance,Rejected in transparent lottery,19-Feb-2026 09:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
