Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"Paper cost, RC, PAN, GSTIN and EMD etc as per DTCN","10,000",0.0,Nil,Nil,No,CCE RWC Baripada,CCE RWC Baripada,"1,20,160",Yes,percentage,1.0%,Nil,Nil,06-Sep-2025 12:00 PM,22-Sep-2025 11:00 AM,06-Sep-2025 12:00 PM,20-Sep-2025 05:00 PM,06-Sep-2025 12:00 PM ,19-Sep-2025 05:00 PM ,06-Sep-2025 12:00 PM,20-Sep-2025 05:00 PM,06-Nov-2025 11:00 AM,CE RW I||RWCIRCLE-BARIPADA,NCB 388 Building Works,2025_CERWI_117723_4,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of Day Care PHC at Sankerko PHC under Badsahi Block for the year 2024-25.,Construction of Day Care PHC at Sankerko PHC under Badsahi Block for the year 2024-25.,Please refer Tender documents. ,NA ,"1,20,16,000",Civil Works - Buildings,NA ,Tender,90.0,365.0,"SERW Division, Baripada",757002.0,NA ,NA ,NA ,CCE RWC Baripada,No ,No,1.0,ICICI BANK,AOC,1,3086113,AJAY KUMAR ROUT,19-Sep-2025 12:48 PM,Rejected-AOC,L1,24-Feb-2026 06:37 PM,13-Feb-2026,"INR 10,214,978.85",365.0,Akshaya Kumar Naik,24-Feb-2026 06:36 PM,Sankerko.pdf (453.00 KB),Finance,50 Nos of bidders admitted,Akshaya Kumar Naik,17-Nov-2025 04:27 PM,,BOQ Comparative Chart,"CCERWCIRCLE, BARIPADA",Internal,,Akshaya Kumar Naik,31-Oct-2025 04:48 PM,06-Nov-2025 11:00 AM,techsummary_551668.pdf (1671.93 KB),"CCERWCIRCLE, BARIPADA",Internal,,Akshaya Kumar Naik,18-Nov-2025 12:59 PM,finsummary_551668.pdf (1189.59 KB),Technical,50 Nos of bidders participated,Akshaya Kumar Naik,31-Oct-2025 12:48 PM,,CE RW I||RWCIRCLE-BARIPADA,2025_CERWI_117723_4,NCB 388 Building Works,Construction of Day Care PHC at Sankerko PHC under Badsahi Block for the year 2024-25.,1.0,3084255.0,SIPRASARITA ACHARYA,INR,"10,214,978.85",AOC
,,.pdf,EI and PH Agreement with valid Licence etc as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2,3089735,AJAY KUMAR SETHI,20-Sep-2025 10:21 AM,Rejected-AOC,L1,24-Feb-2026 06:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit etc as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3089047,AJIT KUMAR BEHERA,19-Sep-2025 08:09 PM,Rejected-AOC,L1,24-Feb-2026 06:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3090779,AMIT KUMAR DAS,20-Sep-2025 04:03 PM,Rejected-AOC,L1,24-Feb-2026 06:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3089057,ARPIT ROUT,19-Sep-2025 07:57 PM,Rejected-AOC,L1,24-Feb-2026 06:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3078924,ARUN KUMAR SARGHARIA,15-Sep-2025 09:53 PM,Rejected-AOC,L1,24-Feb-2026 06:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3079238,BASUDEB SAHU,14-Sep-2025 10:31 AM,Rejected-AOC,L1,24-Feb-2026 06:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3086882,BHABANI SHANKAR SETHI,19-Sep-2025 06:24 PM,Rejected-AOC,L1,24-Feb-2026 06:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3073391,BHASKAR CHANDRA SAHU,15-Sep-2025 10:49 PM,Rejected-AOC,L1,24-Feb-2026 06:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3089635,BIKRAM KESHARI BEHERA,20-Sep-2025 01:53 PM,Rejected-AOC,L1,24-Feb-2026 06:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
