S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,Bid documents,Municipal Bodies||Paradeep Municipality,EO/ PDPM/ W_03/ 2025-26,2025_ORULB_116829_34,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,16-Aug-2025 05:00 PM,29-Aug-2025 11:00 AM,16-Aug-2025 05:00 PM,27-Aug-2025 05:00 PM,16-Aug-2025 05:00 PM ,27-Aug-2025 05:00 PM ,16-Aug-2025 05:00 PM,27-Aug-2025 05:00 PM,"16,938",Yes,percentage,1.0%,Nil,Nil,Construction of Community Hall at Housing board colony in ward no 13,Construction of Community Hall at Housing board colony in ward no 13,Please refer Tender documents. ,NA ,"16,93,816",Civil Works - Others,NA ,Tender,120.0,90.0,PARADEEP MUNICIPALITY,754142.0,NA ,NA ,NA ,PARADEEP MUNICIPALITY,No ,No,"6,000",0.0,Nil,Nil,No,"EO, PARADEEP MUNICIPALITY",PARADEEP MUNICIPALITY,AOC,Basanta Biswal,Internal,"Chairperson, Executive Officer, Municipal Engineer, JE, Head Asst. and Accountant",Bibhuti Tripathy,20-Feb-2026 04:00 PM,finsummary_549269.pdf (377.73 KB),Basanta Biswal,Internal,"Chairperson, Executive Officer, Municipal Engineer, JE, Head Asst. and Accountant",Bibhuti Tripathy,20-Feb-2026 03:57 PM,techsummary_549269.pdf (377.74 KB),1,3046792,BASANTA BEHERA,26-Aug-2025 12:08 PM,Rejected-Finance,L5,20-Feb-2026 04:00 PM,1.0,3047890.0,M/S KANTHAMANI SETHY,INR,"1,699,100",Municipal Bodies||Paradeep Municipality,2025_ORULB_116829_34,EO/ PDPM/ W_03/ 2025-26,Construction of Community Hall at Housing board colony in ward no 13,20-Feb-2026,"INR 1,699,100",90.0,Bibhuti Tripathy,20-Feb-2026 04:02 PM,34.pdf (378.00 KB),Contract value includes GST.,Finance,Bids of all the five bidders have been admitted.,Abhishek Panda,30-Aug-2025 04:38 PM,,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,3047890,M/S KANTHAMANI SETHY,26-Aug-2025 08:12 PM,Accepted-AOC,Contract value includes GST.,20-Feb-2026 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,3047671,M/S. SABITA BEHERA,26-Aug-2025 06:13 PM,Rejected-Finance,L2,20-Feb-2026 04:00 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,3046332,RAJESH KUMAR BEHERA,26-Aug-2025 10:11 AM,Rejected-Finance,L4,20-Feb-2026 04:00 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,3050581,SANJAYA MOHANTY,26-Aug-2025 07:58 PM,Rejected-Finance,L3,20-Feb-2026 04:00 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
