Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
04-Feb-2026,"INR 2,379,636",75.0,Lipsa Parida,04-Feb-2026 05:21 PM,Workorder_19.pdf (514.00 KB),1,3274596,AMARENDRA PRASAD SAHOO,03-Dec-2025 01:14 PM,Rejected-Finance,Rejected,04-Feb-2026 05:16 PM,Municipal Bodies||Bhubaneswar Municipal Corporation,2025_ORULB_121641_19,BMC-EE-Tender Cell-43/2025-26 Dt. 20.11.2025,Construction of Road at Jagannath Vihar Lane-12 in Ward No. 24,1.0,3273434.0,RAJESH KUMAR MOHANTY,INR,"2,379,636",Finance,16 bids opened successfully,Taras Marandi,04-Dec-2025 03:37 PM,finance_566006.pdf,BOQ Comparative Chart,City engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONII,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,04-Feb-2026 05:16 PM,finsummary_566006.pdf (4260.59 KB),City engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONII,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,04-Feb-2026 05:10 PM,techsummary_566006.pdf (2649.07 KB),AOC,Construction of Road at Jagannath Vihar Lane-12 in Ward No. 24,Construction of Road at Jagannath Vihar Lane-12 in Ward No. 24,Please refer Tender documents. ,NA ,"23,72,239",Civil Works - Roads,NA ,Tender,120.0,75.0,BMC Area,751022.0,Office Chamber of EE Central Tender Cell ,"UG Floor,BMC ICOMC Tower,Bhubaneswar,751022 ",26-Nov-2025 04:00 PM ,Central Tender Cell,No ,No,Executive Engineer (Central Tender Cell),"UG Floor,BMC ICOMC Tower,Bhubaneswar,751022",Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-43/2025-26 Dt. 20.11.2025,2025_ORULB_121641_19,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,22-Nov-2025 11:30 AM,04-Dec-2025 11:30 AM,22-Nov-2025 11:30 AM,03-Dec-2025 05:00 PM,22-Nov-2025 11:30 AM ,26-Nov-2025 12:30 PM ,22-Nov-2025 11:30 AM,03-Dec-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,"23,800",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,Scanned copies of all documents,AOC
,,,,,,2,3267004,ANJAN KUMAR DAS,29-Nov-2025 05:38 PM,Rejected-Finance,Rejected,04-Feb-2026 05:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,AOC
,,,,,,3,3263194,CHANDAN PRASAD JENA,28-Nov-2025 12:55 PM,Rejected-Finance,Rejected,04-Feb-2026 05:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3274409,JAGABANDHU SWAIN,03-Dec-2025 02:10 PM,Rejected-Finance,Rejected,04-Feb-2026 05:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3263932,JITENDRA JENA,28-Nov-2025 03:02 PM,Rejected-Finance,Rejected,04-Feb-2026 05:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3274192,KABITA MALLICK,03-Dec-2025 01:17 PM,Rejected-Finance,Rejected,04-Feb-2026 05:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3269056,MAHADEV SETHI,03-Dec-2025 12:13 PM,Rejected-Finance,Rejected,04-Feb-2026 05:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3262736,MIHIR NARAYAN MISHRA,29-Nov-2025 11:24 AM,Rejected-Finance,Rejected,04-Feb-2026 05:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3275466,PRADIPTA KUMAR SETHI,03-Dec-2025 04:22 PM,Rejected-Finance,Rejected,04-Feb-2026 05:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3273886,PRAMOD KUMAR DAS,03-Dec-2025 10:08 AM,Rejected-Finance,Rejected,04-Feb-2026 05:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
