Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"Repair and renovation of Drain from Sarata Biswal house towards Amiya Pattanaik house in Ward No-08, Kamakhyanagar NAC.","Repair and renovation of Drain from Sarata Biswal house towards Amiya Pattanaik house in Ward No-08, Kamakhyanagar NAC.",Please refer Tender documents. ,NA ,"4,23,687",Civil Works - Others,NA ,Tender,90.0,30.0,Kamakhyanagar NAC,759018.0,NA ,NA ,NA ,"Executive Officer, Kamakhyanagar NAC",No ,No,24-Dec-2025 11:00 AM,05-Jan-2026 11:00 AM,24-Dec-2025 11:00 AM,03-Jan-2026 05:00 PM,NA ,NA ,24-Dec-2025 11:00 AM,03-Jan-2026 05:00 PM,"Executive Officer, Kamakhyanagar NAC","Executive Officer, Kamakhyanagar NAC",1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, PAN, Valid GST, RC, Affidavit and other documents as per DTCN","2,000",0.0,Nil,Nil,No,"4,237",Yes,percentage,1.0%,Nil,Nil,Municipal Bodies||Kamakhyanagar NAC,KNR-NAC-04/2025-26,2025_ORULB_123686_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC,09-Feb-2026,"INR 360,176",30.0,Pradata Sahoo,09-Feb-2026 04:27 PM,bapi7.pdf (685.00 KB),DUE TO NOT L1 IN LOTERY,1,3340170,BIRAJA PRASAD SASMAL,30-Dec-2025 03:55 PM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,09-Feb-2026 04:24 PM,EO,Internal,"EO, AE, JE, DA",Pradata Sahoo,09-Feb-2026 04:17 PM,techsummary_572987.pdf (685.36 KB),EO,Internal,"EO, AE, JE, DA",Pradata Sahoo,09-Feb-2026 04:24 PM,finsummary_572987.pdf (685.36 KB),Municipal Bodies||Kamakhyanagar NAC,2025_ORULB_123686_7,KNR-NAC-04/2025-26,"Repair and renovation of Drain from Sarata Biswal house towards Amiya Pattanaik house in Ward No-08, Kamakhyanagar NAC.",1.0,3343258.0,PRABIN KUMAR ROUT,INR,"360,176",Finance,OPEN SUSCESSFULLY,Pradata Sahoo,05-Jan-2026 01:52 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,2,3341778,JAJNESWAR NAIK,01-Jan-2026 04:56 PM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,09-Feb-2026 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3342997,NAROTTAM MOHANTY,03-Jan-2026 08:00 AM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,09-Feb-2026 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3342130,NETRANANDA SAHOO,02-Jan-2026 10:15 AM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,09-Feb-2026 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3340903,NIRUPAMA ROUL,31-Dec-2025 06:41 PM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,09-Feb-2026 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3343258,PRABIN KUMAR ROUT,03-Jan-2026 01:18 PM,Accepted-AOC,DUE TO NOT L1 IN LOTERY,09-Feb-2026 04:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3341599,RASHMITA ROUT,01-Jan-2026 10:42 AM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,09-Feb-2026 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3343047,SABITRI SAHOO,03-Jan-2026 10:47 AM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,09-Feb-2026 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3333742,SAROJ KUMAR BISWAL,30-Dec-2025 12:42 PM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,09-Feb-2026 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3341960,SUBRAT KUMAR MOHANTY,02-Jan-2026 10:10 PM,Rejected-Finance,DUE TO NOT L1 IN LOTERY,09-Feb-2026 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
