Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
Superintending Engineer,Internal,,Nihar Ranjan Behera,01-Jan-2026 04:05 PM,techsummary_568511.pdf (609.35 KB),09-Feb-2026,"INR 1,440,757.33",90.0,Nihar Ranjan Behera,09-Feb-2026 07:30 PM,Bhaluguda.pdf (618.00 KB),Successful bidder in the Transparent Lottery. Deposited APSD and EMD and ISD Amounts.,1,3313016,BIREN NAG,18-Dec-2025 06:56 AM,Rejected-Technical,due to GSTIN Suspended,01-Jan-2026 04:05 PM,Finance,"14 Nos. of bidders found for the work. Out of 14 No. of bidders, 14 No. of bidders quoted 14.99 percentages less rate stands as L1. After verification bid documents, qualified bidder will be called for transparent lottery",Bijaya Kumar Parida,19-Dec-2025 03:55 PM,finance_568511.pdf,BOQ Comparative Chart,1.0,3313055.0,Karanda Bisoyi,INR,"1,440,757.33","CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE,MI Divn, Malkangir",2025_CEMIB_122327_8,SEMIDRGD - 03/2025-26,Improvement to Bhaluguda MIP in Chandrapur Block of Rayagada District under Critical Grant 2025-26,Superintending Engineer,Internal,"Superintending Engineer, Asst. Executive Engineer (Estimator), Divisional Accounts Officer",Nihar Ranjan Behera,09-Feb-2026 06:22 PM,finsummary_568511.pdf (609.35 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE,MI Divn, Malkangir",SEMIDRGD - 03/2025-26,2025_CEMIB_122327_8,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,Improvement to Bhaluguda MIP in Chandrapur Block of Rayagada District under Critical Grant 2025-26,Improvement to Bhaluguda MIP in Chandrapur Block of Rayagada District under Critical Grant 2025-26,Please refer Tender documents. ,NA ,"16,94,809",Civil Works - Others,NA ,Tender,90.0,90.0,Rayagada,765001.0,NA ,NA ,NA ,"O/o S.E, M.I Division, Rayagada",No ,No,04-Dec-2025 10:00 AM,19-Dec-2025 11:00 AM,04-Dec-2025 10:00 AM,18-Dec-2025 05:00 PM,04-Dec-2025 10:00 AM ,18-Dec-2025 05:00 PM ,04-Dec-2025 10:00 AM,18-Dec-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,"S.E, M.I Division, Rayagada","O/o S.E, M.I Division, Rayagada","17,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,2,3291306,BISWAJIT NAYAK,16-Dec-2025 06:51 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,09-Feb-2026 07:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,3,3312112,GOURISANKAR MISHRA,18-Dec-2025 12:03 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,09-Feb-2026 07:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,RC PAN GSTIN Affidavit regarding Authenticity No Relation and litigation debarring certificate etc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3311966,Janaki Ballabha Sahu,17-Dec-2025 06:06 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,09-Feb-2026 07:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3313055,Karanda Bisoyi,18-Dec-2025 08:08 AM,Accepted-AOC,Successful bidder in the Transparent Lottery. Deposited APSD and EMD and ISD Amounts.,09-Feb-2026 07:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3292919,KODANDADHAR HIAL,16-Dec-2025 08:37 PM,Rejected-Technical,due to GSTIN Cancelled suo-moto,01-Jan-2026 04:05 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3314453,NARAYAN BHUYAN,18-Dec-2025 03:34 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,09-Feb-2026 07:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3314646,NILA CHAM,18-Dec-2025 04:34 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,09-Feb-2026 07:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3312307,NIRANJAN PADHY,17-Dec-2025 07:49 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,09-Feb-2026 07:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3284662,RATNAKAR DAS,17-Dec-2025 08:13 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,09-Feb-2026 07:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
