S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
1.0,3366318.0,Sujata Sarkar,INR,"1,805,205.46",Finance,Summary,Satya Narayan Behera,27-Feb-2026 08:40 PM,finance_575829.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"SujataDishariEE,BrajBhushanKumarDAO,SatyanarayanBehera,Estimator",Satya Narayan Behera,27-Feb-2026 08:46 PM,finsummary_575829.pdf (641.66 KB),CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-MALKANGIRI,2026_CERWI_124573_6,"09/RWD-I,MKG/2025-26",Repair and Maintenance to T07-PWD Road to Tungabahal road in the District of Malkangiri for the year 2025-26.,Executive Engineer,Internal,Qualified after Submission of Justification,Satya Narayan Behera,27-Feb-2026 08:43 PM,techsummary_575829.pdf (641.66 KB),1,3365592,BASUDEB ROY,26-Jan-2026 01:11 PM,Rejected-Technical,Not Qualified,27-Feb-2026 08:43 PM,27-Feb-2026,"INR 1,805,205.46",30.0,Satya Narayan Behera,27-Feb-2026 08:49 PM,1808.PDF (1027.00 KB),WO,AOC,Repair and Maintenance to T07-PWD Road to Tungabahal road in the District of Malkangiri for the year 2025-26.,Repair and Maintenance to T07-PWD Road to Tungabahal road in the District of Malkangiri for the year 2025-26.,"GST,PANCARD,VALID REGN,AFFIDEVIT CORRECTNESS,REGARDING NO RELATION CERTIFICATE ",NA ,"25,42,000",Civil Works - Roads,NA ,Tender,90.0,30.0,"RURAL WORKS DIVISON-I,MALKANGIRI-764045",764045.0,NA ,NA ,NA ,"EXECUTIVE ENGINEER RURAL WORKS DIVISON-I,MALKANGIR",No ,No,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,15-Jan-2026 09:00 AM,28-Jan-2026 11:00 AM,15-Jan-2026 09:00 AM,27-Jan-2026 05:00 PM,15-Jan-2026 09:00 AM ,22-Jan-2026 05:00 PM ,15-Jan-2026 09:00 AM,27-Jan-2026 05:00 PM,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-MALKANGIRI,"09/RWD-I,MKG/2025-26",2026_CERWI_124573_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"25,420",Yes,fixed,,Nil,Nil,EXECUTIVE ENGINEER,"EXECUTIVE ENGINEER RURAL WORKS DIVISON-I,MALKANGIRI-764045",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3367880,MONI BALA,27-Jan-2026 04:03 PM,Rejected-Technical,Not Qualified,27-Feb-2026 08:43 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,"GST,PANCARD,VALID REGN,AFFIDEVIT CORRECTNESS,REGARDING NO RELATION CERTIFICATE",,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3363010,Ranjan Khillo,27-Jan-2026 02:40 PM,Rejected-Technical,Not Qualified,27-Feb-2026 08:43 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3366318,Sujata Sarkar,27-Jan-2026 03:12 PM,Accepted-AOC,Qualified after Submission of Justification with Willingness,27-Feb-2026 08:49 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
