Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
Superintending Engineer,Internal,"Superintending Engineer, Assistant Executive Engineer (Estimator), Divisional Accounts Officer and Assistant Engineer (Estimator)",JAGANNATH MALLIK,15-Jan-2026 03:45 PM,16-Jan-2026 11:00 AM,techsummary_572790.pdf (1217.28 KB),Finance,"The Financial bid has been opened for the tender ID 2025_CEMIB_123638_3. 26 Nos. of bidders found for the work. After verification of all financial Bids, qualified bidders moved to further tender process.",JAGANNATH MALLIK,16-Jan-2026 04:09 PM,finance_572790.pdf,BOQ Comparative Chart,19-Feb-2026,"INR 6,465,601.95",90.0,JAGANNATH MALLIK,19-Feb-2026 08:25 PM,badanalla.PDF (159.00 KB),Successful bidder in the Transparent Lottery. Deposited APSD and EMD and ISD Amounts,1,3346739,AJIT KUMAR BEHERA,06-Jan-2026 03:58 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,19-Feb-2026 08:25 PM,1.0,3343758.0,MANISHA AGRAWAL,INR,"6,465,601.95",Technical,"The Technical bid has been opened for the tender ID 2025_CEMIB_123638_3. 26 Nos. of bidders found for the work. After verification of all Technical Bids, qualified bidders moved to further tender process.",JAGANNATH MALLIK,15-Jan-2026 12:08 PM,technical_572790.pdf,"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE M.I. Division Rayagada",2025_CEMIB_123638_3,SEMIDRGD-05/2025-26,Construction of Canal lining of Main Canal from RD4070m to 5120.70m (Tail) Kumudabali Minor from RD 00m to 823.20m of Badanalla MIP in Muniguda Block of Rayagada District under Special Central Assistance to State (CAPEX Lining) for the year 2025-26,Superintending Engineer,Internal,"Superintending Engineer, Asst. Executive Engineer (Estimator), Divisional Accounts Officer and Assistant Engineer (Estimator)",JAGANNATH MALLIK,19-Feb-2026 04:36 PM,finsummary_572790.pdf (1056.33 KB),AOC,Construction of Canal lining of Main Canal from RD4070m to 5120.70m (Tail) Kumudabali Minor from RD 00m to 823.20m of Badanalla MIP in Muniguda Block of Rayagada District under Special Central Assistance to State (CAPEX Lining) for the year 2025-26,Construction of Canal lining of Main Canal from RD4070m to 5120.70m (Tail) Kumudabali Minor from RD 00m to 823.20m of Badanalla MIP in Muniguda Block of Rayagada District under Special Central Assistance to State (CAPEX Lining) for the year 2025-26,Please refer Tender documents. ,NA ,"76,05,696",Civil Works - Others,NA ,Tender,90.0,90.0,Rayagada,765001.0,NA ,NA ,NA ,"O/o S.E, M.I Division, Rayagada",No ,No,23-Dec-2025 10:00 AM,07-Jan-2026 11:00 AM,23-Dec-2025 10:00 AM,06-Jan-2026 05:00 PM,23-Dec-2025 10:00 AM ,06-Jan-2026 05:00 PM ,23-Dec-2025 10:00 AM,06-Jan-2026 05:00 PM,16-Jan-2026 11:00 AM,"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE M.I. Division Rayagada",SEMIDRGD-05/2025-26,2025_CEMIB_123638_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"76,100",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,DTCN,"S.E, M.I Division, Rayagada","O/o S.E, M.I Division, Rayagada",AOC
,,,,,,,,,,,,,,,,,,,,2,3346811,Akhyaya Kumar Sahu,06-Jan-2026 03:38 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,19-Feb-2026 08:25 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,NIT,,,AOC
,,,,,,,,,,,,,,,,,,,,3,3346652,AMIT KUMAR AGRAWAL,06-Jan-2026 04:16 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,19-Feb-2026 08:25 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,RC PAN GSTIN Affidavit regarding Authenticity No Relation and litigation debarring certificate etc,,,AOC
,,,,,,,,,,,,,,,,,,,,4,3342298,ARUN KUMAR NAYAK,04-Jan-2026 08:17 AM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,19-Feb-2026 08:25 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC
,,,,,,,,,,,,,,,,,,,,5,3346627,ASWINI KUMAR SAHU,06-Jan-2026 03:49 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,19-Feb-2026 08:25 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,3346904,BISWAJIT MOHAPATRA,06-Jan-2026 04:42 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,19-Feb-2026 08:25 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,3346259,CHANDRA SEKHAR SAHUKAR,06-Jan-2026 10:20 AM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,19-Feb-2026 08:25 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,3339221,CHINMAY NAYAK,30-Dec-2025 10:06 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,19-Feb-2026 08:25 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,3346661,CH SUBASH CHANDRA PATRO,06-Jan-2026 03:39 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,19-Feb-2026 08:25 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,3346394,GITANJALI PADHAN,06-Jan-2026 03:23 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,19-Feb-2026 08:25 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
