Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"BID COST,EMD, R.C.PAN,GST,ALL MACHINERIES,ALL AFFIDAVITS AND OTHERS AS PER APPROVED DTCN",EIC-CIVIL||SERNB-CIRCLE-CENTRAL,TENDER CALL NOTICE NO.45 OF 2025-26,2025_EICCL_117876_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Construction of a Lift pit for 8 passenger lift at PWD IB Satyanagar, Bhubaneswar in The District of Khurdha for the year 2024-25.","Construction of a Lift pit for 8 passenger lift at PWD IB Satyanagar, Bhubaneswar in The District of Khurdha for the year 2024-25.",Please refer Tender documents. ,NA ,"33,45,343",Civil Works - Buildings,NA ,Tender,90.0,60.0,Bhubaneswar,751001.0,NA ,NA ,NA ,"OFFICEOFTHESUPERINTENDINENGINEER,BBSRRANDBDIVNNO.I",No ,No,"33,453",Yes,percentage,1.0%,Nil,Nil,10-Sep-2025 03:30 PM,16-Sep-2025 12:30 PM,10-Sep-2025 03:30 PM,15-Sep-2025 05:00 PM,NA ,NA ,10-Sep-2025 03:30 PM,15-Sep-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,"SuperintendEngineer, BhubaneswarRandBDivision No.I","OFFICE OF THE SUPERINTENDING ENGINEER, BHUBANESWAR RANDB DIVISION NO.I BHUBANESWAR",1,ICICI BANK,AOC,Er Prabhudatta Pradhan SE BBSR RandB Division No I,Internal,Sr DAO B. Pattanaik Er P.P Jena A.E.,Prabhudutta Pradhan,07-Feb-2026 02:10 PM,finsummary_552030.pdf (357.98 KB),EIC-CIVIL||SERNB-CIRCLE-CENTRAL,2025_EICCL_117876_1,TENDER CALL NOTICE NO.45 OF 2025-26,"Construction of a Lift pit for 8 passenger lift at PWD IB Satyanagar, Bhubaneswar in The District of Khurdha for the year 2024-25.",1.0,3081323.0,ASCENSOR LIFTS AND AUTOMATION PRIVATE LIMITED,INR,"3,345,343",Finance,Bid opening summary,Prabhudutta Pradhan,27-Sep-2025 07:03 PM,finance_552030.pdf,BOQ Comparative Chart,1,3080986,AJANTA ENTERPRISES,15-Sep-2025 12:55 PM,Rejected-Finance,L2,07-Feb-2026 02:10 PM,07-Feb-2026,"INR 3,345,343",60.0,Prabhudutta Pradhan,07-Feb-2026 02:13 PM,AOCIB.pdf (252.00 KB),AOC,Er Prabhudatta Pradhan SE BBSR RandB Division No I,Internal,Sr DAO B. Pattanaik Er P.P Jena A.E.,Prabhudutta Pradhan,07-Feb-2026 02:03 PM,techsummary_552030.pdf (357.98 KB),AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,2,3081323,ASCENSOR LIFTS AND AUTOMATION PRIVATE LIMITED,15-Sep-2025 02:17 PM,Accepted-AOC,L1,07-Feb-2026 02:13 PM,,,,,,,,,,,,,,AOC
