Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,"2Nos Bidder are participate, Tender Under Scrutiny.",Somanath Tripathy,13-Oct-2025 04:30 PM,finance_553988.pdf,BOQ Comparative Chart,1.0,3117573.0,MAA SARALA ENTERPRISES,INR,"1,763,958",EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,2025_EICCL_118635_1,SE RandB Divn No.I-BAM-14/2025-26,"Comprehensive Annual Maintenance Contract (CAMC) of 10nos of lifts of MKCG MCH at Berhampur. (PG Gents Hostel 1, PG Girls Hostel 1, UG Gents Hostel 1, UG Girls Hostel 1, SR Hostel 2, Academic Building 1, Administrative Building 1, Central Library 1)","Superintending Engineer Ganjam (R and B) Division No.I, Berhampur",Internal,Sr. DAO and A.E.E Estimator,Somanath Tripathy,13-Feb-2026 12:13 PM,finsummary_553988.pdf (627.18 KB),"Superintending Engineer Ganjam (R and B) Division No.I, Berhampur",Internal,Sr. DAO and A.E.E Estimator,Somanath Tripathy,13-Feb-2026 12:07 PM,techsummary_553988.pdf (627.18 KB),1,3117573,MAA SARALA ENTERPRISES,09-Oct-2025 11:36 AM,Accepted-AOC,Awarded the tender,13-Feb-2026 12:21 PM,13-Feb-2026,"INR 1,763,958",365.0,Somanath Tripathy,13-Feb-2026 12:21 PM,831.pdf (627.00 KB),Contract Awarded to Sri/Smt Maa Sarala Enterprises,AOC,"Comprehensive Annual Maintenance Contract (CAMC) of 10nos of lifts of MKCG MCH at Berhampur. (PG Gents Hostel 1, PG Girls Hostel 1, UG Gents Hostel 1, UG Girls Hostel 1, SR Hostel 2, Academic Building 1, Administrative Building 1, Central Library 1)","Comprehensive Annual Maintenance Contract (CAMC) of 10nos of lifts of MKCG MCH at Berhampur. (PG Gents Hostel 1, PG Girls Hostel 1, UG Gents Hostel 1, UG Girls Hostel 1, SR Hostel 2, Academic Building 1, Administrative Building 1, Central Library 1)",Please refer Tender documents. ,NA ,"20,75,000",Electrical Works,NA ,Tender,90.0,365.0,Berhampur,760005.0,NA ,NA ,NA ,SE R and B Division No I Berhampur,No ,No,SE R and B Division No I Berhampur,SE R and B Division No I Berhampur,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost EMD(Online) RC,PAN, GSTIN, Affidavit Other Documents and Forms as per DTCN.",25-Sep-2025 05:00 PM,13-Oct-2025 11:30 AM,25-Sep-2025 05:00 PM,11-Oct-2025 04:00 PM,25-Sep-2025 05:00 PM ,11-Oct-2025 04:00 PM ,25-Sep-2025 05:00 PM,11-Oct-2025 04:00 PM,"6,000",0.0,Nil,Nil,No,"20,700",Yes,fixed,,Nil,Nil,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,SE RandB Divn No.I-BAM-14/2025-26,2025_EICCL_118635_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3123304,M/s. TECHNO CRAFTS,11-Oct-2025 02:57 PM,Rejected-Finance,Reject due to 2nd lowest,13-Feb-2026 12:13 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
