Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
SUPERINTENDING ENGINEER,Internal,,Saroja Kumar Nayak,18-Jan-2026 01:40 PM,techsummary_572920.pdf (688.67 KB),1,3342851,ANISHA KAR,02-Jan-2026 07:33 PM,Rejected-Finance,Non responsive and looser of lottery,06-Feb-2026 05:45 PM,06-Feb-2026,"INR 3,449,074",330.0,Saroja Kumar Nayak,06-Feb-2026 05:49 PM,WORKORDERBirshanalla.pdf (798.00 KB),1.0,3345684.0,SIBASIS SAHU,INR,"3,449,074",Finance,Detailed tender opening summary uploaded.,Mohit Acharya,18-Jan-2026 12:49 PM,finance_572920.pdf,BOQ Comparative Chart,SUPERINTENDING ENGINEER,Internal,,Saroja Kumar Nayak,06-Feb-2026 05:45 PM,finsummary_572920.pdf (688.67 KB),"CE-BM,RVN Basin,Berhampur||SE Southern Irr Circle II Paralakhemundi||EE Paralakhemundi Irr Divn Paralakhemundi",2025_CEBMB_123666_6,SE-GID-04/2025-26,Flood protection work to Birsha Nalla near village Badiguda of Vansadhara left in Gudari Block.,AOC,"CE-BM,RVN Basin,Berhampur||SE Southern Irr Circle II Paralakhemundi||EE Paralakhemundi Irr Divn Paralakhemundi",SE-GID-04/2025-26,2025_CEBMB_123666_6,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"The Superintending Engineer, GID, PKD","O/o The Superintending Engineer, Gajapati Irrigation Division, Paralakhemundi",Flood protection work to Birsha Nalla near village Badiguda of Vansadhara left in Gudari Block.,Flood protection work to Birsha Nalla near village Badiguda of Vansadhara left in Gudari Block.,Please refer Tender documents. ,NA ,"40,57,257",Civil Works - Others,NA ,Tender,90.0,330.0,Gudari,765026.0,NA ,NA ,NA ,"O/o The Superintending Engineer, GID, PKD",No ,No,1.0,ICICI BANK,24-Dec-2025 10:00 AM,06-Jan-2026 11:00 AM,24-Dec-2025 10:00 AM,05-Jan-2026 05:30 PM,24-Dec-2025 10:00 AM ,30-Dec-2025 05:30 PM ,24-Dec-2025 10:00 AM,05-Jan-2026 05:30 PM,"40,600",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"REGISTRATION CERTIFICATE, GSTIN, PAN CARD, NO RELATION CERTIFICATE, AFFIDAVIT, EMD, TENDER PAPERCOST",AOC
,,,,,,2,3343042,ARADHANA CHOUDHURY,03-Jan-2026 10:37 AM,Rejected-Finance,Non responsive and looser of lottery,06-Feb-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,.pdf,ANY OTHER DOCUMENTS AS PER SBD AND DTCN,AOC
,,,,,,3,3344636,CHANDRA MOHAN PATANAYAK,05-Jan-2026 10:47 AM,Rejected-Finance,Non responsive and looser of lottery,06-Feb-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
,,,,,,4,3344246,KARNI SAPNA,04-Jan-2026 07:48 PM,Rejected-Finance,Non responsive and looser of lottery,06-Feb-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3343773,NIRANJAN DASH,05-Jan-2026 03:12 PM,Rejected-Finance,Non responsive and looser of lottery,06-Feb-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3337997,POTRAKONDA OMKAR,29-Dec-2025 05:24 PM,Rejected-Finance,Non responsive and looser of lottery,06-Feb-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3342418,pradeep kumar patro,02-Jan-2026 05:30 PM,Rejected-Finance,Non responsive and looser of lottery,06-Feb-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3329066,P.Yogeswer Rao,02-Jan-2026 06:08 PM,Rejected-Finance,Non responsive and looser of lottery,06-Feb-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3343308,RAJAN KUMAR KAR,03-Jan-2026 01:37 PM,Rejected-Finance,Non responsive and looser of lottery,06-Feb-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3345684,SIBASIS SAHU,05-Jan-2026 04:16 PM,Accepted-AOC,winner of transparent lottery,06-Feb-2026 05:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,11,3343317,Soubhagya Gouda,05-Jan-2026 10:57 AM,Rejected-Finance,Non responsive and looser of lottery,06-Feb-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,12,3345496,SUSANTA KUMAR SWAIN,05-Jan-2026 03:22 PM,Rejected-Finance,Non responsive and looser of lottery,06-Feb-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,13,3332475,TAPTESWAR KUMBHAR,27-Dec-2025 07:30 PM,Rejected-Finance,Non responsive and looser of lottery,06-Feb-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
