Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Pradyut Kumar Mohanty,Internal,"Barun Kumar Sa, Nilamadhab Nag, Manaranjan Suna",Barun Kumar Sa,10-Feb-2026 12:46 PM,11-Feb-2026 10:00 AM,techsummary_577773.pdf (645.00 KB),Finance,Ok,Barun Kumar Sa,24-Feb-2026 11:12 AM,finance_577773.pdf,BOQ Comparative Chart,24-Feb-2026,"INR 1,994,940",60.0,Barun Kumar Sa,24-Feb-2026 01:34 PM,409.pdf (755.00 KB),Work Order Issued,1,3384080,AV MEDIA SOLUTIONS,07-Feb-2026 03:23 PM,Rejected-Finance,L2 Bidder,24-Feb-2026 01:32 PM,1.0,3378884.0,Perfect Audio Visual Systems,INR,"1,994,940",Technical,Ok,Barun Kumar Sa,10-Feb-2026 12:20 PM,technical_577773.pdf,Municipal Bodies||Kuchinda NAC,2026_ORULB_125090_1,KCDA/NAC-8/2025-26,Supply and Installation of speaker and video system under the Development of the Auditorium -cum-Cultural Centre at Kuchinda,Pradyut Kumar Mohanty,Internal,"Barun Kumar Sa,Nilamadhab Nag,Manaranjan Suna",Barun Kumar Sa,24-Feb-2026 01:32 PM,finsummary_577773.pdf (537.74 KB),AOC,Municipal Bodies||Kuchinda NAC,KCDA/NAC-8/2025-26,2026_ORULB_125090_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,1,ICICI BANK,"16,500",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,DTCN,30-Jan-2026 10:00 AM,10-Feb-2026 10:00 AM,30-Jan-2026 10:00 AM,09-Feb-2026 05:30 PM,30-Jan-2026 10:00 AM ,09-Feb-2026 05:30 PM ,30-Jan-2026 10:00 AM,09-Feb-2026 05:30 PM,11-Feb-2026 10:00 AM,Supply and Installation of speaker and video system under the Development of the Auditorium -cum-Cultural Centre at Kuchinda,Supply and Installation of speaker and video system under the Development of the Auditorium -cum-Cultural Centre at Kuchinda,As per DTCN ,NA ,0.0,Electrical Works,NA ,Rate Contract,90.0,60.0,Auditorium -cum-Cultural Centre at Kuchinda,768222.0,NA ,NA ,NA ,OFFICE OF THE NAC KUCHINDA,No ,No,EXECUTIVE OFFICER,"AT/PO-KUCHINDA,DIST-SAMBALPUR,ODISHA","6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,2,3378884,Perfect Audio Visual Systems,06-Feb-2026 08:59 PM,Accepted-AOC,L1 bidder,24-Feb-2026 01:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
