Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
Finance,Er B Mohaptra,Buddheswar Mohapatra,07-Feb-2026 04:39 PM,finance_561379.pdf,BOQ Comparative Chart,07-Feb-2026,"INR 1,714,440.392",180.0,Buddheswar Mohapatra,07-Feb-2026 08:40 PM,NIT.pdf (2480.00 KB),CE RW I||RWCIRCLE-BHUBANESWAR,2025_CERWI_120380_28,EEBLGR-online-13/2025-26,Construction of 01 no F type staff qtr at PHC(N) Ramchandrapur under Deogaon block for the year 2025-26,1.0,3212758.0,ARUN KUMAR BEHERA,INR,"1,714,440.392",1,3212758,ARUN KUMAR BEHERA,11-Nov-2025 01:34 PM,Accepted-AOC,Agreement Drawn,07-Feb-2026 08:40 PM,Executive Engineer,Internal,Er B Mohapatra,Buddheswar Mohapatra,07-Feb-2026 04:54 PM,techsummary_561379.pdf (766.71 KB),Executive Engineer,Internal,Er B Mohapatra,Buddheswar Mohapatra,07-Feb-2026 08:17 PM,finsummary_561379.pdf (2480.29 KB),AOC,Construction of 01 no F type staff qtr at PHC(N) Ramchandrapur under Deogaon block for the year 2025-26,Construction of 01 no F type staff qtr at PHC(N) Ramchandrapur under Deogaon block for the year 2025-26,Please refer Tender documents. ,NA ,"20,17,000",Civil Works - Buildings,NA ,Tender,90.0,180.0,Bolangir,767001.0,NA ,NA ,NA ,O/o of the Executive Engineer R.W Division Bolangi,No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Pan, GST,Affidavit,RC, No relation certificate and other document as per DTCN",CE RW I||RWCIRCLE-BHUBANESWAR,EEBLGR-online-13/2025-26,2025_CERWI_120380_28,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,03-Nov-2025 06:00 PM,12-Nov-2025 11:00 AM,03-Nov-2025 06:00 PM,11-Nov-2025 05:00 PM,03-Nov-2025 06:00 PM ,10-Nov-2025 01:00 PM ,03-Nov-2025 06:00 PM,11-Nov-2025 05:00 PM,"20,170",Yes,percentage,1.0%,Nil,Nil,Executive Engineer,O/o of the Executive Engineer R.W Division Bolangi,AOC
,,,,,,,,,,,,,,,,,,,,,2,3207107,JAGAMOHAN MEHER,11-Nov-2025 01:09 PM,Rejected-Finance,Rejected,07-Feb-2026 08:17 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,3,3182985,NAIMISH KUMAR PANIGRAHI,11-Nov-2025 12:38 PM,Rejected-Finance,Rejected,07-Feb-2026 08:17 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,4,3199169,RAJ KUMAR MEHER,08-Nov-2025 09:06 PM,Rejected-Finance,Rejected,07-Feb-2026 08:17 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,5,3213545,SOURAV KUMAR BEHERA,11-Nov-2025 03:23 PM,Rejected-Finance,Rejected,07-Feb-2026 08:17 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
