S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,3204192.0,SANJIP KUMAR SINGH,INR,"753,969",Municipal Bodies||Anandapur Municipal Council,2025_ORULB_119926_60,AM-ANDP-03/2025-26,Const. Of paver Road from RD road to Mohanty Sahi(Ranjan Mohanty) in Ward-05,1,3210321,LIMA MANGAL,10-Nov-2025 10:42 PM,Rejected-Finance,k,17-Feb-2026 06:48 PM,17-Feb-2026,"INR 753,969",60.0,Chittaranjan Sethy,17-Feb-2026 06:51 PM,commite.pdf (56.00 KB),Finance,k,Debaprasad Bal,19-Nov-2025 07:04 PM,,BOQ Comparative Chart,cp,Internal,,Chittaranjan Sethy,17-Feb-2026 06:48 PM,finsummary_558178.pdf (55.85 KB),cp,Internal,,Debaprasad Bal,03-Feb-2026 02:35 PM,techsummary_558178.pdf (168.07 KB),AOC,"7,516",Yes,percentage,1.0%,Nil,Nil,Municipal Bodies||Anandapur Municipal Council,AM-ANDP-03/2025-26,2025_ORULB_119926_60,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.xls,boq,"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,EXECUTIVE OFFICER,ANANDAPUR MUNICIPALITY,30-Oct-2025 12:00 PM,14-Nov-2025 11:00 AM,30-Oct-2025 12:00 PM,13-Nov-2025 05:00 PM,NA ,NA ,30-Oct-2025 12:00 PM,13-Nov-2025 05:00 PM,Const. Of paver Road from RD road to Mohanty Sahi(Ranjan Mohanty) in Ward-05,Const. Of paver Road from RD road to Mohanty Sahi(Ranjan Mohanty) in Ward-05,Please refer Tender documents. ,NA ,"7,51,625",Civil Works - Others,NA ,Tender,180.0,60.0,ANANDAPUR MUNICIPALITY,758021.0,NA ,NA ,NA ,ANANDAPUR MUNICIPALITY,No ,No,AOC
,,,,,,,,,2,3221036,Rabindra Kumar Patra,13-Nov-2025 01:51 PM,Rejected-Finance,k,17-Feb-2026 06:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,refer dtcn,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,3204192,SANJIP KUMAR SINGH,09-Nov-2025 10:23 PM,Accepted-AOC,k,17-Feb-2026 06:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
