Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
Municipal Bodies||Rajgangpur Municipality,EO/RGP/05 of 2025-26,2025_ORULB_123659_36,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Officer, Rajgangpur Municipality","Executive Officer, Rajgangpur Municipality, Dist-Sundargarh","8,000",Yes,fixed,,Nil,Nil,Community Centre at Dhobapada in Ward No.14,Community Centre at Dhobapada in Ward No.14,Please refer Tender documents ,NA ,"8,00,000",Civil Works - Others,NA ,Tender,90.0,90.0,Rajgangpur Municipality Area,770017.0,NA ,NA ,NA ,Rajgangpur Municipality Office,No ,No,"4,000",0.0,Nil,Nil,No,1,ICICI BANK,24-Dec-2025 11:00 AM,07-Jan-2026 11:00 AM,24-Dec-2025 11:00 AM,06-Jan-2026 04:00 PM,NA ,NA ,24-Dec-2025 11:00 AM,06-Jan-2026 04:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,AOC,Madhuri Lugun,Internal,,Hajam Tudu,24-Feb-2026 06:16 PM,techsummary_573099.pdf (1039.74 KB),Madhuri Lugun,Internal,,Hajam Tudu,24-Feb-2026 06:18 PM,finsummary_573099.pdf (1039.74 KB),Finance,ok,Hajam Tudu,24-Feb-2026 06:13 PM,,BOQ Comparative Chart,1.0,3346202.0,TUNI MAJHI,INR,"800,000",Municipal Bodies||Rajgangpur Municipality,2025_ORULB_123659_36,EO/RGP/05 of 2025-26,Community Centre at Dhobapada in Ward No.14,1,3345176,SARASWATI SAHOO,05-Jan-2026 01:46 PM,Rejected-AOC,Rejected,24-Feb-2026 06:21 PM,24-Feb-2026,"INR 800,000",90.0,Hajam Tudu,24-Feb-2026 06:21 PM,36.pdf (112.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3346202,TUNI MAJHI,06-Jan-2026 01:19 PM,Accepted-AOC,Selected,24-Feb-2026 06:21 PM,,,,,,,AOC
