Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,17-Feb-2026 05:35 PM,techsummary_575195.pdf (479.13 KB),17-Feb-2026,"INR 1,440,750",60.0,Soubhagya Kumar Das,17-Feb-2026 05:54 PM,Tcn11SL05.pdf (479.00 KB),1,3357101,ADWAITYA PRASAD DAS,16-Jan-2026 12:50 PM,Rejected-AOC,Not Qualified,17-Feb-2026 05:54 PM,1.0,3358443.0,SATYAJIT BEHERA,INR,"1,440,750",Finance,Document downloaded,Soubhagya Kumar Das,20-Jan-2026 12:36 PM,finance_575195.pdf,BOQ Comparative Chart,Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,17-Feb-2026 05:39 PM,finsummary_575195.pdf (479.13 KB),CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,2026_CERWI_124439_5,11SERW BLS 2025-26,Katulidiha to Nima Road,AOC,"SE RW Division, Balasore","O/o the SE RURAL WORKS DIVISION, BALASORE",Katulidiha to Nima Road,Katulidiha to Nima Road,Please refer tender documents ,NA ,"16,94,800",Civil Works - Roads,NA ,Tender,90.0,60.0,Balasore,756001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, BALASORE",No ,No,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,11SERW BLS 2025-26,2026_CERWI_124439_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"P. cost, EMD, RC, PAN, valid GSTIN, Affidavit, No relation certificate and other as per DTCN","16,948",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,12-Jan-2026 11:00 AM,20-Jan-2026 11:00 AM,12-Jan-2026 11:00 AM,19-Jan-2026 05:00 PM,12-Jan-2026 11:00 AM ,19-Jan-2026 01:00 PM ,12-Jan-2026 11:00 AM,19-Jan-2026 05:00 PM,AOC
,,,,,,,,,,,,2,3359510,ALAKA PATRA,19-Jan-2026 01:01 PM,Rejected-AOC,Not Qualified,17-Feb-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC
,,,,,,,,,,,,3,3352786,ASIT KUMAR SAHU,17-Jan-2026 05:21 PM,Rejected-AOC,Not Qualified,17-Feb-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3357749,BHIKARI DALAEI,17-Jan-2026 10:41 AM,Rejected-AOC,Not Qualified,17-Feb-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3356211,DIPTISMITA JENA,15-Jan-2026 04:50 PM,Rejected-AOC,Not Qualified,17-Feb-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3359612,KAILASH NAYAK,19-Jan-2026 01:43 PM,Rejected-AOC,Not Qualified,17-Feb-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3359199,LIPSA PRAVA SHAW,19-Jan-2026 11:34 AM,Rejected-AOC,Not Qualified,17-Feb-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3352877,MADHURI BHOL,16-Jan-2026 08:19 AM,Rejected-AOC,Not Qualified,17-Feb-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3359290,MANASI MOHAPATRA,19-Jan-2026 12:16 PM,Rejected-AOC,Not Qualified,17-Feb-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3358931,PANKAJ KUMAR PATRA,18-Jan-2026 08:37 PM,Rejected-AOC,Not Qualified,17-Feb-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
