Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
RLBCD-41/ 2025-26 Repair and renovation of Cross Drainage at RD 2058M and Construction of trough wall from RD 2048M to RD 2068M of Kanpura Distributary of Ramial Irrigation Project.,Repair and renovation of Cross Drainage and Construction of trough wall,Please refer Tender documents. ,NA ,"5,45,372",Civil Works - Canal,NA ,Tender,90.0,30.0,Kamakhyanagar,759018.0,NA ,NA ,NA ,"O/o S.E., RLBC Division, Kamakhyanagar",No ,No,"CE and BM Brahmani Basin Samal||APD cum CCE RIP Samal||EE,Rengali Left Bank Canal Divn., Kamakhyanagar",e-Procurement Notice No.RLBCD-P1-09/2025-26,2025_CEBBS_123872_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,Superintending Engineer,"O/o S.E., RLBC Division, Kamakhyanagar",1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GSTIN, RC, Documents related to EMD exemption","5,450",Yes,fixed,,Nil,Nil,"4,000",Nil,Nil,No,30-Dec-2025 10:00 AM,09-Jan-2026 11:00 AM,30-Dec-2025 10:00 AM,08-Jan-2026 05:00 PM,30-Dec-2025 10:00 AM ,06-Jan-2026 05:00 PM ,30-Dec-2025 10:00 AM,08-Jan-2026 05:00 PM,AOC,SE RLBC Division Kamakhayanagar,Internal,"Estimator and DAO, RLBC Division Kamakhayanagar",Amiya Kumar Samal,17-Feb-2026 03:01 PM,finsummary_573639.pdf (597.33 KB),SE RLBC Division,Internal,"Estimator and DAO, RLBC Division",Amiya Kumar Samal,09-Feb-2026 03:58 PM,techsummary_573639.pdf (636.23 KB),17-Feb-2026,"INR 463,621",30.0,Amiya Kumar Samal,17-Feb-2026 03:03 PM,WORLBCD41.pdf (597.00 KB),Contract Awarded,1.0,3348353.0,Rashmi Ranjan Behera,INR,"463,621","CE and BM Brahmani Basin Samal||APD cum CCE RIP Samal||EE,Rengali Left Bank Canal Divn., Kamakhyanagar",2025_CEBBS_123872_14,e-Procurement Notice No.RLBCD-P1-09/2025-26,RLBCD-41/ 2025-26 Repair and renovation of Cross Drainage at RD 2058M and Construction of trough wall from RD 2048M to RD 2068M of Kanpura Distributary of Ramial Irrigation Project.,1,3346033,ASHIS BEHERA,06-Jan-2026 12:00 AM,Rejected-Technical,Does not satisfy as per DTCN,09-Feb-2026 03:58 PM,Finance,Uploaded tender documents of all the bidders have been downloaded successfully.,Baishnab Sahoo,09-Jan-2026 03:39 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.pdf,"Affidavits, No Relation Certificate, undertakings and any other documents as per SBD/DTCN",,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3348333,CHHEDILAL KATARUKA,08-Jan-2026 12:38 AM,Rejected-Technical,Does not satisfy as per DTCN,09-Feb-2026 03:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3344493,Dharmendra Das,06-Jan-2026 08:41 PM,Rejected-Technical,Does not satisfy as per DTCN,09-Feb-2026 03:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3346568,Jagadananda Rout,06-Jan-2026 10:58 PM,Rejected-Technical,Does not satisfy as per DTCN,09-Feb-2026 03:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3346163,JAJNESWAR NAIK,06-Jan-2026 12:53 AM,Rejected-Technical,Does not satisfy as per DTCN,09-Feb-2026 03:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3346296,MISIRA KUMAR DHAR,06-Jan-2026 12:28 PM,Rejected-Technical,Does not satisfy as per DTCN,09-Feb-2026 03:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3348391,"M/S SAI SHREE CONSTRUCTIONS, PROP. SANGYASENI ROUT",08-Jan-2026 11:06 AM,Rejected-Technical,Does not satisfy as per DTCN,09-Feb-2026 03:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3347289,NIRUPAMA ROUL,08-Jan-2026 03:54 PM,Rejected-Technical,Does not satisfy as per DTCN,09-Feb-2026 03:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3345898,PRABHAT KUMAR BARAL,08-Jan-2026 11:37 AM,Rejected-Technical,Does not satisfy as per DTCN,09-Feb-2026 03:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3344205,PRABIN KUMAR ROUT,04-Jan-2026 07:52 PM,Rejected-Technical,Does not satisfy as per DTCN,09-Feb-2026 03:58 PM,,,,,,,AOC
