Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
EE,Internal,"EE, DAO AND ESTIMATOR",Chittaranjan Mishra,03-Feb-2026 04:54 PM,techsummary_571499.pdf (4233.11 KB),03-Feb-2026,"INR 720,085",60.0,Chittaranjan Mishra,03-Feb-2026 05:03 PM,740.pdf (469.00 KB),169P1 OF 2025-26,1,3322718,AKSHAY KUMAR MANGARAJ,22-Dec-2025 03:45 PM,Rejected-AOC,L1,03-Feb-2026 05:03 PM,Finance,Techinical Evaluation commitee,Sasmita Munduri,14-Jan-2026 07:35 PM,finance_571499.pdf,BOQ Comparative Chart,1.0,3322806.0,MANJIT KUMAR SWAIN,INR,"720,085",CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,2025_CERWI_123136_1,TENDERONLINEDNAYAGARH72526,S/R to R.W. Division office building at Nayagarh for the year 2025-26,EE,Internal,"EE, DAO AND ESTIMATOR",Chittaranjan Mishra,03-Feb-2026 04:58 PM,finsummary_571499.pdf (4233.11 KB),AOC,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NAYAGARH,TENDERONLINEDNAYAGARH72526,2025_CERWI_123136_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN.pdfBOQ.xlsvalidPANGSTContractorlicenceetcasDTCN,Executive Engineer,"RURAL WORKS DIVISION, NAYAGARH",1.0,CORRIGENDUM,Other,,"4,000",0.0,Nil,Nil,No,12-Dec-2025 11:30 AM,23-Dec-2025 11:00 AM,12-Dec-2025 11:30 AM,22-Dec-2025 05:30 PM,12-Dec-2025 11:30 AM ,22-Dec-2025 05:30 PM ,12-Dec-2025 11:30 AM,22-Dec-2025 05:30 PM,1.0,ICICI BANK,"8,471",Yes,percentage,1.0%,Nil,Nil,S/R to R.W. Division office building at Nayagarh for the year 2025-26,S/R to R.W. Division office building at Nayagarh for the year 2025-26,NA ,NA ,"8,47,059",Civil Works - Buildings,NA ,Tender,90.0,60.0,Nayagarh,752070.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, NAYAGARH",No ,No,AOC
,,,,,,,,,,,,,2,3319316,ANANDA KUMAR PANDA,20-Dec-2025 02:22 PM,Rejected-AOC,L1,03-Feb-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3320891,BASANTA KUMAR SAHOO,21-Dec-2025 06:52 PM,Rejected-AOC,L1,03-Feb-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3321974,BASANTI SWAIN,22-Dec-2025 12:29 PM,Rejected-AOC,L1,03-Feb-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3309639,Bidyadhar Barad,16-Dec-2025 09:12 PM,Rejected-AOC,L1,03-Feb-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3313644,BIKRAM PRADHAN,19-Dec-2025 01:21 PM,Rejected-AOC,L1,03-Feb-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3319719,BIPIN KUMAR NAYAK,21-Dec-2025 05:50 PM,Rejected-AOC,L1,03-Feb-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3319609,DEBASIS PAIKERA,22-Dec-2025 01:01 PM,Rejected-AOC,L1,03-Feb-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3321702,ELISA NAYAK,22-Dec-2025 04:36 PM,Rejected-AOC,L1,03-Feb-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3319743,GAYATRI PANDA,20-Dec-2025 06:26 PM,Rejected-AOC,L1,03-Feb-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
