S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,3260461.0,SAHIL KUMAR RAY,INR,"19,645,952",Technical,Total Nine Bidders,Sudarsan Behera,04-Dec-2025 12:50 PM,technical_563486.pdf,ST and SC Development Deptt||ITDA Baliguda,2025_STSCD_121091_6,PA (ITDA)-BLG-4/25-26,Construction of 100 seated Hostel Building atRangaparu (SSD) Girls High School under Tumudibandha Block,PA ITDA BALLIGUDA,Internal,AEE ITDA BALLIGUDA,BAIKUNTHANATH BEHERA,13-Feb-2026 12:18 PM,finsummary_563486.pdf (210.52 KB),PA ITDA BALLIGUDA,Internal,AEE ITDA BALLIGUDA,Sudarsan Behera,04-Dec-2025 01:17 PM,04-Dec-2025 02:20 PM,techsummary_563486.pdf (210.56 KB),Finance,All Document are OK,BAIKUNTHANATH BEHERA,13-Feb-2026 10:45 AM,finance_563486.pdf,BOQ Comparative Chart,1,3257126,BABAMANI SAHU,26-Nov-2025 01:36 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri Sahil Kumar Ray came as the winner,13-Feb-2026 12:18 PM,13-Feb-2026,"INR 19,645,952",270.0,Sudarsan Behera,13-Feb-2026 05:36 PM,6.pdf (438.00 KB),it was put into lottery in presence of the bidders where Sri Sahil Kumar Ray came as the winner,AOC,1.0,ICICI BANK,ST and SC Development Deptt||ITDA Baliguda,PA (ITDA)-BLG-4/25-26,2025_STSCD_121091_6,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Detail Tender Call Notice,12-Nov-2025 05:00 PM,28-Nov-2025 11:00 AM,12-Nov-2025 05:00 PM,27-Nov-2025 05:00 PM,NA ,NA ,12-Nov-2025 05:00 PM,27-Nov-2025 05:00 PM,04-Dec-2025 02:20 PM,"2,31,102",Yes,fixed,,Nil,Nil,PA ITDA BALLIUDA,PA ITDA BALLIUDA,"10,000",0.0,Nil,Nil,No,Construction of 100 seated Hostel Building atRangaparu (SSD) Girls High School under Tumudibandha Block,Construction of 100 seated Hostel Building at Rangaparu (SSD) Girls High School under Tumudibandha Block,Please refer Tender documents. ,NA ,"2,31,10,166",Civil Works - Buildings,NA ,Tender,270.0,270.0,Rangaparu (SSD) Girls High School under Tumudiband,762103.0,NA ,NA ,NA ,PA ITDA BALLIGUDA,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3259979,NITESH KUMAR JAIN,27-Nov-2025 02:33 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri Sahil Kumar Ray came as the winner,13-Feb-2026 12:18 PM,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,2.0,Finance,.xls,Bills of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3256203,PRAMOD KUMAR SAHOO,26-Nov-2025 10:09 AM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri Sahil Kumar Ray came as the winner,13-Feb-2026 12:18 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3260328,RANJIT KUMAR PATRA,27-Nov-2025 04:23 PM,Not Admitted-Fee/PreQual/Technical,Others-Relevant work experience not submitted.,04-Dec-2025 12:50 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3260461,SAHIL KUMAR RAY,27-Nov-2025 03:35 PM,Accepted-AOC,it was put into lottery in presence of the bidders where Sri Sahil Kumar Ray came as the winner,13-Feb-2026 05:36 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3252348,SANJAYA KUMAR GOUDA,27-Nov-2025 10:16 AM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri Sahil Kumar Ray came as the winner,13-Feb-2026 12:18 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3256453,Sanjay Kumar Panda,26-Nov-2025 11:46 AM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri Sahil Kumar Ray came as the winner,13-Feb-2026 12:18 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3258621,Subrata Kumar Mohanty,26-Nov-2025 08:57 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri Sahil Kumar Ray came as the winner,13-Feb-2026 12:18 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3229641,UMA KANTA NAIK,24-Nov-2025 03:45 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri Sahil Kumar Ray came as the winner,13-Feb-2026 12:18 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
