EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"1,52,223",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,1,ICICI BANK,Construction of 50 seated Primary School Hostel at Lambabadi AS under Khajuripada Block.,Construction of 50 seated Primary School Hostel at Lambabadi AS under Khajuripada Block,Please refer Tender documents. ,NA ,"1,52,22,294",Civil Works - Buildings,NA ,Tender,90.0,270.0,ITDA Phulbani,762001.0,NA ,NA ,NA ,ITDA Phulbani,No ,No,1,Fee/PreQual/Technical,.pdf,Technical bid,17-Sep-2025 10:00 AM,04-Oct-2025 10:00 AM,17-Sep-2025 10:00 AM,03-Oct-2025 05:00 PM,NA ,NA ,17-Sep-2025 10:00 AM,03-Oct-2025 05:00 PM,29-Nov-2025 10:00 AM,"ST and SC Development Deptt||ITDA, Phulbani",PA ITDA PLB_03 of 2025-26,2025_STSCD_118093_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,PA ITDA Phulbani,ITDA Phulbani,AOC,"ST and SC Development Deptt||ITDA, Phulbani",2025_STSCD_118093_2,PA ITDA PLB_03 of 2025-26,Construction of 50 seated Primary School Hostel at Lambabadi AS under Khajuripada Block.,Technical,All bidders are primarily admitted,Jaya Prakash Jena,04-Oct-2025 11:02 AM,,PA ITDA Phulbani,Internal,Members of ITDA Phulbani,Gadardhar Patra,21-Feb-2026 08:20 PM,finsummary_552774.pdf (657.55 KB),1.0,3107092.0,NARAYAN PRADHAN,INR,"16,304,889",1,3105635,LALIT DANDIA,03-Oct-2025 11:47 AM,Rejected-Finance,L2 bidder,21-Feb-2026 08:20 PM,21-Feb-2026,"INR 16,304,889",270.0,Gadardhar Patra,21-Feb-2026 08:24 PM,371narayanpradhanlambabadi.pdf (323.00 KB),PA ITDA Phulbani,Internal,Comittee members of ITDA Phulbani,Jaya Prakash Jena,28-Nov-2025 04:33 PM,29-Nov-2025 10:00 AM,techsummary_552774.pdf (3745.54 KB),Finance,All bidders are admitted for financial evaluation,Jaya Prakash Jena,29-Nov-2025 11:41 AM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial bid,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3107092,NARAYAN PRADHAN,03-Oct-2025 03:29 PM,Accepted-AOC,L1 bidder,21-Feb-2026 08:24 PM,,,,,,,,,,,,,,,,,,,,AOC
