EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"17,151",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"DTCN, TCN, LICENCE, AFFIDAVIT, GSTIN, PAN, BID COST EMD, NO RELATION CERTIFICATE ETC.",CE RW I||RWCIRCLE-SUNABEDA||RW Division Jeypore,Online-05/2025-26,2025_CERWI_122911_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,Repairs to Kundra Fire Station Building for the year 2025-26,Repairs to Kundra Fire Station Building for the year 2025-26,NA ,NA ,"17,15,087",Civil Works - Buildings,NA ,Tender,90.0,30.0,Koraput,764001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, JEYPORE",No ,No,10-Dec-2025 12:00 PM,17-Dec-2025 10:00 AM,10-Dec-2025 12:00 PM,16-Dec-2025 05:00 PM,10-Dec-2025 12:00 PM ,15-Dec-2025 01:00 PM ,10-Dec-2025 12:00 PM,16-Dec-2025 05:00 PM,1.0,ICICI BANK,Divisional Officer,"RURAL WORKS DIVISION, JEYPORE",AOC,14-Feb-2026,"INR 1,457,995",30.0,Jelin Sheela Kerkatta,14-Feb-2026 02:00 PM,wocsKundrafirestation.pdf (1344.00 KB),1,3305459,AKASH BISSOI,16-Dec-2025 03:26 AM,Rejected-Finance,5,14-Feb-2026 01:58 PM,EE,Internal,,Jelin Sheela Kerkatta,14-Feb-2026 01:50 PM,techsummary_570872.pdf (1344.09 KB),EE,Internal,,Jelin Sheela Kerkatta,14-Feb-2026 01:58 PM,finsummary_570872.pdf (1344.09 KB),CE RW I||RWCIRCLE-SUNABEDA||RW Division Jeypore,2025_CERWI_122911_1,Online-05/2025-26,Repairs to Kundra Fire Station Building for the year 2025-26,1.0,3307179.0,DASARATHI SWAIN,INR,"1,457,995",Finance,TENDER OPENED,Debashis Mandal,18-Dec-2025 10:38 AM,,BOQ Comparative Chart,AOC
,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,2,3307179,DASARATHI SWAIN,16-Dec-2025 02:15 PM,Accepted-AOC,Successful,14-Feb-2026 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3308350,DIGAMBAR MUDULI,16-Dec-2025 04:12 PM,Rejected-Finance,10,14-Feb-2026 01:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3307663,JITENDRA KUMAR DAS,16-Dec-2025 04:22 PM,Rejected-Finance,7,14-Feb-2026 01:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3305427,LAXMI NARAYAN BISSOI,16-Dec-2025 02:28 AM,Rejected-Finance,4,14-Feb-2026 01:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3307572,MIHIR KUMAR SADANGI,16-Dec-2025 01:55 PM,Rejected-Finance,6,14-Feb-2026 01:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3304962,PADMAN BISOI,16-Dec-2025 06:10 AM,Rejected-Finance,3,14-Feb-2026 01:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3308034,PRASANT KUMAR BADNAYAK,16-Dec-2025 03:10 PM,Rejected-Finance,8,14-Feb-2026 01:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3308841,RABI KANTA HARIJAN,16-Dec-2025 04:54 PM,Rejected-Finance,11,14-Feb-2026 01:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3308133,SURAJ KUMAR RAY,16-Dec-2025 03:44 PM,Rejected-Finance,9,14-Feb-2026 01:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
