Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Category,Sub Category,Sub Category Description,Format/File,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
24-Feb-2026,"INR 1,440,127",30.0,BIKRAMADITYA MOHAPATRA,24-Feb-2026 01:10 PM,12.pdf (1512.00 KB),1,3316576,AJIT KUMAR SENAPATI,19-Dec-2025 02:41 PM,Rejected-Finance,Not Qualified in lottery system,24-Feb-2026 12:59 PM,Municipal Bodies||Rayagada Municipality,2025_ORULB_122589_12,RGDA-MUN-07/2025-26,Construction RCC drain at Rajesh Naidu house lane Sai nagar in ward no-11.,1.0,3311772.0,GITANJALI BEHERA,INR,"1,440,127",Finance,all are admitted,Kuldeep Kumar,14-Jan-2026 01:52 PM,,BOQ Comparative Chart,CHAIRMAN RAYAGADA MUNICIPALITY,Internal,,BIKRAMADITYA MOHAPATRA,24-Feb-2026 12:59 PM,finsummary_569605.pdf (521.84 KB),CHAIRMAN RAYAGADA MUNICIPALITY,Internal,,BIKRAMADITYA MOHAPATRA,24-Feb-2026 12:48 PM,techsummary_569605.pdf (521.84 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"6,000",0.0,Nil,Nil,No,Municipal Bodies||Rayagada Municipality,RGDA-MUN-07/2025-26,2025_ORULB_122589_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"Executive Officer, Rayagada Municipality.",Rayagada Municipality.,05-Dec-2025 04:30 PM,20-Dec-2025 11:30 AM,05-Dec-2025 04:30 PM,19-Dec-2025 05:30 PM,NA ,NA ,05-Dec-2025 04:30 PM,19-Dec-2025 05:30 PM,1.0,Eligibility Criteria ,E01-Bid Cost ,E01-Bid Cost ,,Construction RCC drain at Rajesh Naidu house lane Sai nagar in ward no-11.,Construction RCC drain at Rajesh Naidu house lane Sai nagar in ward no-11.,Please refer Tender documents. ,NA ,"16,94,068",Civil Works - Others,NA ,Tender,120.0,NA ,Rayagada Munucipality,765001.0,NA ,NA ,NA ,Rayagada Munucipality Office,No ,No,"17,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,2,3316917,ANJAN SABAT,19-Dec-2025 01:26 PM,Rejected-Finance,Not Qualified in lottery system,24-Feb-2026 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,2.0,Eligibility Criteria ,E02-Bid Security ,E02-Bid Security ,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3314920,DILLIP KUMAR SAHU,18-Dec-2025 09:54 PM,Rejected-Finance,Not Qualified in lottery system,24-Feb-2026 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Eligibility Criteria ,E04-Registration Certificate ,E04-Registration Certificate ,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3317533,DURJADHANA MAJHI,19-Dec-2025 03:52 PM,Rejected-Finance,Not Qualified in lottery system,24-Feb-2026 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Eligibility Criteria ,E05-GSTIN ,E05-GSTIN ,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3311772,GITANJALI BEHERA,17-Dec-2025 04:54 PM,Accepted-AOC,at 14.99 percent less,24-Feb-2026 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Legal Document ,01.PAN ,Parmanent Account No. ,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3313209,GUNTAMUKALA GOWRI SANKAR RAO,18-Dec-2025 10:15 AM,Rejected-Finance,Not Qualified in lottery system,24-Feb-2026 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Legal Document ,02.GST ,GSTIN ,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3314966,LAXMIDHAR BISWAL,19-Dec-2025 01:18 PM,Rejected-Finance,Not Qualified in lottery system,24-Feb-2026 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Legal Document ,03.RC ,Registration Certificate ,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3315811,MOHAN KANDHAPANI,19-Dec-2025 04:27 PM,Rejected-Finance,Not Qualified in lottery system,24-Feb-2026 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Schedule ,01.Schedule-A ,Relationship Certificate ,Schedule-A.pdf,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3309355,NANDA KISHOR PRASAD CHOURASIA,17-Dec-2025 01:17 PM,Rejected-Finance,Not Qualified in lottery system,24-Feb-2026 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Schedule ,03.Schedule-E ,Litigation ,Schedule-E.pdf,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3317480,PITTALA YAMUNA,19-Dec-2025 03:43 PM,Rejected-Finance,Not Qualified in lottery system,24-Feb-2026 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Schedule ,04.Schedule-F ,Affidavit ,Schedule-F.pdf,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,11,3315787,RABI NARAYAN MISHRA,18-Dec-2025 10:52 PM,Rejected-Finance,Not Qualified in lottery system,24-Feb-2026 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,12,3310884,RAINA KADRAKA,17-Dec-2025 05:14 PM,Rejected-Finance,Not Qualified in lottery system,24-Feb-2026 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,13,3313931,RAJANI KANTA BEHERA,19-Dec-2025 12:22 AM,Rejected-Finance,Not Qualified in lottery system,24-Feb-2026 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,14,3313025,RAJESH PANDA,18-Dec-2025 07:15 AM,Rejected-Finance,Not Qualified in lottery system,24-Feb-2026 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,15,3315831,RAWALA MAJHI,18-Dec-2025 11:30 PM,Rejected-Finance,Not Qualified in lottery system,24-Feb-2026 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,16,3315892,SABITA MISHRA,19-Dec-2025 12:40 AM,Rejected-Finance,Not Qualified in lottery system,24-Feb-2026 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,17,3314732,SANGRAM KESHAR PATNAIK,18-Dec-2025 04:45 PM,Rejected-Finance,Not Qualified in lottery system,24-Feb-2026 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,18,3312750,SHYAM KUMAR DASH,17-Dec-2025 10:28 PM,Rejected-Finance,Not Qualified in lottery system,24-Feb-2026 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,19,3304950,SMT. ABHILIPSA RATH,15-Dec-2025 06:43 PM,Rejected-Finance,Not Qualified in lottery system,24-Feb-2026 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,20,3316220,SNIGDHA NANDA,19-Dec-2025 10:49 AM,Rejected-Finance,Not Qualified in lottery system,24-Feb-2026 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,21,3314955,SRI BIDYADHAR PRADHANI,18-Dec-2025 06:08 PM,Rejected-Finance,Not Qualified in lottery system,24-Feb-2026 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,22,3313903,SUBHAM PANIGRAHI,18-Dec-2025 01:31 PM,Rejected-Finance,Not Qualified in lottery system,24-Feb-2026 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,23,3313457,SUSHANTA KUMAR DEY,18-Dec-2025 12:00 PM,Rejected-Finance,Not Qualified in lottery system,24-Feb-2026 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,24,3314919,TIRUPATI PRASAD PANIGRAHI,18-Dec-2025 05:43 PM,Rejected-Finance,Not Qualified in lottery system,24-Feb-2026 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
