Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
SE RWD Udala,SE RWD Udala,1.0,ICICI BANK,"22,810",Yes,percentage,1.0%,Nil,Nil,02-Dec-2025 01:00 PM,08-Dec-2025 05:30 PM,02-Dec-2025 01:00 PM,08-Dec-2025 05:00 PM,02-Dec-2025 01:00 PM ,08-Dec-2025 03:00 PM ,02-Dec-2025 01:00 PM,08-Dec-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, EMD, RC, PAN, GSTIN, Affidavits, and other required documents as per DTCN.",Construction of 01 No. F Type Qtr at Salachua PHC in the District of Mayurbhanj.,Construction of 01 No. F Type Qtr at Salachua PHC in the District of Mayurbhanj.,Please refer Tender documents. ,NA ,"22,81,000",Civil Works - Buildings,NA ,Tender,90.0,180.0,"SERW Division, Udala",757041.0,NA ,NA ,NA ,Office of the SE RWD Udala,No ,No,CE RW I||RWCIRCLE-BARIPADA||RW Division Udala,05(Onilne)/RWD/UDALA/2025-26,2025_CERWI_122336_16,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,"CCE RW Circle, Baripada",Internal,,Haripriya Behera,06-Feb-2026 04:24 PM,techsummary_568504.pdf (479.41 KB),SE RWD Udala,Internal,,Haripriya Behera,06-Feb-2026 04:27 PM,finsummary_568504.pdf (479.41 KB),Finance,10 Nos of bidders admitted,Haripriya Behera,06-Feb-2026 04:16 PM,,BOQ Comparative Chart,1,3288881,AJAY KUMAR SETHI,08-Dec-2025 01:49 PM,Rejected-AOC,L1,06-Feb-2026 04:31 PM,CE RW I||RWCIRCLE-BARIPADA||RW Division Udala,2025_CERWI_122336_16,05(Onilne)/RWD/UDALA/2025-26,Construction of 01 No. F Type Qtr at Salachua PHC in the District of Mayurbhanj.,1.0,3276710.0,PATITAPABAN NAIK,INR,"1,939,817.06",06-Feb-2026,"INR 1,939,817.06",180.0,Haripriya Behera,06-Feb-2026 04:31 PM,Salachua16A.pdf (428.00 KB),AOC
,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3288984,ARNAB KUMAR PRADHAN,08-Dec-2025 02:35 PM,Rejected-AOC,L1,06-Feb-2026 04:31 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3288589,BASANTI BEHERA,08-Dec-2025 01:12 PM,Rejected-AOC,L1,06-Feb-2026 04:31 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3284994,"M/S SAI SHREE CONSTRUCTIONS, PROP. SANGYASENI ROUT",06-Dec-2025 08:00 PM,Rejected-AOC,L1,06-Feb-2026 04:31 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3276710,PATITAPABAN NAIK,04-Dec-2025 11:20 AM,Accepted-AOC,L1,06-Feb-2026 04:31 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3285730,PRAMOD KUMAR GIRI,07-Dec-2025 10:10 PM,Rejected-AOC,L1,06-Feb-2026 04:31 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3283139,RANAJIT KUMAR SETHI,07-Dec-2025 11:18 PM,Rejected-AOC,L1,06-Feb-2026 04:31 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3276963,SATYAPRAKASH PRADHAN,06-Dec-2025 05:14 AM,Rejected-AOC,L1,06-Feb-2026 04:31 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3281329,SIBAYA SAMBIT NAYAK,05-Dec-2025 10:01 PM,Rejected-AOC,L1,06-Feb-2026 04:31 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3287919,SUBHASISH PATI,08-Dec-2025 11:38 AM,Rejected-AOC,L1,06-Feb-2026 04:31 PM,,,,,,,,,,,,,,,,AOC
