Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,Tender Document,Prasanna Kumar Pattanaik,05-Feb-2026 06:16 PM,finance_563004.pdf,BOQ Comparative Chart,"DAO, Estimator, Executive Engineer",Internal,,Prasanna Kumar Pattanaik,06-Dec-2025 05:35 PM,06-Dec-2025 06:00 PM,techsummary_563004.pdf (547.80 KB),1,3223021,Akhyaya Kumar Sahu,14-Nov-2025 01:12 PM,Rejected-AOC,1st LOWEST,05-Feb-2026 06:39 PM,05-Feb-2026,"INR 5,932,101.495",90.0,Prasanna Kumar Pattanaik,05-Feb-2026 06:39 PM,WORKORDERGHANTELIROAD.pdf (2544.00 KB),1.0,3228404.0,Kunja Bihari Sahu,INR,"5,932,101.495",Executive Engineer,Internal,,Prasanna Kumar Pattanaik,05-Feb-2026 06:33 PM,finsummary_563004.pdf (676.96 KB),CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-RAYAGADA,2025_CERWI_121004_1,EERWRGD Online 06 2025 26,Maintenance to PWD road Ghatneli in Kolnara Block for the year 2025 26,Technical,Tender documents to be verified,Sujata Hembram,29-Nov-2025 01:05 PM,,AOC,Maintenance to PWD road Ghatneli in Kolnara Block for the year 2025 26,Maintenance to PWD road Ghatneli in Kolnara Block for the year 2025 26,NA ,NA ,"69,79,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Rayagada,765001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, RAYAGADA",No ,No,CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-RAYAGADA,EERWRGD Online 06 2025 26,2025_CERWI_121004_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,Executive Engineer,"RURAL WORKS DIVISION, RAYAGADA",1.0,Fee/PreQual/Technical,.pdf,Affidavit GSTIN PAN RC and other papers as per DTCN,10-Nov-2025 10:00 AM,18-Nov-2025 11:00 AM,10-Nov-2025 10:00 AM,17-Nov-2025 05:00 PM,10-Nov-2025 10:00 AM ,15-Nov-2025 05:00 PM ,10-Nov-2025 10:00 AM,17-Nov-2025 05:00 PM,06-Dec-2025 06:00 PM,"69,790",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,2,3232107,Allapa Ganapati Rao,17-Nov-2025 02:05 PM,Rejected-AOC,1st LOWEST,05-Feb-2026 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3230160,BODEPU SONIA,16-Nov-2025 08:41 PM,Rejected-AOC,1st LOWEST,05-Feb-2026 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3225031,BRAJAMOHAN HIKAKA,15-Nov-2025 10:50 PM,Rejected-AOC,1st LOWEST,05-Feb-2026 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3229991,CHANDRA SEKHAR SAHUKAR,16-Nov-2025 07:25 PM,Rejected-AOC,1st LOWEST,05-Feb-2026 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3227749,DEVENDRA BISOI,15-Nov-2025 03:41 PM,Rejected-AOC,1st LOWEST,05-Feb-2026 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3230008,HRUSIKESH MOHAPATRA,17-Nov-2025 03:13 PM,Rejected-AOC,1st LOWEST,05-Feb-2026 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3231812,KRUSHNA CHANDRA PRUSTY,17-Nov-2025 02:19 PM,Rejected-AOC,1st LOWEST,05-Feb-2026 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3228404,Kunja Bihari Sahu,16-Nov-2025 11:24 AM,Accepted-AOC,AS PER LOTTER WINER,05-Feb-2026 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3229177,MITHUN PATRA,16-Nov-2025 08:40 PM,Rejected-AOC,1st LOWEST,05-Feb-2026 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,11,3231217,MONALISHA PADHY,17-Nov-2025 12:09 PM,Rejected-AOC,1st LOWEST,05-Feb-2026 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,12,3226808,Niranjan Behera,15-Nov-2025 11:48 AM,Rejected-AOC,1st LOWEST,05-Feb-2026 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
