Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
S/R to RD Road to Degaghat road for the year 2025-26,S/R to RD Road to Degaghat road for the year 2025-26,Please refer Tender documents. ,NA ,"25,35,072",Civil Works - Roads,NA ,Tender,90.0,30.0,ROURKELA,769004.0,NA ,NA ,NA ,"Office of the Executive Engineer,RW Division,Rourk",No ,No,"25,350",Yes,fixed,,Nil,Nil,CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Sundargarh II,Online -EERKL-16 of 2025-26,2025_CERWI_121082_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Ececutive Engineer, RW Division,Rourkela","Office of the Executive Engineer,RW Division,Rourk","6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Extention of Time,Other,,1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit, PAN Card, GSTN, Registration Certificate and other documents as per DTCN.",11-Nov-2025 01:00 PM,18-Nov-2025 09:00 AM,11-Nov-2025 01:00 PM,17-Nov-2025 05:00 PM,11-Nov-2025 01:00 PM ,16-Nov-2025 05:00 PM ,11-Nov-2025 01:00 PM,17-Nov-2025 05:00 PM,AOC,02-Feb-2026,"INR 2,155,065",30.0,Dasharathi Sethy,02-Feb-2026 10:27 AM,05.pdf (282.00 KB),Awarded Cost,1,3231987,BALARAM KISPOTTA,17-Nov-2025 01:48 PM,Rejected-AOC,Rejected,02-Feb-2026 10:27 AM,EE/ DAO/ Estimator,Internal,EE/ DAO/ Estimator,Dasharathi Sethy,02-Feb-2026 10:22 AM,techsummary_563378.pdf (281.54 KB),CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Sundargarh II,2025_CERWI_121082_5,Online -EERKL-16 of 2025-26,S/R to RD Road to Degaghat road for the year 2025-26,EE/ DAO/ Estimator,Internal,EE/ DAO/ Estimator,Dasharathi Sethy,02-Feb-2026 10:25 AM,finsummary_563378.pdf (281.54 KB),Finance,6 nos bidders applied,Dasharathi Sethy,02-Feb-2026 10:20 AM,,BOQ Comparative Chart,1.0,3232473.0,PRANATI RANI SAMAL,INR,"2,155,065",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,.xls,BOQ,,,,,,,,,AOC,,,,,,,,2,3227136,BIKAS MUNDARY,15-Nov-2025 12:56 PM,Rejected-AOC,Rejected,02-Feb-2026 10:27 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3230437,HIMANSU SEKHAR PANDA,17-Nov-2025 12:00 PM,Rejected-AOC,Rejected,02-Feb-2026 10:27 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3232275,M/S DEVI CONSTRUCTION,17-Nov-2025 02:34 PM,Rejected-AOC,Rejected,02-Feb-2026 10:27 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3232473,PRANATI RANI SAMAL,17-Nov-2025 03:10 PM,Accepted-AOC,Awarded,02-Feb-2026 10:27 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3226872,SUMIT SAHOO,15-Nov-2025 11:59 AM,Rejected-AOC,Rejected,02-Feb-2026 10:27 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
