Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of tender paper, EMD, APS, PAN, GSTIN, Registration Certificate and other documents as per DTCN","37,820",Yes,fixed,,Nil,Nil,Repair to Haladia Chhak to Narsinghpatana via Brudi Road in the District of Puri for the year 2025-26.,Repair to Haladia Chhak to Narsinghpatana via Brudi Road in the District of Puri for the year 2025-26.,Please refer DTCN. ,NA ,"37,82,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Puri,752001.0,NA ,NA ,NA ,"O/o Superintending Engineer,R.W Division,Puri",No ,No,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,14-Nov-2025 04:00 PM,26-Nov-2025 11:30 AM,14-Nov-2025 04:00 PM,25-Nov-2025 05:00 PM,14-Nov-2025 04:00 PM ,24-Nov-2025 01:30 PM ,14-Nov-2025 04:00 PM,25-Nov-2025 05:00 PM,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-PURI,Online-09 Dt. 10.10.2025,2025_CERWI_121194_29,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"Superintending Engineer,Rural Works Division,Puri","O/o Superintending Engineer,R.W Division,Puri",AOC,"Er.Jyoti Prakash Samal,SE",Internal,"Sri Nitesh kumar Kandhway, Smt. Kshyanaprava Mohanty, Smt. Rina Kumari Sasmal, Smt Ipsita Patra,Sri Raj Kishore Pal",Jyoti Prakash Samal,03-Feb-2026 07:02 PM,techsummary_563957.pdf (1123.76 KB),"Er.Jyoti Prakash Samal,SE",Internal,"Sri Nitesh kumar Kandhway, Smt. Kshyanaprava Mohanty, Smt. Rina Kumari Sasmal, Smt Ipsita Patra,Sri Raj Kishore Pal",Jyoti Prakash Samal,03-Feb-2026 07:17 PM,finsummary_563957.pdf (1123.76 KB),Finance,All bidders are admitted for Finalisation.,Rina Kumari Sasmal,15-Dec-2025 01:10 PM,,BOQ Comparative Chart,03-Feb-2026,"INR 3,776,045",60.0,Jyoti Prakash Samal,03-Feb-2026 07:21 PM,Narasinghpatna.pdf (1124.00 KB),CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-PURI,2025_CERWI_121194_29,Online-09 Dt. 10.10.2025,Repair to Haladia Chhak to Narsinghpatana via Brudi Road in the District of Puri for the year 2025-26.,1.0,3238122.0,Shankar Pujari,INR,"3,210,015",1,3251950,ASWANI KUMAR RAY,24-Nov-2025 06:22 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",03-Feb-2026 07:17 PM,AOC
,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3245521,BADRINATH SWAIN,21-Nov-2025 09:21 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",03-Feb-2026 07:17 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3251375,BISWAJIT SINGH JAGDEV,25-Nov-2025 03:58 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",03-Feb-2026 07:17 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3254507,CHANDAN PRADHAN,25-Nov-2025 03:16 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",03-Feb-2026 07:17 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3247585,DEEPAK KUMAR MAJHI,23-Nov-2025 11:52 AM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",03-Feb-2026 07:17 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3254128,GOPINATH TRADERS,25-Nov-2025 01:33 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",03-Feb-2026 07:17 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3253008,JITENDRA KUMAR UPADHYAYA,25-Nov-2025 09:20 AM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",03-Feb-2026 07:17 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3252350,KAHNU SWAIN,24-Nov-2025 08:52 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",03-Feb-2026 07:17 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3253954,KISHOR BEHERA,25-Nov-2025 03:22 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",03-Feb-2026 07:17 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3254047,MANIKANTHA SAHOO,25-Nov-2025 02:49 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",03-Feb-2026 07:17 PM,AOC
