Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.","Construction of open GYM balance work at Nua sahi, Mausimaa temple front in Ward No.41.","Construction of open GYM balance work at Nua sahi, Mausimaa temple front in Ward No.41.",Please refer Tender documents. ,NA ,"3,03,400",Civil Works - Others,NA ,Tender,60.0,30.0,CMC,753012.0,NA ,NA ,NA ,"Bikash Bhawan,Jagannath Lane,Badambadi-753012",No ,No,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-IINo.16/2025-26,2025_ORULB_118697_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,04-Oct-2025 03:30 PM,15-Oct-2025 09:00 AM,04-Oct-2025 03:30 PM,10-Oct-2025 05:00 PM,NA ,NA ,04-Oct-2025 03:30 PM,10-Oct-2025 05:00 PM,"2,360",0.0,Nil,Nil,No,"Executive Engineer,Div-II","Bikash Bhawan,Jagannath Lane,Badambadi-753012","3,100",Yes,fixed,,Nil,Nil,AOC,1,3121616,AJIT KUMAR BEHERA,10-Oct-2025 12:04 PM,Rejected-AOC,Rejected,28-Feb-2026 12:40 PM,28-Feb-2026,"INR 282,124",30.0,Bharat Kumar Sethi,28-Feb-2026 12:40 PM,chat.pdf (75.00 KB),wo,Deputy Executive Engineer,Internal,Executive Engineer,Bharat Kumar Sethi,28-Feb-2026 12:04 PM,techsummary_554658.pdf (75.49 KB),Deputy Executive Engineer,Internal,Executive Engineer,Bharat Kumar Sethi,28-Feb-2026 12:05 PM,finsummary_554658.pdf (75.49 KB),Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_118697_7,MC(CMC)CTC_Div-IINo.16/2025-26,"Construction of open GYM balance work at Nua sahi, Mausimaa temple front in Ward No.41.",1.0,3116972.0,MIHIR SAHOO (S.C),INR,"282,124",Finance,Two bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Bharat Kumar Sethi,15-Oct-2025 10:58 AM,finance_554658.pdf,BOQ Comparative Chart,AOC
,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,AOC,2,3116972,MIHIR SAHOO (S.C),08-Oct-2025 04:24 PM,Accepted-AOC,Accepted,28-Feb-2026 12:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
