S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,3351366.0,BIO TREND ENERGY PRIVATE LIMITED,INR,"3,200,000",Finance,TECHNICAL EVALUATION,Sudhir Ranjan Mallik,07-Feb-2026 12:20 PM,,BOQ Comparative Chart,DY. Manager MM,Internal,"Mgr DO,Dy MGR CSS, IC MKTG, IC HR",Sudhir Ranjan Mallik,07-Feb-2026 12:33 PM,finsummary_572374.pdf (46.69 KB),Odisha State Co. Milk Producers Federation Ltd.,2025_OMFED_123509_1,MM/141/BRIQUETTE/ 2025-26/43,Supply of Bio-Mass Briquette to Balasore Dairy,DY. Manager MM,Internal,"Mgr DO,Dy MGR CSS, IC MKTG, IC HR",Sudhir Ranjan Mallik,07-Feb-2026 12:30 PM,techsummary_572374.pdf (57.16 KB),07-Feb-2026,"INR 3,200,000",365.0,Sudhir Ranjan Mallik,07-Feb-2026 12:38 PM,BIOTREND.pdf (1879.00 KB),1,3343498,ANKIT KUMAR SINGAL,05-Jan-2026 11:37 AM,Rejected-Technical,NOT A MANUFACTURER,07-Feb-2026 12:30 PM,AOC,1.0,ICICI BANK,Odisha State Co. Milk Producers Federation Ltd.,MM/141/BRIQUETTE/ 2025-26/43,2025_OMFED_123509_1,Yes,Open Tender,Item Rate,Goods,1.0,No,No,Online,No,No,No,20-Dec-2025 10:00 AM,12-Jan-2026 03:00 PM,20-Dec-2025 10:00 AM,12-Jan-2026 02:00 PM,NA ,NA ,20-Dec-2025 10:00 AM,12-Jan-2026 02:00 PM,Supply of Bio-Mass Briquette to Balasore Dairy,Supply of Bio-Mass Briquette to Balasore Dairy,Please refer Tender Document  ,NA ,"32,00,000",Miscellaneous Goods,NA ,Tender,365.0,365.0,BALASORE,756019.0,NA ,NA ,NA ,"D2, Sahid Nagar, BBSR",No ,No,590.0,0.0,Nil,Nil,No,Managing Director,"D2, Sahid Nagar, BBSR",1.0,Fee/PreQual/Technical/Finance,.pdf,"The Tender Paper Cost, EMD, Copy of GST, PAN, GST RETURN,IT Return, Turnover Certificate","65,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3349026,Bhoomi Bio Products Private Limited,12-Jan-2026 12:42 PM,Rejected-Technical,INSFFICENT DOCUMENT,07-Feb-2026 12:30 PM,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3351366,BIO TREND ENERGY PRIVATE LIMITED,12-Jan-2026 12:26 PM,Accepted-AOC,L1,07-Feb-2026 12:38 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3347005,GOLDY ENTERPRISES,08-Jan-2026 05:16 PM,Rejected-Technical,NOT A MANUFACTURER,07-Feb-2026 12:30 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3343543,LAXMI BIO COAL,06-Jan-2026 05:34 PM,Rejected-Finance,L2,07-Feb-2026 12:33 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3344715,M/S R.K. AGRAWAL,05-Jan-2026 04:52 PM,Rejected-Finance,L4,07-Feb-2026 12:33 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3351548,PUNJAB RENEWABLE ENERGY SYSTEMS PRIVATE LIMITED,12-Jan-2026 01:52 PM,Rejected-Finance,L3,07-Feb-2026 12:33 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3351254,SHIVANI RESOURCES PVT. LTD.,12-Jan-2026 12:07 PM,Rejected-Technical,NOT A MANUFACTURER,07-Feb-2026 12:30 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3351489,SHRUTEE ENTERPRISES,12-Jan-2026 01:40 PM,Rejected-Technical,NOT A MANUFACTURER,07-Feb-2026 12:30 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
