Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"Executive Officer, Gopalpur NAC","Executive Officer, Gopalpur NAC","4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,24-Nov-2025 10:00 AM,05-Dec-2025 11:00 AM,24-Nov-2025 10:00 AM,03-Dec-2025 04:00 PM,NA ,NA ,24-Nov-2025 10:00 AM,03-Dec-2025 04:00 PM,Construction of First Floor Additional Building situated near Aahar Kendra under Gopalpur NAC,Construction of First Floor Additional Building situated near Aahar Kendra under Gopalpur NAC,Please refer Tender documents. ,NA ,"7,70,351",Civil Works - Others,NA ,Tender,90.0,NA ,Gopalpur,760010.0,NA ,NA ,NA ,"Executive Officer, Gopalpur NAC",No ,No,"7,705",Yes,fixed,,Nil,Nil,Municipal Bodies||Gopalpur NAC,GPN-NAC-04/2025-26,2025_ORULB_121796_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit, RC, GST, PAN and all other Document as per DTCN",AOC,04-Feb-2026,"INR 654,856",90.0,Manajita Rath,04-Feb-2026 06:48 PM,Agreement.PDF (145.00 KB),1,3272311,DHIREN KUMAR SETHY,02-Dec-2025 01:17 PM,Rejected-AOC,Reject,04-Feb-2026 06:49 PM,Manajita Ratha,Internal,,Manajita Rath,04-Feb-2026 06:26 PM,techsummary_566476.pdf (68.33 KB),Manajita Ratha,Internal,,Manajita Rath,04-Feb-2026 06:38 PM,finsummary_566476.pdf (132.52 KB),Municipal Bodies||Gopalpur NAC,2025_ORULB_121796_5,GPN-NAC-04/2025-26,Construction of First Floor Additional Building situated near Aahar Kendra under Gopalpur NAC,1.0,3269029.0,KAILASH NAYAK,INR,"654,856",Finance,Five Bidders are participated and all are Technically accepted,Manajita Rath,06-Dec-2025 11:39 AM,,BOQ Comparative Chart,AOC
,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,AOC,,,,,,,2,3263911,G Kamaraju Reddy,03-Dec-2025 07:03 AM,Rejected-AOC,Reject,04-Feb-2026 06:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3269029,KAILASH NAYAK,03-Dec-2025 09:59 AM,Accepted-AOC,Accept,04-Feb-2026 06:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3269587,M SURESH REDDY,02-Dec-2025 06:37 PM,Rejected-AOC,Reject,04-Feb-2026 06:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3272792,V Padmaja,02-Dec-2025 08:02 PM,Rejected-AOC,Reject,04-Feb-2026 06:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
