Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,12-Nov-2025 02:00 PM,27-Nov-2025 11:00 AM,12-Nov-2025 02:00 PM,26-Nov-2025 05:30 PM,NA ,NA ,12-Nov-2025 02:00 PM,26-Nov-2025 05:30 PM,Construction of KGBV Hostel building at Ratansahi High School under Tiring Block.,Construction of KGBV Hostel building at Ratansahi High School under Tiring Block.,As per tender documents. ,NA ,"82,92,387",Civil Works - Buildings,NA ,Tender,90.0,270.0,Ratansahi High School,757053.0,NA ,NA ,NA ,"ITDA, Rairangpur",No ,No,ST and SC Development Deptt||ITDA Rairangpur,TCN032025-26,2025_STSCD_121112_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"82,924",Yes,percentage,1.0%,Nil,Nil,"Project Administrator, ITDA, Rairangpur","At-Ward No-03, Mandir Sahi, PO/PS-Rairangpur, Dist-Mayurbhanj",AOC,JogaranjanNayak,Mixed,JogaranjanNayakPAITDAAmarNathSubudhiAEEstimatroGulsandevMarkamAEEJnanendraKumarSamalADWOManojkumarBindhaniJEPrakashRanjanDuttaSOKshirodChandraDhalSRA,GULSAN DEB MARKAM,06-Feb-2026 09:46 PM,finsummary_563609.pdf (589.58 KB),JogaranjanNayak,Mixed,JogaranjanNayakPAITDAAmarNathSubudhiAEEstimatroGulsandevMarkamAEEJnanendraKumarSamalADWOManojkumarBindhaniJEPrakashRanjanDuttaSOKshirodChandraDhalSRA,GULSAN DEB MARKAM,06-Feb-2026 09:42 PM,techsummary_563609.pdf (589.58 KB),06-Feb-2026,"INR 7,049,358.19",270.0,GULSAN DEB MARKAM,06-Feb-2026 10:01 PM,AOCDetails032526.pdf (3115.00 KB),Kamalakanta Nayak B Class Diploma Engineer Contractor selected as valid and L1 in transparent lottery system and he has been deposited APSD as per OPWD Code and work order has been issued accordingly,ST and SC Development Deptt||ITDA Rairangpur,2025_STSCD_121112_10,TCN032025-26,Construction of KGBV Hostel building at Ratansahi High School under Tiring Block.,1.0,3256902.0,KAMALA KANTA NAYAK,INR,"7,049,358.19",1,3238118,JITENDRA MANDAL,19-Nov-2025 02:15 PM,Rejected-AOC,L1,06-Feb-2026 10:01 PM,Finance,Accepted this tender Work SI.No. 10 of Bid Identification No. 03/2025-26 due to more than one bidders are participating. Evaluation or scrutinization is to be taken up after opening of technical bid with all criteria.,GULSAN DEB MARKAM,06-Feb-2026 09:33 PM,finance_563609.pdf,BOQ Comparative Chart,AOC
,,.xls,Bill of Quantity,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3244261,Jujhar Murmu,21-Nov-2025 02:00 PM,Rejected-AOC,L1,06-Feb-2026 10:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3256902,KAMALA KANTA NAYAK,26-Nov-2025 01:01 PM,Accepted-AOC,Lottery Winner L1,06-Feb-2026 10:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3245780,KISHOR KUMAR PATRA,22-Nov-2025 09:40 AM,Rejected-AOC,L1,06-Feb-2026 10:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3251331,MANARANJAN MANDAL,24-Nov-2025 04:05 PM,Rejected-AOC,L1,06-Feb-2026 10:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3255345,RAMESH KUMAR PURTY,25-Nov-2025 07:52 PM,Rejected-AOC,L1,06-Feb-2026 10:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3256542,SAROJ KUMAR PARIDA,26-Nov-2025 11:53 AM,Rejected-AOC,L1,06-Feb-2026 10:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3243837,SHRITAM GIRI,23-Nov-2025 11:05 AM,Rejected-AOC,L1,06-Feb-2026 10:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3257257,SMRUTI SOURABHA NAYAK,26-Nov-2025 02:00 PM,Rejected-AOC,L1,06-Feb-2026 10:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3253629,SRI SAPAN KUMAR MOHANTA,25-Nov-2025 12:21 PM,Rejected-AOC,L1,06-Feb-2026 10:01 PM,,,,,,,AOC
