Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
23-Oct-2024 06:00 PM,07-Nov-2024 12:30 PM,23-Oct-2024 06:00 PM,06-Nov-2024 05:30 PM,NA ,NA ,23-Oct-2024 06:00 PM,06-Nov-2024 05:30 PM,26-Nov-2024 11:30 AM,"Improvement to Bhiteribediguba MIP in Bhanjanagar Block of Ganjam District under Repair, Renovation and Restoration","Improvement to Bhiteribediguba MIP in Bhanjanagar Block of Ganjam District under Repair, Renovation andRestoration",Please refer Tender documents. ,NA ,"1,21,00,000",Civil Works - Others,Improvement to MIP ,Tender,90.0,330.0,Bhanjanagar,761126.0,NA ,NA ,NA ,"O/o the Addl. Chief Engineer, M.I. Circle, Phulban",No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Valid CDMS,GST,PAN, Reg certificate,No relation, Affidavits other documents as perDTCN","10,000",0.0,Nil,Nil,No,"O/o the Addl. Chief Engineer, M.I. Circle, Phulban","O/o the Addl. Chief Engineer, M.I. Circle, Phulbani","1,21,000",Yes,fixed,,Nil,Nil,"CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani",No. ACEPMIC-03/2024-25,2024_CEMIB_105948_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,1,2625109,ALOKNATH PATI,06-Nov-2024 05:14 PM,Rejected-AOC,Not qualified,28-Feb-2026 09:26 PM,28-Feb-2026,"INR 10,254,136",330.0,Guna Nidhi Pariga,28-Feb-2026 09:26 PM,BhitiribedigobaMIP.pdf (702.00 KB),AOC,Finance,Bid opening summary,Guna Nidhi Pariga,23-Feb-2026 05:50 PM,finance_511326.pdf,BOQ Comparative Chart,"Additional Chief Engineer, PMIC, Phulbani",Internal,"Additional Chief Engineer, PMIC, Phulbani Asst. to Additional Chief Engineer, PMIC, Phulbani Superintending Engineer, M.I. Division, Bhanjanagar Divisional Accountant Officer, M.I. Division, Bhanjanag",Guna Nidhi Pariga,24-Nov-2024 12:43 PM,26-Nov-2024 11:30 AM,techsummary_511326.pdf (1264.16 KB),"Additional Chief Engineer, PMIC, Phulbani",Internal,"Asst. to ACE, PMIC, Phulbani SE, M.I. Division, Bhanjanaga, SE M.I. Division, Kandhamal, SE, DAO, M.I. Division, Kandhamal, M.I. Division, Bhanjanagar, Assistant Engineer Estimator, PMIC, Phulbani",Guna Nidhi Pariga,23-Feb-2026 06:17 PM,finsummary_511326.pdf (1264.16 KB),"CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani",2024_CEMIB_105948_2,No. ACEPMIC-03/2024-25,"Improvement to Bhiteribediguba MIP in Bhanjanagar Block of Ganjam District under Repair, Renovation and Restoration",Technical,Bid opening summary,Guna Nidhi Pariga,24-Nov-2024 12:35 PM,technical_511326.pdf,1.0,2624633.0,PADMALOCHAN PRADHAN,INR,"10,254,136",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2624604,ASHUTOSH BARIK,06-Nov-2024 03:54 PM,Rejected-AOC,Not qualified,28-Feb-2026 09:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2624859,ASUTOSH PRADHAN,06-Nov-2024 04:26 PM,Rejected-AOC,Not qualified,28-Feb-2026 09:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2617512,MANASI BEHERA,06-Nov-2024 03:25 PM,Rejected-AOC,Not qualified,28-Feb-2026 09:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2624897,"MANORAMA TRADE LINK, PROP-ASWINI KUMAR ACHARYA",06-Nov-2024 04:38 PM,Rejected-AOC,Not qualified,28-Feb-2026 09:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2609361,MUKESH PATRA,03-Nov-2024 01:30 PM,Rejected-AOC,Not qualified,28-Feb-2026 09:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2624633,PADMALOCHAN PRADHAN,06-Nov-2024 04:25 PM,Accepted-AOC,Awarded through Lottery,28-Feb-2026 09:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2595431,PADMA NAVA RANA,27-Oct-2024 11:27 PM,Rejected-AOC,Not qualified,28-Feb-2026 09:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2603156,PRABHAT KUMAR SAHU,04-Nov-2024 12:05 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,24-Nov-2024 12:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2623427,PRABIN KUMAR DALABEHERA,06-Nov-2024 12:55 PM,Rejected-AOC,Not qualified,28-Feb-2026 09:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
