Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Sambalpur,EEOLICSBP-03/2025-26,2025_OLIC_121603_77,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"7,080",0.0,Nil,Nil,No,"E.E. L.I. Division, Sambalpur","E.E. L.I. Division, Sambalpur, Binakhandi",21-Nov-2025 10:00 AM,02-Dec-2025 10:00 AM,21-Nov-2025 10:00 AM,01-Dec-2025 05:00 PM,21-Nov-2025 10:00 AM ,30-Nov-2025 05:00 PM ,21-Nov-2025 10:00 AM,01-Dec-2025 05:00 PM,20-Dec-2025 05:00 PM,1.0,Fee/PreQual/Technical,.pdf,"Tender cost, Registration Certificate, PAN, Affidavits, Undertaking, Other documents",1.0,ICICI BANK,"10,408",Yes,percentage,1.0%,Nil,Nil,Reinforcement of Baghiaberna-II and Karangamal L.I. Project under Jamankira block in Sambalpur District,Reinforcement of Baghiaberna-II and Karangamal L.I. Project under Jamankira block in Sambalpur District,Please refer Tender documents. ,NA ,"10,40,755",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,Jamankira,768107.0,NA ,NA ,NA ,"O/o E.E. L.I. Division, Sambalpur",No ,No,AOC,Chitaranjan Pradhan,Internal,"Satyanarayan Nahak, Sanjib Kumar Bag, Ratucharan Besra",CHITARANJAN PRADHAN,28-Feb-2026 12:07 PM,finsummary_566067.pdf (430.21 KB),Technical,Tender Open,CHITARANJAN PRADHAN,02-Dec-2025 11:13 AM,,Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Sambalpur,2025_OLIC_121603_77,EEOLICSBP-03/2025-26,Reinforcement of Baghiaberna-II and Karangamal L.I. Project under Jamankira block in Sambalpur District,1.0,3268147.0,ADVIK CONSTRUCTIONS PROP-ALIN KUMAR NAYAK,INR,"884,745.48",1,3268147,ADVIK CONSTRUCTIONS PROP-ALIN KUMAR NAYAK,30-Nov-2025 06:27 PM,Accepted-AOC,Award of Contract,28-Feb-2026 12:41 PM,28-Feb-2026,"INR 884,745.48",90.0,CHITARANJAN PRADHAN,28-Feb-2026 12:41 PM,77.pdf (866.00 KB),Agreement Done,Finance,Financial Open,CHITARANJAN PRADHAN,20-Dec-2025 06:17 PM,finance_566067.pdf,BOQ Comparative Chart,Chitaranjan Pradhan,Internal,"Satyanarayan Nahak, Sanjib Bag, Ratucharan Besra",CHITARANJAN PRADHAN,20-Dec-2025 10:41 AM,20-Dec-2025 05:00 PM,techsummary_566067.pdf (651.68 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3264743,NAYAK AND BHOTHARS,28-Nov-2025 05:55 PM,Rejected-AOC,Not Award of Contract,28-Feb-2026 12:41 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3270148,N GOPAL KRISHNA,01-Dec-2025 04:20 PM,Rejected-AOC,Not Award of Contract,28-Feb-2026 12:41 PM,,,,,,,,,,,,,,,,,,,,,AOC
