Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Executive Officer,Internal,Assistant Engineer,BALAYA DEHURY,26-Feb-2026 03:52 PM,techsummary_576607.pdf (224.03 KB),26-Feb-2026,"INR 673,300.1",30.0,BALAYA DEHURY,26-Feb-2026 04:09 PM,workorder7.pdf (1278.00 KB),work order,1,3371055,AJAYA KUMAR ROUT,28-Jan-2026 07:27 PM,Rejected-AOC,Rejected,26-Feb-2026 04:09 PM,1.0,3375347.0,TARAMANI SETHI,INR,"673,300.1",Finance,Sixteen bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidder to be verified,BALAYA DEHURY,06-Feb-2026 11:57 AM,finance_576607.pdf,BOQ Comparative Chart,Executive Officer,Internal,ASSISTANT ENGINEER,BALAYA DEHURY,26-Feb-2026 03:58 PM,finsummary_576607.pdf (224.03 KB),Municipal Bodies||Athgarh NAC,2026_ORULB_124740_7,ATH-NAC-04/2025-26,Construction of road from Pramod Kumar Nath house to Mayadhar Behera house via.Pradeep Kumar Sahoo house in ward no.15,AOC,EXECUTIVE OFFICER NAC ATHGARH,Athgarh NAC,Municipal Bodies||Athgarh NAC,ATH-NAC-04/2025-26,2026_ORULB_124740_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,822",Yes,fixed,,Nil,Nil,"4,720",0.0,Nil,Nil,No,1.0,ICICI BANK,Construction of road from Pramod Kumar Nath house to Mayadhar Behera house via.Pradeep Kumar Sahoo house in ward no.15,Construction of road from Pramod Kumar Nath house to Mayadhar Behera house via.Pradeep Kumar Sahoo house in ward no.15,Please refer Tender documents. ,NA ,"6,82,168",Civil Works - Roads,NA ,Tender,30.0,NA ,ATHGARH,754029.0,NA ,NA ,NA ,ATHGARH NAC,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,20-Jan-2026 11:00 AM,03-Feb-2026 11:00 AM,20-Jan-2026 11:00 AM,31-Jan-2026 05:00 PM,NA ,NA ,20-Jan-2026 11:00 AM,31-Jan-2026 05:00 PM,AOC
,,,,,,,,,,,,,2,3375111,Bighneswar Nayak,31-Jan-2026 12:13 PM,Rejected-AOC,Rejected,26-Feb-2026 04:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,AOC
,,,,,,,,,,,,,3,3366289,BISWAJIT SETHY,29-Jan-2026 08:39 PM,Rejected-AOC,Rejected,26-Feb-2026 04:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3374410,BODHINATH JAGADISH CHANDRA,30-Jan-2026 10:28 PM,Rejected-AOC,Rejected,26-Feb-2026 04:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3364446,GYANARANJAN SAHANI,23-Jan-2026 09:01 PM,Rejected-AOC,Rejected,26-Feb-2026 04:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3374512,HAREKRUSHNA DAS,30-Jan-2026 04:04 PM,Rejected-AOC,Rejected,26-Feb-2026 04:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3364109,JIBAN RANJAN MOHANTY,23-Jan-2026 12:19 PM,Rejected-AOC,Rejected,26-Feb-2026 04:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3365683,KHITISH PRASAD ROUT,26-Jan-2026 10:08 AM,Rejected-AOC,Rejected,26-Feb-2026 04:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3364686,"M/S. AMIT CONSTRUCTION, PROP. AMIT MOHAMANSINGH",24-Jan-2026 01:40 PM,Rejected-AOC,Rejected,26-Feb-2026 04:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3363960,M/S. RAJ RIYANSH CONSTRUCTIONS,22-Jan-2026 07:13 PM,Rejected-AOC,Rejected,26-Feb-2026 04:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,11,3374062,NARESH KUMAR ROUT,30-Jan-2026 01:44 PM,Rejected-AOC,Rejected,26-Feb-2026 04:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,12,3374771,Pradyumna Mohanty,31-Jan-2026 11:33 AM,Rejected-AOC,Rejected,26-Feb-2026 04:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,13,3375093,RASHMI RANJAN PANDA,31-Jan-2026 12:02 PM,Rejected-AOC,Rejected,26-Feb-2026 04:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,14,3364924,TAPAS CHANDRA PARIDA,24-Jan-2026 06:50 PM,Rejected-AOC,Rejected,26-Feb-2026 04:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,15,3375347,TARAMANI SETHI,31-Jan-2026 02:05 PM,Accepted-AOC,Accepted,26-Feb-2026 04:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,16,3374733,UTKALIKA MARTHA,30-Jan-2026 07:05 PM,Rejected-AOC,Rejected,26-Feb-2026 04:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
