Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Superintending Engineer,"RURAL WORKS DIVISION, SUNABEDA",12-Dec-2025 11:00 AM,20-Dec-2025 11:00 AM,12-Dec-2025 11:00 AM,19-Dec-2025 05:00 PM,12-Dec-2025 11:00 AM ,18-Dec-2025 05:00 PM ,12-Dec-2025 11:00 AM,19-Dec-2025 05:00 PM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid cost, EMD, Registration certificate, GST, PAN, Non relation certificate, others as per DTCN",CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-SUNABEDA,SERWSBD Online 06 2025 26,2025_CERWI_123092_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,R.D. Road Kamel to Audipada_Road_0_000 to 0_600 for the year 2024-25,R.D. Road Kamel to Audipada_Road_0_000 to 0_600 for the year 2024-25,NA ,NA ,"9,96,898",Civil Works - Roads,NA ,Tender,90.0,60.0,Sunabeda,763001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, SUNABEDA",No ,No,"10,000",Yes,fixed,,Nil,Nil,AOC,1,3304693,Balabhadra Khillo,16-Dec-2025 06:26 PM,Rejected-AOC,Not Qualified,10-Feb-2026 02:03 PM,10-Feb-2026,"INR 847,463",60.0,Avijit Barik,10-Feb-2026 02:03 PM,Tkamel.pdf (418.00 KB),Superintending Engineer,Internal,,Avijit Barik,10-Feb-2026 01:34 PM,techsummary_571412.pdf (417.76 KB),CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-SUNABEDA,2025_CERWI_123092_1,SERWSBD Online 06 2025 26,R.D. Road Kamel to Audipada_Road_0_000 to 0_600 for the year 2024-25,Superintending Engineer,Internal,,Avijit Barik,10-Feb-2026 01:37 PM,finsummary_571412.pdf (406.21 KB),Finance,Bid opening,Avijit Barik,10-Feb-2026 01:33 PM,finance_571412.pdf,BOQ Comparative Chart,1.0,3315262.0,BISHNU PRIYA MOHARAN,INR,"847,463",AOC
,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3315262,BISHNU PRIYA MOHARAN,19-Dec-2025 11:15 AM,Accepted-AOC,Qualified,10-Feb-2026 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3312174,JANHABI ACHARYA,17-Dec-2025 08:25 PM,Rejected-AOC,Not Qualified,10-Feb-2026 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3315563,MANAS KUMAR PANDA,19-Dec-2025 10:29 AM,Rejected-AOC,Not Qualified,10-Feb-2026 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3315325,SITARAM DASH,18-Dec-2025 09:37 PM,Rejected-AOC,Not Qualified,10-Feb-2026 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3316670,SITARAM GADANGA,19-Dec-2025 03:37 PM,Rejected-AOC,Not Qualified,10-Feb-2026 02:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
