EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"2,000",Yes,percentage,1.0%,Nil,Nil,E Type Qtr at Nirakarpur,E Type Qtr at Nirakarpur,Please refer Tender documents. ,NA ,"2,00,000",Civil Works - Buildings,NA ,Tender,90.0,60.0,S.E. R.W. Divn. BBSR,751013.0,NA ,NA ,NA ,O/o S.E. R.W. Divn. BBSR,No ,No,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,Tender Online Divn. BBSR - 23/2025-26,2025_CERWI_121224_21,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,15-Nov-2025 10:00 AM,21-Nov-2025 11:00 AM,15-Nov-2025 10:00 AM,20-Nov-2025 05:00 PM,NA ,NA ,15-Nov-2025 10:00 AM,20-Nov-2025 05:00 PM,600.0,0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Cost EMD GSTIN PAN Contractor RC Affidavits undertakings and any other document as per DTCN,S.E. R.W. Divn. BBSR,O/o S.E. R.W. Divn. BBSR,AOC,SE RWD BBSR,Internal,Sr DAO AEE and Estimator,Nirmal Chandra Jena,04-Feb-2026 04:54 PM,techsummary_564340.pdf (985.75 KB),SE RWD BBSR,Internal,Sr DAO AEE and Estimator,Nirmal Chandra Jena,04-Feb-2026 04:57 PM,finsummary_564340.pdf (985.75 KB),Finance,11 nos of bidder are participated,Shrabani Routray,22-Nov-2025 12:15 PM,,BOQ Comparative Chart,04-Feb-2026,"INR 168,893.72",60.0,Nirmal Chandra Jena,04-Feb-2026 05:00 PM,nirakarpurEType.pdf (986.00 KB),AoC,1,3239832,AJAY KUMAR BEHERA,19-Nov-2025 10:40 PM,Rejected-Technical,Quoted rate,04-Feb-2026 04:54 PM,1.0,3241673.0,PURNA CHANDRA BEHERA,INR,"168,893.72",CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,2025_CERWI_121224_21,Tender Online Divn. BBSR - 23/2025-26,E Type Qtr at Nirakarpur,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,.xls,BoQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,3239218,ANR CONSTRUCTION,19-Nov-2025 06:47 PM,Rejected-Technical,Quoted rate,04-Feb-2026 04:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,3241906,ASISH KUMAR RAUTARAY,20-Nov-2025 03:23 PM,Rejected-Technical,Quoted rate,04-Feb-2026 04:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4,3238909,BIBHUTIBHUSAN PALATASINGH,19-Nov-2025 05:03 PM,Rejected-Technical,Quoted rate,04-Feb-2026 04:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5,3239299,DEBASIS ROUTARAY,19-Nov-2025 06:38 PM,Rejected-Technical,Quoted rate,04-Feb-2026 04:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,6,3240961,JAGANNATH BEHERA,20-Nov-2025 12:48 PM,Rejected-Technical,Quoted rate,04-Feb-2026 04:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,7,3241417,PRADIP KUMAR DAS,20-Nov-2025 01:42 PM,Rejected-Technical,Quoted rate,04-Feb-2026 04:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,8,3238545,PRAVASINI RAUTRAY,19-Nov-2025 03:44 PM,Rejected-Technical,Quoted rate,04-Feb-2026 04:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,9,3241673,PURNA CHANDRA BEHERA,20-Nov-2025 02:24 PM,Accepted-AOC,L1 Bidder,04-Feb-2026 05:00 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,10,3241088,SASMITA PANDA,20-Nov-2025 01:19 PM,Rejected-Technical,Quoted rate,04-Feb-2026 04:54 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,11,3236508,Sri Sarbeswar Sahoo,20-Nov-2025 01:43 PM,Rejected-Technical,Quoted rate,04-Feb-2026 04:54 PM,,,,,,,,,,AOC
