Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Construction of Balanibasa Check Dam (RG020030) in Chandrapur Block of Rayagada District under MATY for the year 2025-26,Construction of Balanibasa Check Dam (RG020030) in Chandrapur Block of Rayagada District under MATY for the year 2025-26,Please refer Tender documents. ,NA ,"46,30,583",Civil Works - Others,NA ,Tender,90.0,120.0,Rayagada,765001.0,NA ,NA ,NA ,"O/o S.E, M.I Division, Rayagada",No ,No,1.0,ICICI BANK,04-Dec-2025 10:00 AM,19-Dec-2025 11:00 AM,04-Dec-2025 10:00 AM,18-Dec-2025 05:00 PM,04-Dec-2025 10:00 AM ,18-Dec-2025 05:00 PM ,04-Dec-2025 10:00 AM,18-Dec-2025 05:00 PM,"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE,MI Divn, Malkangir",SEMIDRGD - 03/2025-26,2025_CEMIB_122327_6,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"46,400",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,"6,000",0.0,Nil,Nil,No,"S.E, M.I Division, Rayagada","O/o S.E, M.I Division, Rayagada",AOC,Superintending Engineer,Internal,"Superintending Engineer, Asst. Executive Engineer (Estimator), Divisional Accounts Officer",Nihar Ranjan Behera,09-Feb-2026 06:38 PM,finsummary_568341.pdf (949.97 KB),"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE,MI Divn, Malkangir",2025_CEMIB_122327_6,SEMIDRGD - 03/2025-26,Construction of Balanibasa Check Dam (RG020030) in Chandrapur Block of Rayagada District under MATY for the year 2025-26,1.0,3313962.0,SWAGATIKA BHUYAN,INR,"3,936,458.74",Finance,"The Tender has been opened for the tender ID 2025_CEMIB_122327_6. 19 Nos. of bidders found for the work. After verification of all Bids documents, qualified bidders moved to further tender process.",Bijaya Kumar Parida,19-Dec-2025 08:52 PM,finance_568341.pdf,BOQ Comparative Chart,09-Feb-2026,"INR 3,936,458.74",120.0,Nihar Ranjan Behera,09-Feb-2026 07:51 PM,Balanibasa.pdf (603.00 KB),Successful bidder in the Transparent Lottery. Deposited APSD and EMD and ISD Amounts,1,3310956,AJIT KUMAR BEHERA,17-Dec-2025 07:18 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,09-Feb-2026 07:51 PM,Superintending Engineer,Internal,,Nihar Ranjan Behera,26-Dec-2025 04:18 PM,techsummary_568341.pdf (949.97 KB),AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3312465,Akhyaya Kumar Sahu,17-Dec-2025 08:50 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,09-Feb-2026 07:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,RC PAN GSTIN Affidavit regarding Authenticity No Relation and litigation debarring certificate etc,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3312188,Anil Kumar Malik,17-Dec-2025 07:18 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,09-Feb-2026 07:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3291251,ARUN KUMAR NAYAK,14-Dec-2025 07:45 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,09-Feb-2026 07:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3313663,BADAL KUMAR MADALA,18-Dec-2025 02:05 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,09-Feb-2026 07:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3312343,BHUJABALA DAKUA,17-Dec-2025 07:56 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,09-Feb-2026 07:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3293866,CHINMAY NAYAK,10-Dec-2025 10:41 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,09-Feb-2026 07:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3312588,DEBASIS DEVATA,17-Dec-2025 09:06 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,09-Feb-2026 07:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3313114,DIGAMBAR GOUDA,18-Dec-2025 09:35 AM,Rejected-Technical,Not Qualified Due to GSTIN INACTIVE,26-Dec-2025 04:18 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3306218,Kumar Gouda,16-Dec-2025 01:09 PM,Rejected-AOC,Unsuccessful bidder in the Transparent Lottery,09-Feb-2026 07:51 PM,,,,,,,AOC
