Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
Finance,It will be finalized by the Tender Committee,LAXMAN KUMAR MURMU,24-Dec-2025 11:48 AM,,BOQ Comparative Chart,1.0,3310650.0,TURANGI SREERAMULU,INR,"427,243",Municipal Bodies||Parlakhemundi Municipal Council,2025_ORULB_122577_24,05/PKDM-2025-26,"Construction of Cultural Mandap at New Kampo Street-3, Ward No.12",1,3312758,SHRI JYOTISH KALINGA,18-Dec-2025 12:49 PM,Rejected-AOC,L2,26-Feb-2026 11:40 AM,26-Feb-2026,"INR 427,243",60.0,LAXMAN KUMAR MURMU,26-Feb-2026 11:40 AM,24.pdf (545.00 KB),"Nirmala Sethy, Chairperson, Paralakhemundi Municipality",Internal,"Executive Officer, Municipal Engineer, Accountant, APD(F) Zilla Parishad, Gajapati",LAXMAN KUMAR MURMU,26-Feb-2026 11:21 AM,techsummary_569488.pdf (2567.05 KB),"Nirmala Sethy, Chairperson, Paralakhemundi Municipality",Internal,"Executive Officer, Municipal Engineer, Accountant, APD(F) Zilla Parishad, Gajapati",LAXMAN KUMAR MURMU,26-Feb-2026 11:38 AM,finsummary_569488.pdf (2567.05 KB),AOC,06-Dec-2025 10:00 AM,19-Dec-2025 11:00 AM,06-Dec-2025 10:00 AM,18-Dec-2025 05:00 PM,NA ,NA ,06-Dec-2025 10:00 AM,18-Dec-2025 05:00 PM,1,ICICI BANK,"4,272",Yes,fixed,,Nil,Nil,"Construction of Cultural Mandap at New Kampo Street-3, Ward No.12",Construction of Cultural Mandap,Please refer Tender documents. ,NA ,"4,27,243",Civil Works - Others,NA ,Tender,90.0,60.0,Paralakhemundi Municipality,761200.0,NA ,NA ,NA ,Paralakhemundi Municipality,No ,No,"Executive Officer, Paralakhemundi Municipality","Executive Officer, Paralakhemundi Municipality","2,000",0.0,Nil,Nil,No,Municipal Bodies||Parlakhemundi Municipal Council,05/PKDM-2025-26,2025_ORULB_122577_24,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT AND DTCN,AOC
,,,,,,,,,,,,,,,2,3310650,TURANGI SREERAMULU,17-Dec-2025 12:26 PM,Accepted-AOC,L1,26-Feb-2026 11:40 AM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
