S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1,ICICI BANK,16-Dec-2025 06:00 PM,23-Dec-2025 11:00 AM,16-Dec-2025 06:00 PM,22-Dec-2025 05:00 PM,16-Dec-2025 06:00 PM ,22-Dec-2025 04:00 PM ,16-Dec-2025 06:00 PM,22-Dec-2025 05:00 PM,"12,708",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-BARGARH,Online-BGH-20 of 2025-26,2025_CERWI_123184_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Barpada to Pankeldadar Road,Road Works,Please refer Tender documents. ,NA ,"12,70,799",Civil Works - Roads,NA ,Tender,90.0,90.0,Bargarh,768028.0,NA ,NA ,NA ,"EXECUTIVE ENGINEER RURAL WORKS DIVISION, BARAGARH",No ,No,Executive Engineer,"EXECUTIVE ENGINEER RURAL WORKS DIVISION, BARAGARH","6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, PAN Card, Valid GSTIN, Affidavit, No Relation Certificate As per DTCN.",AOC,Executive Engineer,Internal,"EE,DAO,EE Estimator, AE Estimator",Kumarmani Kishan,02-Feb-2026 07:39 AM,finsummary_571622.pdf (192.45 KB),CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-BARGARH,2025_CERWI_123184_6,Online-BGH-20 of 2025-26,Barpada to Pankeldadar Road,1.0,3319673.0,SANATAN PRADHAN,INR,"1,080,306.25",Finance,ok,Sunanda Kisan,23-Dec-2025 01:28 PM,,BOQ Comparative Chart,1,3319673,SANATAN PRADHAN,20-Dec-2025 05:59 PM,Accepted-AOC,Successful Bidder,24-Feb-2026 07:40 AM,24-Feb-2026,"INR 1,080,306.25",90.0,Kumarmani Kishan,24-Feb-2026 07:40 AM,152.pdf (404.00 KB),Executive Engineer,Internal,"EE,DAO,EE ESTIMATOR,AE ESTIMATOR",Kumarmani Kishan,02-Feb-2026 07:35 AM,techsummary_571622.pdf (192.45 KB),AOC
2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,AOC,,,,,,,,,,,,,,,,,,,,,,2,3316594,SURENDRA MAHAKUR,19-Dec-2025 07:31 PM,Rejected-Finance,Unsuccessful Bidder,02-Feb-2026 07:39 AM,,,,,,,,,,,,,AOC
