Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
04-Feb-2026,"INR 75,807,746",455.0,Bikram Keshari Malla,04-Feb-2026 04:19 PM,TURUKPETA.pdf (83.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 29.01.2026,1.0,3254021.0,Biswa Bihari Pattanaik,26-Nov-2025 05:54 PM,Rejected-Finance,DUE TO L1 BIDDER BUT UNSUCCESSFUL IN TRANSPARENT LOTTERY SYSTEM,04-Feb-2026 04:16 PM,1.0,3262594.0,PRAKASH KUMAR NAHAK,INR,"75,807,746",Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_120893_13,18/OPHWC/2025-26,"Const. of Atal Bus Stand (C Type) at Turukupeta Under Bandhugaon Block, Koraput",Finance,Financial bid opened,MONALISHA PADHY,07-Jan-2026 10:40 AM,,BOQ Comparative Chart,AS PER AS TC MINUTES,Internal,AS PER AS TC MINUTES,ANANDA CHANDRA PANDA,06-Jan-2026 05:35 PM,07-Jan-2026 10:30 AM,techsummary_562665.pdf (316.05 KB),Technical,2 Nos. of bidders have been participated,MONALISHA PADHY,02-Dec-2025 11:42 AM,,AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,Bikram Keshari Malla,04-Feb-2026 04:16 PM,finsummary_562665.pdf (720.54 KB),AOC,"Const. of Atal Bus Stand (C Type) at Turukupeta Under Bandhugaon Block, Koraput",Building Work,Please refer Tender documents. ,NA ,"7,97,89,228",Civil Works - Buildings,NA ,Tender,90.0,365.0,Koraput,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,"7,97,900",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,"11,800",0.0,Nil,Nil,No,07-Nov-2025 06:55 PM,01-Dec-2025 10:30 AM,07-Nov-2025 06:55 PM,29-Nov-2025 05:00 PM,NA ,NA ,07-Nov-2025 06:55 PM,29-Nov-2025 05:00 PM,07-Jan-2026 10:30 AM,1.0,SITE PHOTOGRAPH WITH GPS CO-ORDINATES,Technical Bid,,Orissa State Police Housing and Welfare Corporation Ltd,18/OPHWC/2025-26,2025_OSPHW_120893_13,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",AOC
,,,,,,,2.0,3262594.0,PRAKASH KUMAR NAHAK,29-Nov-2025 01:12 PM,Accepted-AOC,QUALIFIED BIDDER,04-Feb-2026 04:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,AOC
