Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Er Rohan Gourav Ray,Internal,"Er Rohan Gourav Ray SE, Sri J.J.S.G Richards Sr DAO, Sri R. Kishan AEE Estimator",Rajendra Kishan,02-Jan-2026 12:41 PM,02-Jan-2026 01:30 PM,techsummary_571046.pdf (253.93 KB),Finance,Financial Bid opened,Ansuman Mohapatra,20-Feb-2026 02:02 PM,finance_571046.pdf,BOQ Comparative Chart,20-Feb-2026,"INR 7,441,775",240.0,Ansuman Mohapatra,20-Feb-2026 02:14 PM,Agmt_0001.pdf (353.00 KB),Agreement drawn,1,3325495,AJIT KUMAR BEHERA,24-Dec-2025 12:09 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,20-Feb-2026 02:09 PM,1.0,3326371.0,CHANDAN KUMAR BEHERA,INR,"7,441,775",EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-BARIPADA,2025_EICCL_122958_1,Bid Id No. SE- 57/2025-26,Construction of New Section Office building for Udala (R and B) Section-I under Mayurbhanj (R and B) Division at Udala Town for the year 2025-26,Technical,Bid opened,Rajendra Kishan,02-Jan-2026 12:30 PM,technical_571046.pdf,Er Rohan Gourav Ray,Internal,"Er Rohan Gourav Ray SE, Sri J.J.S.G Richards Sr DAO, Sri R. Kishan AEE Estimator",Ansuman Mohapatra,20-Feb-2026 02:09 PM,finsummary_571046.pdf (362.29 KB),AOC,EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-BARIPADA,Bid Id No. SE- 57/2025-26,2025_EICCL_122958_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"87,600",Yes,fixed,,Nil,Nil,SE Mayurbhanj (R and B) Division Baripada,O/o the SE Mayurbhanj (R and B) Division Baripada,1.0,ICICI BANK,Construction of New Section Office building for Udala (R and B) Section-I under Mayurbhanj (R and B) Division at Udala Town for the year 2025-26,Construction of New Section Office building for Udala (R and B) Section-I under Mayurbhanj (R and B) Division at Udala Town for the year 2025-26,Please refer Tender documents. ,NA ,,Civil Works - Buildings,Buildings ,Tender,90.0,240.0,Baripada,757001.0,NA ,NA ,NA ,O/o the SE Mayurbhanj (R and B) Division Baripada,No ,No,1.0,Fee/PreQual/Technical,.pdf,"RC, EMD, Paper cost, GSTIN, PAN, Affidavit, Machinery and other required documents as per DTCN","10,000",0.0,Nil,Nil,No,11-Dec-2025 10:00 AM,26-Dec-2025 11:00 AM,11-Dec-2025 10:00 AM,24-Dec-2025 05:00 PM,NA ,NA ,11-Dec-2025 10:00 AM,24-Dec-2025 05:00 PM,02-Jan-2026 01:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,2,3325137,AJIT KUMAR MALLICK,23-Dec-2025 07:30 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,20-Feb-2026 02:09 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3,3320213,ARJUN KUMAR DAS,21-Dec-2025 11:28 AM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,20-Feb-2026 02:09 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,3320654,ASISH KUMAR BEHERA,21-Dec-2025 04:52 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,20-Feb-2026 02:09 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,3314965,BIKASH RANJAN NAYAK,18-Dec-2025 06:04 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,20-Feb-2026 02:09 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,3326391,BISHWARANJAN SALANGI,24-Dec-2025 04:16 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,20-Feb-2026 02:09 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,3326371,CHANDAN KUMAR BEHERA,24-Dec-2025 03:56 PM,Accepted-AOC,Work order issued,20-Feb-2026 02:14 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,3326013,MANOJ KUMAR MANDAL,24-Dec-2025 01:50 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,20-Feb-2026 02:09 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,3325247,MUKESH KUMAR BEHERA,24-Dec-2025 01:02 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,20-Feb-2026 02:09 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,3325977,RAMJIT MARANDI,24-Dec-2025 01:46 PM,Rejected-Finance,L1 tenderer but could not win the transparent lottery context,20-Feb-2026 02:09 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
