Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
DY. Manager MM,Internal,"Mgr DO,Dy MGR CSS, IC MKTG, IC HR",Sudhir Ranjan Mallik,11-Feb-2026 03:45 PM,techsummary_575563.pdf (97.22 KB),11-Feb-2026,"INR 21,000,000",60.0,Sudhir Ranjan Mallik,11-Feb-2026 05:12 PM,DORBRD.PDF (142.00 KB),1,3359618,GUPTA FEED PRODUCTS PVT LTD,02-Feb-2026 10:21 AM,Rejected-Finance,L2,11-Feb-2026 04:05 PM,1.0,3369508.0,VIJAY LAXMI SUPPLIERS,INR,"21,000,000",Finance,FOR TECHNICAL EVALUATION,Jitendra Barada,02-Feb-2026 12:25 PM,,BOQ Comparative Chart,DY. Manager MM,Internal,"Mgr DO,Dy MGR CSS, IC MKTG, IC HR",Sudhir Ranjan Mallik,11-Feb-2026 04:05 PM,finsummary_575563.pdf (121.49 KB),Odisha State Co. Milk Producers Federation Ltd.,2026_OMFED_124512_8,07 /MM/CFP/55/ 2025-2026/16,Supply of DORB at Radhadamodarpur,AOC,590.0,0.0,Nil,Nil,No,14-Jan-2026 10:00 AM,02-Feb-2026 11:30 AM,14-Jan-2026 10:00 AM,02-Feb-2026 11:00 AM,NA ,NA ,14-Jan-2026 10:00 AM,02-Feb-2026 11:00 AM,Managing Director,"D2, Sahid Nagar, BBSR",1.0,ICICI BANK,Odisha State Co. Milk Producers Federation Ltd.,07 /MM/CFP/55/ 2025-2026/16,2026_OMFED_124512_8,Yes,Open Tender,Item Rate,Goods,1.0,No,No,Online,No,No,No,"2,00,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"The Tender Paper Cost, EMD, Copy of GST, PAN, GST RETURN,IT Return, Turnover Certificate",Supply of DORB at Radhadamodarpur,Supply of DORB at Radhadamodarpur,Please refer Tender Document  ,NA ,"12,60,00,000",Miscellaneous Goods,NA ,Tender,60.0,60.0,Radhadamodarpur,754029.0,NA ,NA ,NA ,"D2, Sahid Nagar, BBSR",No ,No,AOC
,,,,,,,,,,,,2,3375608,Priti Oil Ltd,31-Jan-2026 04:50 PM,Rejected-Finance,L3,11-Feb-2026 04:05 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,3369508,VIJAY LAXMI SUPPLIERS,01-Feb-2026 07:32 PM,Accepted-AOC,L1,11-Feb-2026 05:12 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,AOC
