Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Orissa Mining Corporation,NIT No. 05/OMC/ELECT/2025,2025_OMC_119139_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"34,000",No,fixed,,Nil,Nil,"Electrical renovation work of different types of residential quarters at Central Township, Kaliapani in the district of Jajpur.","Electrical renovation work of different types of residential quarters at Central Township, Kaliapani in the district of Jajpur.","RC, EPF Regd., GSTN, PAN, License issued by ELBO, Affidavits, experience, etc. as per DTCN requirements. ",NA ,"33,40,000",Electrical Works,NA ,Tender,180.0,120.0,C.T. KALIAPANI,755028.0,NA ,NA ,NA ,"OMC Ltd., Bhubaneswar",No ,No,"7,080",0.0,Nil,Nil,No,"GM(Electrical), OMC Ltd.","Office of the GM(Elect), OMC Ltd., Bhubaneswar",09-Oct-2025 05:00 PM,24-Oct-2025 11:00 AM,09-Oct-2025 05:00 PM,23-Oct-2025 05:00 PM,NA ,NA ,09-Oct-2025 05:00 PM,23-Oct-2025 05:00 PM,19-Nov-2025 11:30 AM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"RC, EPF Regd., GSTN, PAN, License issued by ELBO, Affidavits, experience, etc. as per DTCN requireme",AOC,R K PANDA,Internal,S JENA S PADHI B K PATRA,Satyajit Jena,19-Nov-2025 11:21 AM,19-Nov-2025 11:30 AM,techsummary_555155.pdf (790.74 KB),1,3145422,AKSHAYA KUMAR DAS,23-Oct-2025 01:26 PM,Rejected-Finance,NOT BEING L1,02-Feb-2026 06:34 PM,Finance,Financial bid of 11 (Eleven) qualified bidders had been open,Shreejit Das,19-Nov-2025 11:47 AM,,BOQ Comparative Chart,02-Feb-2026,"INR 2,839,208.19",120.0,Satyajit Jena,02-Feb-2026 06:39 PM,2025_OMC_119139_2.pdf (665.00 KB),AWARDING OF CONTRACT,1.0,3146037.0,ARBB INFRASTRUCTURE PRIVATE LIMITED,INR,"2,839,208.19",Orissa Mining Corporation,2025_OMC_119139_2,NIT No. 05/OMC/ELECT/2025,"Electrical renovation work of different types of residential quarters at Central Township, Kaliapani in the district of Jajpur.",R K PANDA,Internal,B K PATRA S JENA,Satyajit Jena,02-Feb-2026 06:34 PM,finsummary_555155.pdf (386.33 KB),Technical,11 (Eleven) bids has been received subjected to evaluation by committee,Shreejit Das,24-Oct-2025 04:05 PM,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,FINANCIAL,AOC,,,,,,,,2,3146037,ARBB INFRASTRUCTURE PRIVATE LIMITED,23-Oct-2025 04:05 PM,Accepted-AOC,BEING L1,02-Feb-2026 06:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3144949,BABA LALITESWARA AGENCY,23-Oct-2025 11:49 AM,Rejected-Finance,NOT BEING L1,02-Feb-2026 06:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3145834,JAGANNATH ENTERPRISES,23-Oct-2025 03:19 PM,Rejected-Finance,NOT BEING L1,02-Feb-2026 06:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3143483,Jagatjyoti Electrical And Construction,22-Oct-2025 09:30 PM,Rejected-Finance,NOT BEING L1,02-Feb-2026 06:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3145109,M/S ASHRIBAD ENGINEERING,23-Oct-2025 12:21 PM,Rejected-Finance,NOT BEING L1,02-Feb-2026 06:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3143242,M/s. EASTERN ENGINEERING,23-Oct-2025 11:26 AM,Rejected-Finance,NOT BEING L1,02-Feb-2026 06:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3140014,M/S SOUDAMINI ELECTRICAL WORKS,22-Oct-2025 11:45 AM,Rejected-Finance,NOT BEING L1,02-Feb-2026 06:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3145392,NARESH COMMERCIAL CORPORATION,23-Oct-2025 01:22 PM,Rejected-Finance,NOT BEING L1,02-Feb-2026 06:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3143621,TUSAR RANJAN PARIDA,22-Oct-2025 06:17 PM,Rejected-Finance,NOT BEING L1,02-Feb-2026 06:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
