S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,Municipal Bodies||Jatni Municipal Council,EO/JMC/082/2024-25,2025_ORULB_110517_42,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"5,932",Yes,percentage,1.0%,Nil,Nil,"EXECUTIVE OFFICER,JATNI MUNICIPALITY","EXECUTIVE OFFICER,JATNI MUNICIPALITY",17-Feb-2025 11:00 AM,04-Mar-2025 11:00 AM,17-Feb-2025 11:00 AM,03-Mar-2025 05:00 PM,NA ,NA ,17-Feb-2025 11:00 AM,03-Mar-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN,GST,EPF ,Affidavits and all Other document as per DTCN.","4,000",0.0,Nil,Nil,No,Repairs of road in front of Govt.Girls High School in w.no.-08,Repairs of road in front of Govt.Girls High School in w.no.-08,Please refer Tender documents. ,NA ,"5,93,214",Civil Works - Others,NA ,Tender,30.0,NA ,"EXECUTIVE OFFICER,JATNI MUNICIPALITY",752050.0,NA ,NA ,NA ,"EXECUTIVE OFFICER,JATNI MUNICIPALITY",No ,No,AOC,chairperson,Internal,,Aakriti Goenka,21-Feb-2026 12:58 PM,techsummary_530182.pdf (1557.37 KB),chairperson,Internal,,Aakriti Goenka,21-Feb-2026 01:13 PM,finsummary_530182.pdf (1557.37 KB),Finance,ten bidders are participated,Suryamani Pattajoshi,11-Mar-2025 05:07 PM,finance_530182.pdf,BOQ Comparative Chart,21-Feb-2026,"INR 504,291",30.0,Aakriti Goenka,21-Feb-2026 01:16 PM,4245.pdf (1557.00 KB),1,2843307,ABHIJIT SAMANTARAY,03-Mar-2025 12:40 PM,Rejected-Finance,Lottery,21-Feb-2026 01:13 PM,Municipal Bodies||Jatni Municipal Council,2025_ORULB_110517_42,EO/JMC/082/2024-25,Repairs of road in front of Govt.Girls High School in w.no.-08,1.0,2842991.0,SANJAYA KUMAR BEHERA,INR,"504,291",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,2842274,AMEEYA BHUJABAL,01-Mar-2025 05:53 PM,Rejected-Finance,Excess,21-Feb-2026 01:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,2842819,BIJAY KUMAR SETHI,02-Mar-2025 06:11 PM,Rejected-Finance,Lottery,21-Feb-2026 01:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,2842464,GOURANGA BALIARSINGH,02-Mar-2025 08:29 AM,Rejected-Finance,Lottery,21-Feb-2026 01:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,2842998,M/s RANJIT KUMAR KHUNTIA,03-Mar-2025 06:49 AM,Rejected-Finance,Lottery,21-Feb-2026 01:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,2842597,PRAMOD KUMAR BALIARSINGH,02-Mar-2025 11:54 AM,Rejected-Finance,Lottery,21-Feb-2026 01:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,2842991,SANJAYA KUMAR BEHERA,03-Mar-2025 07:45 AM,Accepted-AOC,work order issued,21-Feb-2026 01:16 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,2843601,SAPAN KUMAR BEHERA,03-Mar-2025 04:11 PM,Rejected-Finance,Lottery,21-Feb-2026 01:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,2843162,SATRUGHNA MAJHI,03-Mar-2025 11:33 AM,Rejected-Finance,Lottery,21-Feb-2026 01:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,2843030,SRIKANTA PATRA,03-Mar-2025 09:44 AM,Rejected-Finance,Lottery,21-Feb-2026 01:13 PM,,,,,,,,,,AOC
