S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
1.0,3252637.0,BIKASH PRADHAN (S.T),INR,"11,661,282.41",PA ITDA BALLIGUDA,Internal,AEE ITDA Balliguda,Sudarsan Behera,26-Feb-2026 06:31 PM,finsummary_563475.pdf (210.56 KB),Technical,Total Eight Bidders,Sudarsan Behera,04-Dec-2025 12:28 PM,technical_563475.pdf,ST and SC Development Deptt||ITDA Baliguda,2025_STSCD_121091_3,PA (ITDA)-BLG-4/25-26,Construction of 50 seated Hostel Building a Govt. UPS Ushabali Under Tumudibandha Block,Finance,All documents are ok,BAIKUNTHANATH BEHERA,13-Feb-2026 11:17 AM,finance_563475.pdf,BOQ Comparative Chart,PA ITDA BALLIGUDA,Internal,AEE ITDA BALLIGUDA,Sudarsan Behera,04-Dec-2025 01:05 PM,04-Dec-2025 01:10 PM,techsummary_563475.pdf (210.56 KB),26-Feb-2026,"INR 11,661,282.41",270.0,Sudarsan Behera,26-Feb-2026 06:35 PM,3.pdf (325.00 KB),it was put into lottery in presence of the bidders where Sri Bikas Pradhan came as the winner,1,3252023,AMIYA KUMAR JENA,24-Nov-2025 07:00 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri Bikas Pradhan came as the winner,26-Feb-2026 06:31 PM,AOC,"10,000",0.0,Nil,Nil,No,ST and SC Development Deptt||ITDA Baliguda,PA (ITDA)-BLG-4/25-26,2025_STSCD_121091_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Detail Tender Call Notice,1.0,ICICI BANK,"1,37,175",Yes,fixed,,Nil,Nil,12-Nov-2025 05:00 PM,28-Nov-2025 11:00 AM,12-Nov-2025 05:00 PM,27-Nov-2025 05:00 PM,NA ,NA ,12-Nov-2025 05:00 PM,27-Nov-2025 05:00 PM,04-Dec-2025 01:10 PM,Construction of 50 seated Hostel Building a Govt. UPS Ushabali Under Tumudibandha Block,Construction of 50 seated Hostel Building a Govt. UPS Ushabali Under Tumudibandha Block,Please refer Tender documents. ,NA ,"1,37,17,542",Civil Works - Buildings,NA ,Tender,270.0,NA ,Govt. UPS Ushabali Under Tumudibandha Block,762103.0,NA ,NA ,NA ,PA ITDA BALLIGUDA,No ,No,PA ITDA BALLIUDA,PA ITDA BALLIUDA,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3252637,BIKASH PRADHAN (S.T),25-Nov-2025 11:25 PM,Accepted-AOC,it was put into lottery in presence of the bidders where Sri Bikas Pradhan came as the winner,26-Feb-2026 06:35 PM,AOC,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bills of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3259943,NITESH KUMAR JAIN,27-Nov-2025 02:20 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri Bikas Pradhan came as the winner,26-Feb-2026 06:31 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3260282,RANJIT KUMAR PATRA,27-Nov-2025 03:58 PM,Not Admitted-Fee/PreQual/Technical,Others-Relevant work experience not submitted.,04-Dec-2025 12:28 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3260366,SAHIL KUMAR RAY,27-Nov-2025 03:14 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri Bikas Pradhan came as the winner,26-Feb-2026 06:31 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3252028,SANJAYA KUMAR GOUDA,24-Nov-2025 08:54 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri Bikas Pradhan came as the winner,26-Feb-2026 06:31 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3258254,SARITA KERKETTA,27-Nov-2025 11:37 AM,Not Admitted-Fee/PreQual/Technical,Others-work experience not submitted.,04-Dec-2025 12:28 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3229623,UMA KANTA NAIK,24-Nov-2025 03:38 PM,Rejected-Finance,it was put into lottery in presence of the bidders where Sri Bikas Pradhan came as the winner,26-Feb-2026 06:31 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
