Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
Protection to scoured bank of Kandal Left Embankment from RD 5.20 Km. to 5.280 Km.,PROTECTION WORK,Please refer Tender documents. ,NA ,"38,31,834",Civil Works - Others,NA ,Tender,90.0,NA ,KANTAPADA,754002.0,NA ,NA ,NA ,SE PRACHI DIVISION,No ,No,"6,000",0.0,Nil,Nil,No,"38,400",Yes,fixed,,Nil,Nil,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Prachi Division,Bhubaneswar",SEPRD-14/2025-26,2025_CELBB_120253_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,Superintending Engineer prachi division,office of the superintending Engineer prachi divn BBSR,01-Nov-2025 10:00 AM,12-Nov-2025 10:30 AM,01-Nov-2025 10:00 AM,11-Nov-2025 05:30 PM,NA ,NA ,01-Nov-2025 10:00 AM,11-Nov-2025 05:30 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,AOC,"SE Prachi Division, Bhubaneswar",Internal,,Raghunath Swain,05-Dec-2025 04:36 PM,techsummary_559418.pdf (295.52 KB),"SE Prachi Division, Bhubaneswar",Internal,,Raghunath Swain,05-Dec-2025 04:44 PM,finsummary_559418.pdf (295.52 KB),Finance,Bid Opened,Raghunath Swain,14-Nov-2025 05:01 PM,,BOQ Comparative Chart,1,3200170,ABANIKANTA JENA,09-Nov-2025 11:04 AM,Rejected-Technical,not selected through lottery,05-Dec-2025 04:36 PM,1.0,3212975.0,SAROJ KUMAR SUNDARAY,INR,"3,257,442","CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Prachi Division,Bhubaneswar",2025_CELBB_120253_11,SEPRD-14/2025-26,Protection to scoured bank of Kandal Left Embankment from RD 5.20 Km. to 5.280 Km.,25-Feb-2026,"INR 3,257,442",120.0,Raghunath Swain,25-Feb-2026 12:19 PM,11.PDF (136.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,2,3198652,ABHIJEET JENA,10-Nov-2025 09:06 PM,Rejected-Technical,not selected through lottery,05-Dec-2025 04:36 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3210561,ABINASH NAYAK,11-Nov-2025 07:16 AM,Rejected-Technical,not selected through Lottery,05-Dec-2025 04:36 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3212186,AMARESWAR SWAIN,11-Nov-2025 01:31 PM,Rejected-Technical,not selected through Lottery,05-Dec-2025 04:36 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3210014,ANANTA KUMAR JENA,11-Nov-2025 10:14 AM,Rejected-Technical,not selected through Lottery,05-Dec-2025 04:36 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3200825,ANUPAM SWAIN,09-Nov-2025 12:16 PM,Rejected-Technical,not selected through Lottery,05-Dec-2025 04:36 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3210988,ASHUTOSH BARIK,11-Nov-2025 09:06 AM,Rejected-Technical,not selected through Lottery,05-Dec-2025 04:36 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3200431,ASHUTOSH MOHAPATRA,09-Nov-2025 11:06 AM,Rejected-Technical,not selected through lottery,05-Dec-2025 04:36 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3206020,BHABANI SANKAR CHOUDHURY,10-Nov-2025 12:08 PM,Rejected-Technical,not selected through Lottery,05-Dec-2025 04:36 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3213333,BISWABIJAYEE BEHERA,11-Nov-2025 02:54 PM,Rejected-Technical,not selected through Lottery,05-Dec-2025 04:36 PM,,,,,,,,,,,,,,,,AOC
