EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"5,39,100",Yes,fixed,,Nil,Nil,Construction of bridge oer Brutanga nallah at 1.50Km.Raipala to Juhikhola road in the district of Kandhamal under SBY for the year 2024-25,Construction of bridge oer Brutanga nallah at 1.50Km.Raipala to Juhikhola road in the district of Kandhamal under SBY for the year 2024-25,NA ,NA ,"5,39,06,717",Civil Works - Bridges,NA ,Tender,90.0,450.0,Phulbani,760011.0,NA ,NA ,NA ,"O/O Chief Construction Engineer, R.W.Circle, BAM,",No ,No,09-Sep-2025 02:00 PM,18-Sep-2025 11:00 AM,09-Sep-2025 02:00 PM,17-Sep-2025 05:30 PM,09-Sep-2025 02:00 PM ,15-Sep-2025 05:30 PM ,09-Sep-2025 02:00 PM,17-Sep-2025 05:30 PM,22-Oct-2025 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,"Affidavit,GSTIN,PAN,RC,Annual Turnover,experience,machinery and other papers as per DTCN","Chief Construction Engineer, R.W.Circle, BAM,","O/O Chief Construction Engineer, RWC, BAM Near Income Tax Office Ambapua-11",CE RW I||RWCIRCLE-BERHAMPUR,OnlineTender/19-2025-26/BPR,2025_CERWI_117818_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC,CE RW I||RWCIRCLE-BERHAMPUR,2025_CERWI_117818_1,OnlineTender/19-2025-26/BPR,Construction of bridge oer Brutanga nallah at 1.50Km.Raipala to Juhikhola road in the district of Kandhamal under SBY for the year 2024-25,Technical,Documents to be verified,Swagatika Rauto,23-Sep-2025 11:28 AM,technical_551915.pdf,"Er. K.Ch.Khatua, CCE, RWC, BAM",Internal,,Lopamudra Dalai,01-Nov-2025 01:00 PM,finsummary_551915.pdf (470.43 KB),1.0,3078401.0,SURENDRA KUMAR MAHAKUDA,INR,"45,826,100",1,3084295,ABHIJEET BOSE,16-Sep-2025 07:37 PM,Rejected-AOC,1st Lowest,25-Feb-2026 12:31 PM,23-Feb-2026,"INR 45,826,100",450.0,Lopamudra Dalai,25-Feb-2026 12:31 PM,Brutanga.pdf (566.00 KB),"Er. K.Ch.Khatua, CCE, RWC, BAM",Internal,"Junior Engineer,R.W.Circle,BAM P.A. to CCE,R.W.Circle, BAM SE,R.W.Divn-II,Gm,BAM",Swagatika Rauto,16-Oct-2025 07:07 PM,22-Oct-2025 11:00 AM,techsummary_551915.pdf (372.84 KB),Finance,Documents to be verified,Swagatika Rauto,22-Oct-2025 06:33 PM,finance_551915.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,2,3084949,BISWAJIT PANDA,17-Sep-2025 01:25 PM,Rejected-AOC,3rd Lowest,25-Feb-2026 12:31 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3080531,Ganesh Chandra Mohanty,16-Sep-2025 06:55 PM,Rejected-AOC,1st Lowest,25-Feb-2026 12:31 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3085286,M/S BISNU CHARAN BEHERA,17-Sep-2025 04:46 PM,Rejected-Technical,DISQUALIFIED,16-Oct-2025 07:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3084676,M/s SHREE INFRA AND CO,17-Sep-2025 10:40 AM,Rejected-AOC,1st Lowest,25-Feb-2026 12:31 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3084919,NARAYAN PRADHAN,17-Sep-2025 04:23 PM,Rejected-Technical,DIS-QUALIFIED,16-Oct-2025 07:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,3074817,NIRANJAN GOUDA,10-Sep-2025 06:49 PM,Rejected-AOC,2nd Lowest,25-Feb-2026 12:31 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,3084666,RAJIV KUMAR BISWAL,17-Sep-2025 10:31 AM,Rejected-AOC,2nd Lowest,25-Feb-2026 12:31 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,3085024,Saumya Ranjan Muduli,17-Sep-2025 01:58 PM,Rejected-Technical,DIS-QUALIFIED,16-Oct-2025 07:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,3083017,SOLEELO KUMAR SENAPATI,17-Sep-2025 12:20 PM,Rejected-AOC,1st Lowest,25-Feb-2026 12:31 PM,,,,,,,,,,,,,,,,,,,,AOC
