Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Director(HR),Internal,"CGM(Finance), GM(CP), Advisor(Legal), GM(Exploration)",Nandini Nibedita Pal,01-Feb-2025 12:43 PM,03-Feb-2025 04:00 PM,techsummary_503156.pdf (1420.37 KB),1,2543917,ARKITECHNO Consultants (India) Pvt. Ltd.,10-Sep-2024 02:55 PM,Rejected-Technical,Techno-commercially Disqualified,01-Feb-2025 12:43 PM,Orissa Mining Corporation,2024_OMC_103737_2,OMC/e-Proc/CP/010/2024-25 Dated 11.07.2024,"Empanelment of Agencies on Rate Contract basis for providing Geological Services of mineral blocks across the State of Odisha, India (Geological Mapping, Geochemical Survey and Pitting and Trenching)",Director(HR),Internal,"CGM(Fin), Advisor(Legal),GM(CP), GM(Exploration)",Nandini Nibedita Pal,04-Feb-2026 03:40 PM,finsummary_503156.pdf (6282.86 KB),Technical,Technical opening summary,Nandini Nibedita Pal,11-Sep-2024 06:25 PM,technical_503156.pdf,Finance,Financial opening summary,Nandini Nibedita Pal,04-Feb-2025 11:39 AM,finance_503156.pdf,BOQ Comparative Chart,04-Feb-2026,"INR 54,451,100",1095.0,Nandini Nibedita Pal,04-Feb-2026 03:47 PM,LOAMapping.pdf (1038.00 KB),Awarded for the work including GST,1.0,2542341.0,Maheshwari Mining Pvt. Ltd.,INR,"54,451,100",AOC,18-Jul-2024 06:00 PM,10-Sep-2024 05:00 PM,18-Jul-2024 06:00 PM,10-Sep-2024 03:00 PM,18-Jul-2024 06:00 PM ,26-Jul-2024 05:00 PM ,18-Aug-2024 11:00 AM,10-Sep-2024 03:00 PM,03-Feb-2025 04:00 PM,"1,68,000",Yes,fixed,,Nil,Nil,Orissa Mining Corporation,OMC/e-Proc/CP/010/2024-25 Dated 11.07.2024,2024_OMC_103737_2,Yes,Open Tender,Item Rate,Services,2.0,No,No,Online,No,No,No,"Empanelment of Agencies on Rate Contract basis for providing Geological Services of mineral blocks across the State of Odisha, India (Geological Mapping, Geochemical Survey and Pitting and Trenching)","Empanelment of Agencies on Rate Contract basis for providing Geological Services of mineral blocks across the State of Odisha, India (Geological Mapping, Geochemical Survey and Pitting and Trenching)",Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Empanelment,180.0,1095.0,"OMC Ltd., Bhubaneswar",751001.0,Through VC ,Through VC ,31-Jul-2024 03:30 PM ,"OMC Ltd., OMC House, Bhubaneswar",No ,No,1.0,Corrigendum 3,BOQ,,1.0,Fee/PreQual/Technical,.pdf,"PAN,GSTIN AND OTHER DOCUMENTS AS PER DTCN",1.0,ICICI BANK,Head(Contract and Procurement),"OMC Ltd., OMC House, Bhubaneswar","5,900",0.0,Nil,Nil,Yes,AOC
,,,,,,,2,2538117,BMRC GEOMINING SOLUTIONS PRIVATE LIMITED,10-Sep-2024 12:21 PM,Rejected-Technical,Withdrawal of bid,01-Feb-2025 12:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Corrigendum 6,Date,,,,.pdf,ANY OTHER DOCUMENTS AS PER DTCN,2.0,ICICI NEFT/RTGS,,,,,,,,AOC
,,,,,,,3,2537352,CRACKERS INDIA MINING PVT LTD,29-Aug-2024 05:29 PM,Rejected-Technical,Techno-commercially Disqualified,01-Feb-2025 12:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Revised Corrigendum 5,Technical Bid,,2.0,Finance,.xls,PRICE BID,,,,,,,,,,AOC
,,,,,,,4,2544152,geo consultants private limited,10-Sep-2024 02:42 PM,Rejected-Finance,Not agreed to accept the final price of L1 Vendor,04-Feb-2026 03:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,RATE OF GST,,,,,,,,,,AOC
,,,,,,,5,2542341,Maheshwari Mining Pvt. Ltd.,10-Sep-2024 01:11 PM,Accepted-AOC,Awarded for the work including GST,04-Feb-2026 03:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,2536603,OGPEX GEOSCIENCE (OPC) PRIVATE LIMITED,30-Aug-2024 02:41 PM,Rejected-Technical,Techno-commercially Disqualified,01-Feb-2025 12:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,2537358,South West Pinnacle Exploration Limited,10-Sep-2024 02:34 PM,Rejected-Finance,Not agreed to accept the final price of L1 Vendor,04-Feb-2026 03:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,2537379,STEIGER GEOSCIENCE AND ENGINEERING PRIVATE LIMITED,05-Sep-2024 12:38 PM,Rejected-Finance,Not agreed to accept the final price of L1 Vendor,04-Feb-2026 03:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
