Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
"Superintending Engineer, PHD Koraput",Internal,"AEE, DAO and AEE Estimator under this division",Chiranjibi Mahali,06-Dec-2025 06:10 PM,06-Dec-2025 06:15 PM,techsummary_554277.pdf (683.01 KB),1.0,3125960.0,KSHIROD CHANDRA PRADHAN,INR,"24,083,895",PHEO||PH Circle Bhawanipatna||PH Division Koraput,2025_PHEO_118721_2,NIT No.3 of 2025-26,Automation of zonal pump house and other ancillary works in Sunabeda Municipality under SP for the year 2023-24 and 2024-25,Finance,Financial open,Chiranjibi Mahali,02-Feb-2026 06:31 PM,finance_554277.pdf,BOQ Comparative Chart,1,3125298,BIJAY KUMAR SWAIN,13-Oct-2025 11:52 AM,Rejected-Finance,2nd lowest,02-Feb-2026 06:34 PM,Technical,5nos bidders are participated,Chiranjibi Mahali,14-Oct-2025 05:07 PM,technical_554277.pdf,02-Feb-2026,"INR 28,330,661",180.0,Chiranjibi Mahali,02-Feb-2026 06:40 PM,aoc.pdf (2585.00 KB),AOC,"Superintending Engineer, PHD Koraput",Internal,"SE, AEE, DAO and AEE estimator under this division",Chiranjibi Mahali,02-Feb-2026 06:34 PM,finsummary_554277.pdf (783.73 KB),AOC,1.0,ICICI BANK,"Superintending Engineer, PHD, Koraput","Superintending Engineer, PHD, Koraput",1.0,Fee/PreQual/Technical,.pdf,"Registration Certificate- EMD- Paper cost- GSTIN- PAN- Affidavit, Experience cert. etc. as per DTCN","10,000",0.0,Nil,Nil,No,PHEO||PH Circle Bhawanipatna||PH Division Koraput,NIT No.3 of 2025-26,2025_PHEO_118721_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Automation of zonal pump house and other ancillary works in Sunabeda Municipality under SP for the year 2023-24 and 2024-25,Automation of zonal pump house and other ancillary works in Sunabeda Municipality,Please refer Tender documents. ,NA ,"2,83,30,661",Civil Works - Water Works,NA ,Rate Contract,120.0,180.0,Sunabeda,763002.0,NA ,NA ,NA ,"Superintending Engineer, PHD, Koraput",No ,No,"2,83,307",Yes,percentage,1.0%,Nil,Nil,26-Sep-2025 02:00 PM,14-Oct-2025 11:00 AM,26-Sep-2025 02:00 PM,13-Oct-2025 05:00 PM,26-Sep-2025 02:00 PM ,10-Oct-2025 05:00 PM ,26-Sep-2025 02:00 PM,13-Oct-2025 05:00 PM,06-Dec-2025 06:15 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,2,3126271,Ghanashyam Bhoi,13-Oct-2025 04:21 PM,Rejected-Technical,Annual turnover and work experience not furnished as per DTCN condition,06-Dec-2025 06:10 PM,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,3125960,KSHIROD CHANDRA PRADHAN,13-Oct-2025 02:48 PM,Accepted-AOC,AOC,02-Feb-2026 06:40 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,3123267,M/S PATRA CONSTRUCTION,11-Oct-2025 02:31 PM,Rejected-AOC,Lottery lost,02-Feb-2026 06:40 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,3126168,SANGRAM SWAIN,13-Oct-2025 03:58 PM,Rejected-AOC,Lottery lost,02-Feb-2026 06:40 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
