Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
24-Feb-2026,"INR 327,608",90.0,Sourav Chakrabarty,24-Feb-2026 12:49 PM,123.pdf (559.00 KB),work order issued,Finance,ok,TAPASA KUMAR SAMAL,02-May-2025 12:28 PM,,BOQ Comparative Chart,Gulmaki Dalawzi,Internal,Details attached below,Sourav Chakrabarty,24-Feb-2026 12:43 PM,techsummary_536484.pdf (240.28 KB),1,2896891,Padan Majhi,27-Apr-2025 05:45 PM,Rejected-AOC,Quoted second lowest,24-Feb-2026 12:49 PM,Municipal Bodies||Bhadrak Municipality,2025_ORULB_112423_123,BM-BDK-01-2025-26,Const. of Paver from Malik house to Main Road and Abu Sama house to Main Road in ward No.22.,1.0,2892671.0,RANJEET BEHERA,INR,"327,608",Gulmaki Dalawzi,Internal,Details attached below,Sourav Chakrabarty,24-Feb-2026 12:46 PM,finsummary_536484.pdf (240.28 KB),AOC,Const. of Paver from Malik house to Main Road and Abu Sama house to Main Road in ward No.22.,Const. of Paver from Malik house to Main Road and Abu Sama house to Main Road in ward No.22.,Please refer Tender documents. ,NA ,"3,27,608",Civil Works - Others,NA ,Tender,90.0,90.0,Bhadrak Municipality,756100.0,NA ,NA ,NA ,"Executive Officer, Bhadrak Municipality",No ,No,17-Apr-2025 10:00 AM,29-Apr-2025 11:00 AM,17-Apr-2025 10:00 AM,28-Apr-2025 05:00 PM,NA ,NA ,17-Apr-2025 10:00 AM,28-Apr-2025 05:00 PM,Municipal Bodies||Bhadrak Municipality,BM-BDK-01-2025-26,2025_ORULB_112423_123,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,"Executive Officer, Bhadrak Municipality","Executive Officer, Bhadrak Municipality","3,300",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid document cost, EMD, GST, Registration Certificate, Affidavit and other documents as per DTC","2,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,2,2892671,RANJEET BEHERA,26-Apr-2025 11:23 AM,Accepted-AOC,Quoted first lowest,24-Feb-2026 12:49 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,.xls,Bill of Quantity,,,,,,AOC
