Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Protection to scoured bank of KSDR Embankment at RD 32.190 Km. to 32.240 Km.,PROTECTION WORK,Please refer Tender documents. ,NA ,"40,14,050",Civil Works - Others,NA ,Tender,90.0,NA ,KANTAPADA,754002.0,NA ,NA ,NA ,SE PRACHI DIVISION,No ,No,1.0,ICICI BANK,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Prachi Division,Bhubaneswar",SEPRD-14/2025-26,2025_CELBB_120253_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,"40,200",Yes,fixed,,Nil,Nil,01-Nov-2025 10:00 AM,12-Nov-2025 10:30 AM,01-Nov-2025 10:00 AM,11-Nov-2025 05:30 PM,NA ,NA ,01-Nov-2025 10:00 AM,11-Nov-2025 05:30 PM,Superintending Engineer prachi division,office of the superintending Engineer prachi divn BBSR,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,AOC,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Prachi Division,Bhubaneswar",2025_CELBB_120253_8,SEPRD-14/2025-26,Protection to scoured bank of KSDR Embankment at RD 32.190 Km. to 32.240 Km.,"SE Prachi Division, Bhubaneswar",Internal,,Raghunath Swain,05-Dec-2025 04:10 PM,finsummary_559402.pdf (262.95 KB),Finance,Bid Opened,Raghunath Swain,13-Nov-2025 05:40 PM,,BOQ Comparative Chart,1.0,3199903.0,BISWA BHUSAN SWIN,INR,"3,412,344",1,3200164,ABANIKANTA JENA,09-Nov-2025 10:48 AM,Rejected-Technical,not selected through lottery,05-Dec-2025 04:05 PM,25-Feb-2026,"INR 3,412,344",120.0,Raghunath Swain,25-Feb-2026 12:11 PM,8.PDF (135.00 KB),"SE Prachi Division, Bhubaneswar",Internal,,Raghunath Swain,05-Dec-2025 04:05 PM,techsummary_559402.pdf (262.95 KB),AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,2,3198628,ABHIJEET JENA,10-Nov-2025 09:04 PM,Rejected-Technical,not selected through lottery,05-Dec-2025 04:05 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3210533,ABINASH NAYAK,11-Nov-2025 07:04 AM,Rejected-Technical,not selected through Lottery,05-Dec-2025 04:05 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3205777,AKSHAYA KUMAR PATRA,11-Nov-2025 04:07 PM,Rejected-Technical,not selected through lottery,05-Dec-2025 04:05 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3187234,ALOKA SAMANTARAY,09-Nov-2025 07:23 AM,Rejected-Technical,not selected through lottery,05-Dec-2025 04:05 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3212170,AMARESWAR SWAIN,11-Nov-2025 01:28 PM,Rejected-Technical,not selected through Lottery,05-Dec-2025 04:05 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3209901,ANANTA KUMAR JENA,10-Nov-2025 09:33 PM,Rejected-Technical,not selected through Lottery,05-Dec-2025 04:05 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3200806,ANUPAM SWAIN,09-Nov-2025 12:08 PM,Rejected-Technical,not selected through lottery,05-Dec-2025 04:05 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3210975,ASHUTOSH BARIK,11-Nov-2025 09:03 AM,Rejected-Technical,not selected through Lottery,05-Dec-2025 04:05 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3200422,ASHUTOSH MOHAPATRA,09-Nov-2025 11:03 AM,Rejected-Technical,not selected through lottery,05-Dec-2025 04:05 PM,,,,,,,,,,,,,AOC
