Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,tender opened,BASANT HATI,18-Feb-2026 05:57 PM,finance_564012.pdf,BOQ Comparative Chart,1.0,3269123.0,CHANDRAKANTA PAHANTASINGH,INR,"1,804,222.945",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Khordha||JATNI Block,2025_PRJAT_121216_1,27/PSJ/2025-26,Construction of multipurpose cum cultural centre at Benapanjari,BDO,Internal,"BDO,AEE,BFO,SO,CP,JE",BASANT HATI,18-Feb-2026 06:06 PM,finsummary_564012.pdf (582.79 KB),BDO,Internal,"BDO,AEE,BFO,SO,CP,JE",BASANT HATI,18-Feb-2026 06:00 PM,techsummary_564012.pdf (582.79 KB),18-Feb-2026,"INR 1,804,222.945",180.0,BASANT HATI,18-Feb-2026 06:18 PM,mpccbenapanjari.pdf (583.00 KB),l1,1,3269123,CHANDRAKANTA PAHANTASINGH,01-Dec-2025 11:44 AM,Accepted-AOC,L1,18-Feb-2026 06:18 PM,AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"21,224",Yes,percentage,1.0%,Nil,Nil,Construction of multipurpose cum cultural centre at Benapanjari,AS PER DTCN,Please refer Tender documents. ,NA ,"21,22,365",Civil Works - Buildings,NA ,Tender,120.0,180.0,BENAPANJARI,752050.0,NA ,NA ,NA ,PANCHAYAT SAMITI OFFICE JATNI,No ,No,1.0,ICICI BANK,BDO JATNI,PANCHAYAT SAMITI JATNI,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Khordha||JATNI Block,27/PSJ/2025-26,2025_PRJAT_121216_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",Nil,Nil,No,17-Nov-2025 11:00 AM,02-Dec-2025 11:00 AM,17-Nov-2025 11:00 AM,01-Dec-2025 05:00 PM,17-Nov-2025 11:00 AM ,29-Nov-2025 05:00 PM ,17-Nov-2025 11:00 AM,01-Dec-2025 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3269833,Maa Barunei Construction And Supplier Prop-Biswa Mohan Parida,01-Dec-2025 02:43 PM,Rejected-AOC,L2,18-Feb-2026 06:18 PM,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3267183,PARSURAM BIDHAR PROP-RAMESWARDEV SUPPLIER,29-Nov-2025 07:58 PM,Rejected-AOC,L2,18-Feb-2026 06:18 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3246525,PRAFULLA KUMAR SENAPATI,22-Nov-2025 05:02 PM,Rejected-AOC,L2,18-Feb-2026 06:18 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3268387,SAPAN KUMAR BEHERA,30-Nov-2025 10:34 PM,Rejected-AOC,L2,18-Feb-2026 06:18 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
